Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USDT
2018-07-15,NEOUSDT,32.42,34,31.99,33.56,497010.96,16490332.09
2018-07-14,NEOUSDT,33.12,33.5,31.48,32.42,376261.48,12179236.32
2018-07-13,NEOUSDT,32.12,34.2,31.84,33.12,619311.93,20412451.1
2018-07-12,NEOUSDT,33.81,33.86,30.48,32.12,606778.43,19317188.99
2018-07-11,NEOUSDT,33.24,34.68,31.78,33.81,629113.59,20924364.56
2018-07-10,NEOUSDT,36.44,36.9,32.87,33.24,843672.38,29083929.17
2018-07-09,NEOUSDT,39.05,39.23,36.19,36.44,591314.05,22453806.04
2018-07-08,NEOUSDT,38.72,41.2,38.63,39.05,667682.4,26476907.4
2018-07-07,NEOUSDT,37.52,38.75,36.21,38.72,286283.05,10593926.55
2018-07-06,NEOUSDT,40.22,40.41,36.86,37.52,583622.17,22138433.0
2018-07-05,NEOUSDT,40.56,43.24,38.9,40.22,729114.71,30111810.86
2018-07-04,NEOUSDT,35.92,42.62,35.76,40.56,688141.57,27325362.52
2018-07-03,NEOUSDT,36.16,38.57,35.32,35.92,786764.64,29105485.6
2018-07-02,NEOUSDT,31.27,37.33,31.02,36.16,621592.05,21464601.11
2018-07-01,NEOUSDT,30.81,31.69,29.8,31.27,303369.31,9287592.0
2018-06-30,NEOUSDT,29.53,34,29.53,30.81,347979.48,10749601.77
2018-06-29,NEOUSDT,28.18,30.3,27.05,29.53,286201.97,8100057.59
2018-06-28,NEOUSDT,30.32,30.64,27.95,28.18,214714.34,6325235.84
2018-06-27,NEOUSDT,30,30.67,29.38,30.32,131317.53,3929120.55
2018-06-26,NEOUSDT,31.56,31.94,30,30,132696.47,4080691.4
2018-06-25,NEOUSDT,31.08,32.79,30.56,31.56,222258.9,7058766.26
2018-06-24,NEOUSDT,33.85,34.1,28.63,31.08,396253.16,12322867.69
2018-06-23,NEOUSDT,32.91,34.83,32.66,33.85,172572.45,5794452.95
2018-06-22,NEOUSDT,37.62,37.73,32.05,32.91,310147.99,10640174.83
2018-06-21,NEOUSDT,38.87,39.59,37.24,37.62,138075.99,5274969.74
2018-06-20,NEOUSDT,39.85,40.02,37.74,38.87,141175.3,5449663.34
2018-06-19,NEOUSDT,39.51,41.45,38.9,39.85,148339.47,5907577.52
2018-06-18,NEOUSDT,38.56,40.86,36.83,39.51,175095.85,6763465.67
2018-06-17,NEOUSDT,37.96,39.72,37.4,38.56,128366.78,4928590.13
2018-06-16,NEOUSDT,37.82,38.57,36.2,37.96,144273.63,5430915.53
2018-06-15,NEOUSDT,40.66,40.8,37.69,37.82,177007.55,6938683.85
2018-06-14,NEOUSDT,37.89,41.88,37.5,40.66,381049.38,15196068.18
2018-06-13,NEOUSDT,41.17,41.68,35.72,37.89,333694.17,12828166.09
2018-06-12,NEOUSDT,45.59,46.65,40.25,41.17,207044.1,8983121.96
2018-06-11,NEOUSDT,45.32,45.92,42.38,45.59,165963.87,7333582.8
2018-06-10,NEOUSDT,50.8,50.8,44.02,45.32,249076.28,11767066.56
2018-06-09,NEOUSDT,52.2,53.32,50.54,50.8,86899.49,4547303.33
2018-06-08,NEOUSDT,53.52,53.83,51.68,52.2,71709.83,3760861.69
2018-06-07,NEOUSDT,53.71,54.99,52.79,53.52,71965.67,3882287.1
2018-06-06,NEOUSDT,54.51,54.8,52.37,53.71,102114.7,5481714.15
2018-06-05,NEOUSDT,53.4,54.97,51.66,54.51,143311.23,7617814.89
2018-06-04,NEOUSDT,56.39,57.25,52.1,53.4,184534.2,9987357.11
2018-06-03,NEOUSDT,56.79,58.3,55.42,56.39,157414.73,8959096.24
2018-06-02,NEOUSDT,55.5,57.49,54.6,56.79,175003.86,9880779.19
2018-06-01,NEOUSDT,53.01,56.31,52.8,55.5,172914.83,9413926.66
2018-05-31,NEOUSDT,51.46,54.5,50.73,53.01,160428.46,8513331.86
2018-05-30,NEOUSDT,52.09,53.53,50.11,51.46,165839.5,8595067.44
2018-05-29,NEOUSDT,47.65,53.88,47.18,52.09,223881.08,11497214.49
2018-05-28,NEOUSDT,52.93,52.93,47.5,47.65,156281.73,7762174.73
2018-05-27,NEOUSDT,52.14,52.99,50.91,52.93,84631.75,4378877.23
2018-05-26,NEOUSDT,52.73,54.5,51.5,52.14,115777.1,6151595.75
2018-05-25,NEOUSDT,55.15,56.39,51.7,52.73,189426.12,10177112.97
2018-05-24,NEOUSDT,51.65,55.28,49.8,55.15,225130.36,11918868.2
2018-05-23,NEOUSDT,56.85,57.76,51.1,51.65,304123.7,16490835.03
2018-05-22,NEOUSDT,62.13,62.4,56.56,56.85,181781.56,10776744.6
2018-05-21,NEOUSDT,63.7,66.45,60,62.13,252125.1,15932798.75
2018-05-20,NEOUSDT,59.09,64.25,58.4,63.7,172595.03,10639601.33
2018-05-19,NEOUSDT,59.69,60.75,57.87,59.09,126171.71,7507901.22
2018-05-18,NEOUSDT,57.5,60.59,56.46,59.69,207876.25,12129017.37
2018-05-17,NEOUSDT,61.72,63.9,56.61,57.5,193888.0,11612255.63
2018-05-16,NEOUSDT,62.85,63.29,59.11,61.72,190754.66,11623031.08
2018-05-15,NEOUSDT,66.04,69,61.89,62.85,176417.05,11582589.48
2018-05-14,NEOUSDT,67.34,69.09,62.58,66.04,277733.56,18315116.65
2018-05-13,NEOUSDT,64.56,69.4,62.51,67.34,232689.44,15450629.83
2018-05-12,NEOUSDT,63.43,67.68,58.32,64.56,350120.07,22219236.72
2018-05-11,NEOUSDT,69.64,70.41,60.69,63.43,422789.77,27522836.32
2018-05-10,NEOUSDT,76.16,76.83,69.54,69.64,176819.48,13067218.99
2018-05-09,NEOUSDT,76.85,77.27,72.33,76.16,157382.53,11809635.33
2018-05-08,NEOUSDT,79.13,81.75,75.39,76.85,185720.5,14478086.81
2018-05-07,NEOUSDT,83.77,83.85,76.1,79.13,297728.87,23354584.81
2018-05-06,NEOUSDT,84.5,88.45,79.89,83.77,301843.69,25356429.46
2018-05-05,NEOUSDT,84.21,86.5,83.88,84.5,155752.91,13300574.77
2018-05-04,NEOUSDT,87.71,87.71,82.14,84.21,238863.82,20385237.19
2018-05-03,NEOUSDT,84.8,90,83.11,87.71,363868.0,31530613.98
2018-05-02,NEOUSDT,84.1,85.43,82.17,84.8,191655.28,16080334.68
2018-05-01,NEOUSDT,84,85.26,77.81,84.1,405660.92,32921206.27
2018-04-30,NEOUSDT,90.6,94.25,82.05,84,550658.93,48244389.14
2018-04-29,NEOUSDT,76.61,92.49,75.5,90.6,728820.07,61647638.0
2018-04-28,NEOUSDT,72.32,78.28,71.92,76.61,256119.21,19432017.13
2018-04-27,NEOUSDT,76.88,77.41,72,72.32,292604.45,22025633.82
2018-04-26,NEOUSDT,71.55,77.49,69.5,76.88,342718.87,24969097.3
2018-04-25,NEOUSDT,82.41,82.92,68.21,71.55,809630.3,60398308.7
2018-04-24,NEOUSDT,76.2,84.63,76.11,82.36,487823.54,39477287.25
2018-04-23,NEOUSDT,73.61,78.04,73.32,76.2,232781.42,17728290.15
2018-04-22,NEOUSDT,74.75,77.41,72.7,73.61,286922.63,21598084.11
2018-04-21,NEOUSDT,79.14,79.75,70.26,74.75,543758.98,40747527.1
2018-04-20,NEOUSDT,73.95,79.76,71.8,79.14,461643.59,34910284.98
2018-04-19,NEOUSDT,72.91,75.13,70.5,73.95,342230.77,24972054.45
2018-04-18,NEOUSDT,65.66,73.8,65.53,72.91,326125.06,22786179.45
2018-04-17,NEOUSDT,66.8,70.3,65.25,65.66,319059.28,21544126.82
2018-04-16,NEOUSDT,70.62,71.5,64,66.8,488243.62,32648541.44
2018-04-15,NEOUSDT,64.18,70.88,64,70.62,404924.62,27625669.9
2018-04-14,NEOUSDT,62.27,65.87,61.55,64.18,378327.95,24164567.96
2018-04-13,NEOUSDT,67.15,68.59,61.25,62.27,712624.99,46706245.37
2018-04-12,NEOUSDT,58.29,67.41,54.32,67.15,998240.04,60907679.84
2018-04-11,NEOUSDT,52.73,59.6,52.34,58.29,557462.33,31211903.66
2018-04-10,NEOUSDT,53.02,53.29,49.2,52.73,351716.37,18059053.08
2018-04-09,NEOUSDT,49.37,57.38,48.9,53.02,972799.04,51135973.66
2018-04-08,NEOUSDT,46.59,49.4,46.38,49.37,158267.92,7527057.45
2018-04-07,NEOUSDT,44.75,47.98,44.62,46.59,209642.51,9799452.67
2018-04-06,NEOUSDT,46.95,47.48,44.1,44.75,183817.1,8351422.34
2018-04-05,NEOUSDT,47.54,48.32,45.5,46.95,289712.6,13529805.16
2018-04-04,NEOUSDT,53.27,53.45,46.33,47.54,407288.12,20001343.18
2018-04-03,NEOUSDT,48.82,54,48.4,53.27,414077.01,21474482.85
2018-04-02,NEOUSDT,47.25,50.5,46.5,48.82,310057.72,15005975.91
2018-04-01,NEOUSDT,49.92,50.55,44.69,47.25,399741.47,18992107.25
2018-03-31,NEOUSDT,50.3,52.99,49.6,49.92,376826.47,19237423.83
2018-03-30,NEOUSDT,51.61,54,48.8,50.3,754666.24,38195211.72
2018-03-29,NEOUSDT,57.17,57.34,51.08,51.61,634368.7,33803121.85
2018-03-28,NEOUSDT,55.37,60.01,54.87,57.17,310090.2,17828768.31
2018-03-27,NEOUSDT,58.88,60.55,51.87,55.37,657532.2,37072128.53
2018-03-26,NEOUSDT,65.52,66.2,55.13,58.88,615234.87,36516617.9
2018-03-25,NEOUSDT,65.22,67.5,63.38,65.52,278103.17,18084060.3
2018-03-24,NEOUSDT,68.85,70.2,65.01,65.22,374910.98,25457223.35
2018-03-23,NEOUSDT,69.29,69.41,63.35,68.75,553505.4,36616643.82
2018-03-22,NEOUSDT,72.58,75.02,66,69.29,637677.19,44796627.66
2018-03-21,NEOUSDT,75.71,77.9,70.5,72.58,706531.44,52719610.04
2018-03-20,NEOUSDT,72.53,79.8,66.4,75.71,879493.06,64109061.0
2018-03-19,NEOUSDT,65.2,73.39,62.23,72.53,1072680.79,71457617.34
2018-03-18,NEOUSDT,60.2,68.32,48.78,65.2,1305637.44,74880673.28
2018-03-17,NEOUSDT,67.29,68.94,60.02,60.2,334017.78,21542595.8
2018-03-16,NEOUSDT,69.06,71.7,65.5,67.29,382473.89,26240559.62
2018-03-15,NEOUSDT,71.2,72.85,64.66,69.06,612770.61,41920356.32
2018-03-14,NEOUSDT,83,84.7,68,71.2,429248.62,32404083.09
2018-03-13,NEOUSDT,85.25,88.25,80.9,83,300809.7,25271076.82
2018-03-12,NEOUSDT,90.45,92.7,83,85.25,278215.28,24422430.22
2018-03-11,NEOUSDT,84.73,92,81.11,90.45,317377.54,27593303.42
2018-03-10,NEOUSDT,91.64,93.8,84.07,84.73,359588.36,32434090.37
2018-03-09,NEOUSDT,90.4,93.6,79.4,91.64,665796.91,57416785.43
2018-03-08,NEOUSDT,100.1,102.12,89.01,90.4,423096.46,40293322.35
2018-03-07,NEOUSDT,104.36,114,86.59,100.1,735996.57,75128550.05
2018-03-06,NEOUSDT,111.18,114.85,101.65,104.36,387442.64,41687988.52
2018-03-05,NEOUSDT,119.3,119.85,111.01,111.18,214513.44,24912246.14
2018-03-04,NEOUSDT,121.38,125,115.3,119.3,219481.33,26282575.62
2018-03-03,NEOUSDT,123.58,128.5,120.6,121.38,162749.69,20320301.92
2018-03-02,NEOUSDT,128.56,130.2,121.6,123.58,165318.97,20706093.42
2018-03-01,NEOUSDT,131.7,135.5,124.8,128.56,341982.44,43969872.3
2018-02-28,NEOUSDT,139.86,144,129.5,131.7,348882.71,47372792.75
2018-02-27,NEOUSDT,134.4,145,130.1,139.86,481637.69,67155878.37
2018-02-26,NEOUSDT,116.79,136.9,115.4,134.4,444364.91,57240887.91
2018-02-25,NEOUSDT,115.25,118,112.11,116.79,158022.09,18254778.2
2018-02-24,NEOUSDT,118.34,124,110.52,115.25,273247.64,31915232.63
2018-02-23,NEOUSDT,111.48,122.6,108.12,118.61,351791.53,40922606.93
2018-02-22,NEOUSDT,117.7,125.85,109,111.48,395883.77,45856330.89
2018-02-21,NEOUSDT,124.66,128.55,114.32,117.7,396535.0,48088165.19
2018-02-20,NEOUSDT,136.39,140.85,123.8,124.66,282563.59,37789833.89
2018-02-19,NEOUSDT,125.12,137.56,123.7,136.39,221815.86,29534785.34
2018-02-18,NEOUSDT,135,136.88,120.75,125.12,287305.8,36716253.11
2018-02-17,NEOUSDT,127.42,138.76,127.03,135,287273.61,38443050.71
2018-02-16,NEOUSDT,121,129.45,117.6,127.42,256905.3,31754566.6
2018-02-15,NEOUSDT,122,124.5,116.1,121,346586.79,42005131.21
2018-02-14,NEOUSDT,108.5,123,108.23,122,351059.99,40668247.66
2018-02-13,NEOUSDT,111.89,113,106.22,108.5,238355.76,26092400.64
2018-02-12,NEOUSDT,101.71,115.12,101.66,111.89,465610.59,51705757.72
2018-02-11,NEOUSDT,107.3,111.84,93.1,101.71,521725.03,53518205.79
2018-02-10,NEOUSDT,114.52,119.79,100.3,107.3,453818.77,50052098.96
2018-02-09,NEOUSDT,109,116,109,114.52,294717.92,33559822.14
2018-02-08,NEOUSDT,102.34,111,101.3,109,34029.4,3647553.53
2018-02-07,NEOUSDT,103.53,119.5,93,102.34,1070658.53,116073542.26
2018-02-06,NEOUSDT,82.14,110.21,64.3,103.53,1523725.6,129799726.3
2018-02-05,NEOUSDT,107.03,109.85,73.63,82.14,909759.69,81188798.14
2018-02-04,NEOUSDT,124.6,125,100.64,107.03,335397.25,37397562.99
2018-02-03,NEOUSDT,121.16,129.93,108.05,124.6,332698.03,40358037.91
2018-02-02,NEOUSDT,126.5,132.03,93.94,121.16,720607.64,82998890.17
2018-02-01,NEOUSDT,146.49,147.6,112.78,126.5,378961.18,49057483.22
2018-01-31,NEOUSDT,146.19,147.9,132.9,146.49,233377.1,32998962.44
2018-01-30,NEOUSDT,168.29,170,136.45,146.19,418089.31,63877265.79
2018-01-29,NEOUSDT,154.1,169.2,148.7,168.29,273471.21,43614427.62
2018-01-28,NEOUSDT,141.96,156,141,154.1,160713.75,23761233.06
2018-01-27,NEOUSDT,137.62,143,134.27,141.96,108016.22,15026206.53
2018-01-26,NEOUSDT,138.02,141.5,123.79,137.62,243763.38,32470230.72
2018-01-25,NEOUSDT,138,148.33,135.07,138.02,211043.18,29716537.5
2018-01-24,NEOUSDT,122.77,147,116.8,138,352051.72,47162624.5
2018-01-23,NEOUSDT,123.31,131,108.5,122.77,280243.33,33778412.92
2018-01-22,NEOUSDT,132.59,139,110.85,123.31,302192.68,37538245.02
2018-01-21,NEOUSDT,150,151,124,132.59,292495.88,39720585.51
2018-01-20,NEOUSDT,139.52,157.26,137.58,150,307088.22,45047760.85
2018-01-19,NEOUSDT,139.5,148.25,126.31,139.52,404255.82,56338003.33
2018-01-18,NEOUSDT,142,159.22,127,139.78,743997.4,107251228.38
2018-01-17,NEOUSDT,137.5,156.19,91.34,142,1490590.39,182106932.24
2018-01-16,NEOUSDT,189.38,190.7,88.89,137.5,1130199.33,161175734.02
2018-01-15,NEOUSDT,170,198.6,141.2,189.38,384557.87,66202029.83
2018-01-14,NEOUSDT,139.78,186,132,170,233962.19,35114570.47
2018-01-13,NEOUSDT,123.11,149.98,119,139.78,111341.36,15080578.08
2018-01-12,NEOUSDT,107.7,126.1,101.49,123.11,83425.92,9831452.05
2018-01-11,NEOUSDT,122.24,125,91.1,107.7,167802.02,18318433.55
2018-01-10,NEOUSDT,126.7,127.89,106.33,122.24,211827.01,25257829.2
2018-01-09,NEOUSDT,101.36,131,100.88,126.7,159756.93,18937037.61
2018-01-08,NEOUSDT,103.1,108.9,82.5,101.36,94471.4,9207132.81
2018-01-07,NEOUSDT,100.49,109,97,103.1,51935.11,5377856.46
2018-01-06,NEOUSDT,95.13,102.87,90.39,100.49,65405.74,6368277.46
2018-01-05,NEOUSDT,97.67,107,88,95.5,128574.26,12508197.83
2018-01-04,NEOUSDT,103.51,108.88,94.5,97.67,110149.27,11061938.47
2018-01-03,NEOUSDT,89.7,104.89,85.3,103.51,153756.36,14279445.48
2018-01-02,NEOUSDT,78.3,97,78.25,89.7,191240.33,16670501.74
2018-01-01,NEOUSDT,74.85,80,71.05,78.3,80377.99,6056506.8
2017-12-31,NEOUSDT,70.78,77.77,66,74.85,121269.83,8824022.72
2017-12-30,NEOUSDT,73.13,74.24,60,70.78,146071.86,9685499.31
2017-12-29,NEOUSDT,64.48,74.93,62.73,73.13,102020.79,6877233.66
2017-12-28,NEOUSDT,66.3,66.92,56,64.48,123216.37,7407791.39
2017-12-27,NEOUSDT,65.23,70.1,61,66.3,94014.98,6172712.81
2017-12-26,NEOUSDT,65.48,67.74,61.08,65.23,87388.89,5582973.2
2017-12-25,NEOUSDT,58.34,67.99,55.95,65.48,89401.44,5404175.63
2017-12-24,NEOUSDT,56.5,58.5,48.65,58.34,139509.96,7495707.1
2017-12-23,NEOUSDT,55.37,66,54.26,56.5,155776.77,9408946.32
2017-12-22,NEOUSDT,70.75,71.69,42,55.37,354550.57,19306567.18
2017-12-21,NEOUSDT,76.88,81.5,62.22,70.75,144820.99,10345819.91
2017-12-20,NEOUSDT,69.75,80,56,76.88,197162.98,13283048.34
2017-12-19,NEOUSDT,77.04,83.8,63.21,69.75,186247.55,13474121.89
2017-12-18,NEOUSDT,67.19,81.47,60,77.04,151264.26,10776012.56
2017-12-17,NEOUSDT,49.12,75,48.83,67.19,216080.54,13500468.28
2017-12-16,NEOUSDT,47.83,51.75,46.45,49.12,77930.65,3804332.43
2017-12-15,NEOUSDT,50.27,51,41.25,47.83,95795.21,4346994.91
2017-12-14,NEOUSDT,46.63,52,43,50.27,55089.16,2630045.12
