Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HETH
2019-04-18,DASHETH,0.724,0.728,0.703,0.713,349.25,249.37
2019-04-17,DASHETH,0.728,0.733,0.715,0.724,161.77,116.78
2019-04-16,DASHETH,0.74,0.742,0.711,0.728,190.06,137.86
2019-04-15,DASHETH,0.733,0.754,0.725,0.74,145.69,107.3
2019-04-14,DASHETH,0.73,0.746,0.726,0.733,165.18,121.91
2019-04-13,DASHETH,0.726,0.733,0.722,0.73,151.83,110.37
2019-04-12,DASHETH,0.743,0.744,0.721,0.726,403.47,296.25
2019-04-11,DASHETH,0.731,0.75,0.707,0.743,449.93,328.07
2019-04-10,DASHETH,0.75,0.75,0.714,0.731,366.36,268.01
2019-04-09,DASHETH,0.756,0.76,0.742,0.75,171.18,128.4
2019-04-08,DASHETH,0.775,0.777,0.74,0.756,306.36,230.06
2019-04-07,DASHETH,0.789,0.805,0.766,0.775,300.86,237.72
2019-04-06,DASHETH,0.804,0.817,0.78,0.789,322.47,258.04
2019-04-05,DASHETH,0.782,0.809,0.759,0.804,372.24,295.43
2019-04-04,DASHETH,0.773,0.815,0.761,0.782,575.94,451.62
2019-04-03,DASHETH,0.755,0.812,0.74,0.773,2492.55,1932.97
2019-04-02,DASHETH,0.801,0.822,0.752,0.755,1815.18,1433.27
2019-04-01,DASHETH,0.78,0.839,0.77,0.801,774.66,626.09
2019-03-19,DASHETH,0.662,0.665,0.661,0.665,6.18,4.09
2019-03-18,DASHETH,0.665,0.68,0.659,0.662,306.31,204.64
2019-03-17,DASHETH,0.65,0.666,0.647,0.665,287.62,188.45
2019-03-16,DASHETH,0.655,0.658,0.635,0.65,190.16,123.36
2019-03-15,DASHETH,0.673,0.675,0.655,0.655,224.89,149.9
2019-03-14,DASHETH,0.685,0.685,0.661,0.673,249.86,167.12
2019-03-13,DASHETH,0.685,0.708,0.672,0.685,394.31,272.66
2019-03-12,DASHETH,0.6257,0.691,0.617,0.685,1025.39,673.03
2019-03-11,DASHETH,0.6093,0.6269,0.6006,0.6257,288.92,177.08
2019-03-10,DASHETH,0.6058,0.6094,0.5962,0.6093,240.9,144.84
2019-03-09,DASHETH,0.5951,0.6076,0.5863,0.6058,279.33,166.82
2019-03-08,DASHETH,0.5995,0.6039,0.5845,0.5951,306.08,183.09
2019-03-07,DASHETH,0.6029,0.6061,0.5952,0.5995,329.34,197.74
2019-03-06,DASHETH,0.6037,0.6093,0.5864,0.6029,295.08,176.42
2019-03-05,DASHETH,0.6186,0.6241,0.5982,0.6037,350.94,215.0
2019-03-04,DASHETH,0.6149,0.6316,0.6073,0.6186,385.82,238.04
2019-03-03,DASHETH,0.6193,0.6205,0.6042,0.6149,287.39,176.26
2019-03-02,DASHETH,0.61,0.6268,0.6054,0.6193,215.27,132.7
2019-03-01,DASHETH,0.6026,0.6167,0.6008,0.61,298.62,181.56
2019-02-28,DASHETH,0.5955,0.615,0.5869,0.6026,324.88,194.72
2019-02-27,DASHETH,0.5988,0.6112,0.5742,0.5955,352.85,208.3
2019-02-26,DASHETH,0.5955,0.6069,0.5835,0.5988,414.25,245.1
2019-02-25,DASHETH,0.6004,0.6095,0.5786,0.5955,295.21,175.03
2019-02-24,DASHETH,0.5648,0.616,0.5533,0.6004,525.78,304.03
2019-02-23,DASHETH,0.5809,0.5839,0.5522,0.5648,280.72,159.4
2019-02-22,DASHETH,0.58,0.5879,0.5727,0.5809,156.58,90.68
2019-02-21,DASHETH,0.5829,0.5986,0.5742,0.58,244.68,143.19
2019-02-20,DASHETH,0.6039,0.6104,0.5812,0.5829,314.97,186.54
2019-02-19,DASHETH,0.5903,0.6113,0.5786,0.6039,473.04,280.53
2019-02-18,DASHETH,0.591,0.6016,0.5675,0.5903,396.47,230.41
2019-02-17,DASHETH,0.6401,0.6424,0.5863,0.591,288.02,177.65
2019-02-16,DASHETH,0.6452,0.6537,0.6377,0.6401,247.88,159.61
2019-02-15,DASHETH,0.6402,0.652,0.63,0.6452,200.05,128.3
2019-02-14,DASHETH,0.6539,0.6595,0.6302,0.6402,296.88,191.37
2019-02-13,DASHETH,0.6708,0.6787,0.6491,0.6539,291.29,192.58
2019-02-12,DASHETH,0.6589,0.6932,0.6529,0.6708,455.05,307.92
2019-02-11,DASHETH,0.6016,0.6744,0.5992,0.6589,798.86,516.74
2019-02-10,DASHETH,0.6199,0.6267,0.5946,0.6016,214.16,132.19
2019-02-09,DASHETH,0.6198,0.6336,0.6127,0.6199,332.18,207.38
2019-02-08,DASHETH,0.6414,0.6484,0.5954,0.6198,601.48,371.44
2019-02-07,DASHETH,0.6235,0.6451,0.6207,0.6414,139.09,87.98
2019-02-06,DASHETH,0.6355,0.6588,0.6192,0.6235,456.84,291.1
2019-02-05,DASHETH,0.6198,0.6411,0.612,0.6355,1066.26,664.01
2019-02-04,DASHETH,0.6224,0.6271,0.6132,0.6198,163.58,101.34
2019-02-03,DASHETH,0.6127,0.6238,0.6083,0.6224,217.25,133.67
2019-02-02,DASHETH,0.6243,0.6279,0.6086,0.6127,267.44,165.36
2019-02-01,DASHETH,0.6302,0.642,0.619,0.6243,155.57,98.12
2019-01-31,DASHETH,0.631,0.6392,0.6216,0.6302,244.9,154.26
2019-01-30,DASHETH,0.6407,0.6409,0.624,0.631,332.29,210.09
2019-01-29,DASHETH,0.6332,0.649,0.6319,0.6407,287.0,183.43
2019-01-28,DASHETH,0.6267,0.6451,0.6207,0.6332,415.87,263.65
2019-01-27,DASHETH,0.6335,0.635,0.6152,0.6267,292.58,182.18
2019-01-26,DASHETH,0.6321,0.6337,0.6246,0.6335,198.96,125.14
2019-01-25,DASHETH,0.6211,0.6355,0.6207,0.6321,386.34,242.95
2019-01-24,DASHETH,0.603,0.6299,0.6016,0.6211,405.54,251.25
2019-01-23,DASHETH,0.6015,0.6205,0.597,0.603,351.91,213.57
2019-01-22,DASHETH,0.592,0.6095,0.588,0.6015,362.47,217.03
2019-01-21,DASHETH,0.5805,0.5969,0.5795,0.592,256.01,151.09
2019-01-20,DASHETH,0.5877,0.6037,0.5749,0.5805,336.22,196.28
2019-01-19,DASHETH,0.5871,0.5932,0.5813,0.5877,238.34,139.61
2019-01-18,DASHETH,0.5817,0.5897,0.5803,0.5871,168.59,98.7
2019-01-17,DASHETH,0.5775,0.5897,0.5744,0.5817,216.66,125.93
2019-01-16,DASHETH,0.5774,0.605,0.564,0.5775,376.91,217.51
2019-01-15,DASHETH,0.5604,0.5822,0.5482,0.5774,400.6,224.52
2019-01-14,DASHETH,0.5967,0.6104,0.5523,0.5604,364.64,210.94
2019-01-13,DASHETH,0.5824,0.6026,0.5793,0.5967,341.3,202.07
2019-01-12,DASHETH,0.5741,0.5855,0.5724,0.5824,163.79,94.6
2019-01-11,DASHETH,0.5717,0.5896,0.5616,0.5741,337.43,194.96
2019-01-10,DASHETH,0.5675,0.6112,0.5594,0.5717,1721.24,982.13
2019-01-09,DASHETH,0.5394,0.5827,0.5268,0.5675,712.73,395.64
2019-01-08,DASHETH,0.5482,0.5587,0.5326,0.5394,529.03,287.95
2019-01-07,DASHETH,0.5417,0.5554,0.5377,0.5482,948.1,517.48
2019-01-06,DASHETH,0.5153,0.5504,0.5124,0.5417,410.97,216.35
2019-01-05,DASHETH,0.5191,0.521,0.5017,0.5153,356.96,182.39
2019-01-04,DASHETH,0.5386,0.5438,0.5155,0.5191,439.71,231.83
2019-01-03,DASHETH,0.5435,0.5603,0.5328,0.5386,392.58,214.46
2019-01-02,DASHETH,0.5752,0.5767,0.5,0.5435,389.58,214.61
2019-01-01,DASHETH,0.5932,0.5932,0.5605,0.5752,171.65,99.53
2018-12-31,DASHETH,0.5839,0.6112,0.5812,0.5932,229.63,136.33
2018-12-30,DASHETH,0.5792,0.6094,0.5731,0.5839,326.35,193.98
2018-12-29,DASHETH,0.6093,0.6205,0.5634,0.5792,418.34,249.3
2018-12-28,DASHETH,0.6535,0.6668,0.6029,0.6093,566.21,360.57
2018-12-27,DASHETH,0.6363,0.6668,0.6281,0.6535,495.72,320.8
2018-12-26,DASHETH,0.6444,0.6569,0.6243,0.6363,470.88,300.78
2018-12-25,DASHETH,0.6489,0.6588,0.6262,0.6444,781.03,501.22
2018-12-24,DASHETH,0.6869,0.6952,0.6306,0.6489,1073.1,703.17
2018-12-23,DASHETH,0.7479,0.7479,0.67,0.6869,648.94,451.41
2018-12-22,DASHETH,0.7758,0.8498,0.7363,0.7479,656.79,513.67
2018-12-21,DASHETH,0.8377,0.8472,0.7655,0.7758,1071.15,855.28
2018-12-20,DASHETH,0.7294,0.875,0.6973,0.8377,1224.49,924.72
2018-12-19,DASHETH,0.725,0.7676,0.7188,0.7294,648.5,481.52
2018-12-18,DASHETH,0.7517,0.7577,0.72,0.725,421.42,312.11
2018-12-17,DASHETH,0.7411,0.7733,0.7275,0.7517,691.71,519.84
2018-12-16,DASHETH,0.7381,0.7607,0.7103,0.7411,282.9,205.79
2018-12-15,DASHETH,0.6976,0.7768,0.6879,0.7381,561.82,406.63
2018-12-14,DASHETH,0.7015,0.7143,0.6919,0.6976,231.38,161.71
2018-12-13,DASHETH,0.7175,0.7245,0.6976,0.7015,185.16,131.67
2018-12-12,DASHETH,0.7178,0.747,0.7146,0.7175,307.25,224.17
2018-12-11,DASHETH,0.7509,0.7583,0.702,0.7178,316.64,233.54
2018-12-10,DASHETH,0.8045,0.81,0.7406,0.7509,252.01,193.04
2018-12-09,DASHETH,0.7452,0.81,0.7385,0.8045,358.84,276.72
2018-12-08,DASHETH,0.7264,0.7722,0.7146,0.7452,647.46,475.33
2018-12-07,DASHETH,0.7143,0.7367,0.6872,0.7264,786.44,559.47
2018-12-06,DASHETH,0.7605,0.7791,0.7023,0.7143,791.49,594.76
2018-12-05,DASHETH,0.7768,0.7791,0.7473,0.7605,378.84,287.05
2018-12-04,DASHETH,0.7792,0.7885,0.7661,0.7768,192.7,149.86
2018-12-03,DASHETH,0.7978,0.8045,0.7701,0.7792,237.75,186.39
2018-12-02,DASHETH,0.8019,0.8126,0.7841,0.7978,152.61,121.8
2018-12-01,DASHETH,0.8111,0.8173,0.791,0.8019,189.54,153.33
2018-11-30,DASHETH,0.8231,0.8273,0.7827,0.8118,230.86,186.23
2018-11-29,DASHETH,0.8124,0.8247,0.7986,0.8231,330.01,268.64
2018-11-28,DASHETH,0.8138,0.8289,0.7982,0.8124,276.49,225.23
2018-11-27,DASHETH,0.8226,0.8601,0.7959,0.8138,335.56,278.63
2018-11-26,DASHETH,0.7841,0.8396,0.7748,0.8226,387.85,314.09
2018-11-25,DASHETH,0.8125,0.8298,0.774,0.7841,552.9,441.74
2018-11-24,DASHETH,0.8057,0.8427,0.7958,0.8125,595.91,487.55
2018-11-23,DASHETH,0.8079,0.8346,0.7924,0.8057,231.29,186.92
2018-11-22,DASHETH,0.8348,0.8484,0.8079,0.8079,268.62,222.96
2018-11-21,DASHETH,0.7983,0.8382,0.7896,0.8348,174.22,141.85
2018-11-20,DASHETH,0.7338,0.8021,0.7321,0.7983,1739.91,1310.45
2018-11-19,DASHETH,0.7452,0.7932,0.7188,0.7338,672.57,507.57
2018-11-18,DASHETH,0.763,0.7768,0.7406,0.7452,140.51,107.04
2018-11-17,DASHETH,0.7839,0.7872,0.7532,0.763,145.73,111.86
2018-11-16,DASHETH,0.7675,0.7883,0.7631,0.7839,240.27,185.98
2018-11-15,DASHETH,0.7892,0.7998,0.7495,0.7675,248.2,191.07
2018-11-14,DASHETH,0.7792,0.8222,0.7371,0.7892,417.8,327.43
2018-11-13,DASHETH,0.7724,0.7837,0.7682,0.7792,120.71,93.6
2018-11-12,DASHETH,0.7549,0.794,0.7542,0.7724,148.45,114.74
2018-11-11,DASHETH,0.7621,0.7653,0.7519,0.7549,163.3,123.95
2018-11-10,DASHETH,0.7622,0.7745,0.7519,0.7621,141.42,107.47
2018-11-09,DASHETH,0.779,0.779,0.758,0.7622,153.56,118.08
2018-11-08,DASHETH,0.7638,0.8124,0.761,0.779,244.03,191.66
2018-11-07,DASHETH,0.7799,0.7802,0.744,0.7638,176.89,134.5
2018-11-06,DASHETH,0.7824,0.8102,0.7747,0.7799,295.95,233.75
2018-11-05,DASHETH,0.7816,0.8084,0.7725,0.7824,213.92,169.12
2018-11-04,DASHETH,0.7771,0.8296,0.7632,0.7816,241.91,190.57
2018-11-03,DASHETH,0.7679,0.7814,0.7663,0.7771,113.21,87.75
2018-11-02,DASHETH,0.7706,0.7745,0.7655,0.7679,138.92,107.02
2018-11-01,DASHETH,0.7701,0.7784,0.7677,0.7706,117.15,90.51
2018-10-31,DASHETH,0.7769,0.81,0.7677,0.7701,256.36,201.04
2018-10-30,DASHETH,0.7635,0.7832,0.7632,0.7769,337.58,262.35
2018-10-29,DASHETH,0.7666,0.7722,0.7563,0.7635,140.78,107.54
2018-10-28,DASHETH,0.7565,0.7691,0.7541,0.7666,130.67,99.55
2018-10-27,DASHETH,0.7655,0.7722,0.7541,0.7565,121.02,92.55
2018-10-26,DASHETH,0.7699,0.7722,0.7564,0.7655,133.18,102.05
2018-10-25,DASHETH,0.7706,0.7767,0.7656,0.7699,181.07,139.73
2018-10-24,DASHETH,0.7584,0.7861,0.7546,0.7706,189.6,146.66
2018-10-23,DASHETH,0.7473,0.763,0.7473,0.7584,133.48,101.03
2018-10-22,DASHETH,0.756,0.7583,0.7458,0.7473,245.1,184.37
2018-10-21,DASHETH,0.7541,0.763,0.7518,0.756,172.42,130.28
2018-10-20,DASHETH,0.7558,0.7653,0.7496,0.7541,112.14,85.04
2018-10-19,DASHETH,0.7641,0.7669,0.7527,0.7558,132.35,100.44
2018-10-18,DASHETH,0.7743,0.7777,0.7596,0.7641,135.62,104.53
2018-10-17,DASHETH,0.7789,0.7859,0.7686,0.7743,126.53,98.45
2018-10-16,DASHETH,0.7847,0.7908,0.7836,0.7902,3.64,2.86
2018-10-15,DASHETH,0.8095,0.8116,0.7451,0.7847,242.17,187.48
2018-10-14,DASHETH,0.8105,0.8172,0.7983,0.8095,128.8,103.78
2018-10-13,DASHETH,0.8058,0.8105,0.7865,0.8105,106.34,84.87
2018-10-12,DASHETH,0.8202,0.8213,0.7892,0.8058,133.97,107.83
2018-10-11,DASHETH,0.7935,0.8462,0.7912,0.8202,340.26,277.64
2018-10-10,DASHETH,0.7927,0.8004,0.7843,0.7935,111.99,88.71
2018-10-09,DASHETH,0.7979,0.8019,0.7887,0.7927,124.88,99.24
2018-10-08,DASHETH,0.7997,0.8052,0.793,0.7979,112.83,90.14
2018-10-07,DASHETH,0.8035,0.8122,0.7957,0.7997,127.13,102.11
2018-10-06,DASHETH,0.8015,0.8272,0.7988,0.8035,139.98,113.27
2018-10-05,DASHETH,0.8163,0.8209,0.7932,0.8015,112.42,91.24
2018-10-04,DASHETH,0.8074,0.8173,0.7986,0.8163,123.35,99.62
2018-10-03,DASHETH,0.8037,0.8242,0.7985,0.8074,133.02,107.83
2018-10-02,DASHETH,0.8107,0.8197,0.75,0.8037,239.62,186.9
2018-10-01,DASHETH,0.802,0.8214,0.7994,0.8107,107.33,86.99
2018-09-30,DASHETH,0.8162,0.8173,0.7958,0.802,162.95,131.29
2018-09-29,DASHETH,0.8436,0.8627,0.803,0.8162,151.66,125.28
2018-09-28,DASHETH,0.8546,0.8637,0.8375,0.8436,173.85,147.25
2018-09-27,DASHETH,0.8539,0.8729,0.8414,0.8546,135.91,116.97
2018-09-26,DASHETH,0.8674,0.8915,0.848,0.8539,131.95,115.37
2018-09-25,DASHETH,0.869,0.8902,0.8551,0.8674,126.73,110.29
2018-09-24,DASHETH,0.8371,0.869,0.821,0.869,129.55,108.46
2018-09-23,DASHETH,0.8508,0.8779,0.8351,0.8371,146.77,125.17
2018-09-22,DASHETH,0.8454,0.8755,0.8291,0.8508,161.91,137.38
2018-09-21,DASHETH,0.8939,0.935,0.8257,0.8454,193.82,172.27
2018-09-20,DASHETH,0.9139,0.9213,0.8864,0.8939,141.86,128.96
2018-09-19,DASHETH,0.9179,0.9409,0.9,0.9139,151.61,138.37
2018-09-18,DASHETH,0.9293,0.938,0.8732,0.9179,213.69,193.86
2018-09-17,DASHETH,0.8738,0.9628,0.8633,0.9293,243.17,221.79
2018-09-16,DASHETH,0.86,0.9022,0.8476,0.8738,138.42,119.85
2018-09-15,DASHETH,0.9105,0.9125,0.8399,0.86,172.5,150.99
2018-09-14,DASHETH,0.9083,0.9324,0.881,0.9105,177.57,160.03
2018-09-13,DASHETH,1.01,1.02,0.9082,0.9083,508.61,496.5
2018-09-12,DASHETH,1.02,1.07,0.9874,1.01,191.1,195.25
2018-09-11,DASHETH,1.02,1.05,0.9946,1.02,222.98,228.05
2018-09-10,DASHETH,0.9852,1.06,0.9793,1.02,251.3,258.3
2018-09-09,DASHETH,0.9448,0.9922,0.9273,0.9852,319.24,307.26
2018-09-08,DASHETH,0.8639,0.9766,0.8604,0.9448,346.39,318.08
2018-09-07,DASHETH,0.7872,0.8816,0.7753,0.8639,351.57,284.64
2018-09-06,DASHETH,0.7547,0.7891,0.7341,0.7872,253.86,192.16
2018-09-05,DASHETH,0.7613,0.7994,0.7329,0.7547,306.52,234.06
2018-09-04,DASHETH,0.7504,0.7662,0.7392,0.7613,142.4,107.59
2018-09-03,DASHETH,0.7212,0.7685,0.7125,0.7504,137.38,100.51
2018-09-02,DASHETH,0.7538,0.7568,0.7059,0.7212,214.89,156.26
2018-09-01,DASHETH,0.6891,0.7783,0.6884,0.7538,340.84,250.1
2018-08-31,DASHETH,0.6517,0.693,0.6492,0.6891,195.61,131.4
2018-08-30,DASHETH,0.6494,0.6587,0.6282,0.6517,253.46,161.85
2018-08-29,DASHETH,0.6556,0.6816,0.6396,0.6494,172.54,114.06
2018-08-28,DASHETH,0.6414,0.6828,0.6054,0.6556,301.24,193.67
2018-08-27,DASHETH,0.5147,0.6708,0.5108,0.6414,315.02,185.48
2018-08-26,DASHETH,0.5222,0.5246,0.5094,0.5147,119.21,61.7
2018-08-25,DASHETH,0.5159,0.5227,0.5078,0.5222,118.38,60.8
2018-08-24,DASHETH,0.5078,0.5214,0.501,0.5159,125.68,63.86
2018-08-23,DASHETH,0.5059,0.5138,0.4972,0.5078,133.45,67.76
2018-08-22,DASHETH,0.5056,0.5255,0.4982,0.5059,183.58,93.88
2018-08-21,DASHETH,0.5207,0.5246,0.5036,0.5056,132.26,67.86
2018-08-20,DASHETH,0.5161,0.5277,0.5078,0.5207,133.34,68.92
2018-08-19,DASHETH,0.5159,0.5324,0.5082,0.5161,204.78,105.89
2018-08-18,DASHETH,0.5286,0.542,0.5064,0.5159,176.89,92.91
2018-08-17,DASHETH,0.5278,0.5386,0.5135,0.5286,143.68,75.9
2018-08-16,DASHETH,0.5462,0.5487,0.5186,0.5278,141.81,75.78
2018-08-15,DASHETH,0.4958,0.5505,0.493,0.5462,211.2,111.18
2018-08-14,DASHETH,0.5067,0.5372,0.4953,0.4958,330.11,172.3
2018-08-13,DASHETH,0.5275,0.5371,0.5018,0.5067,607.91,316.94
2018-08-12,DASHETH,0.527,0.527,0.527,0.527,0.0,0.0
2018-08-11,DASHETH,0.5072,0.5336,0.5032,0.527,97.06,50.43
2018-08-10,DASHETH,0.5046,0.5236,0.4949,0.5072,671.84,343.56
2018-08-09,DASHETH,0.4861,0.5293,0.4851,0.5046,219.73,109.76
2018-08-08,DASHETH,0.4955,0.5246,0.4771,0.4861,359.51,179.63
2018-08-07,DASHETH,0.4918,0.521,0.4903,0.4955,159.74,79.74
2018-08-06,DASHETH,0.5057,0.5151,0.49,0.4918,119.69,60.26
2018-08-05,DASHETH,0.4971,0.5106,0.4944,0.5057,166.78,83.9
2018-08-04,DASHETH,0.5052,0.51,0.495,0.4971,112.14,56.45
2018-08-03,DASHETH,0.5123,0.5137,0.4973,0.5052,147.21,74.26
2018-08-02,DASHETH,0.5217,0.5235,0.5032,0.5123,115.14,58.86
2018-08-01,DASHETH,0.5028,0.5325,0.5018,0.5217,129.24,67.02
2018-07-31,DASHETH,0.5145,0.523,0.4944,0.5028,123.6,62.73
2018-07-30,DASHETH,0.5147,0.5215,0.5096,0.5145,119.43,61.45
2018-07-29,DASHETH,0.5141,0.5184,0.5108,0.5147,100.57,51.77
2018-07-28,DASHETH,0.5221,0.523,0.5124,0.5141,110.42,57.07
2018-07-27,DASHETH,0.5237,0.5453,0.5084,0.5221,127.24,66.53
2018-07-26,DASHETH,0.5213,0.5292,0.508,0.5237,142.28,73.66
2018-07-25,DASHETH,0.5272,0.5315,0.5079,0.5213,138.36,72.16
2018-07-24,DASHETH,0.5371,0.5388,0.515,0.5272,137.76,72.62
2018-07-23,DASHETH,0.5467,0.5563,0.5143,0.5371,164.69,87.63
2018-07-22,DASHETH,0.5546,0.5621,0.5375,0.5467,120.01,65.77
2018-07-21,DASHETH,0.542,0.5554,0.5164,0.5546,158.12,84.47
2018-07-20,DASHETH,0.5576,0.6089,0.5392,0.542,187.41,108.32
2018-07-19,DASHETH,0.5554,0.5723,0.5408,0.5576,210.34,117.29
2018-07-18,DASHETH,0.5202,0.5574,0.517,0.5554,311.46,165.06
2018-07-17,DASHETH,0.5132,0.525,0.5124,0.5202,2579.65,1353.52
2018-07-16,DASHETH,0.5152,0.525,0.5018,0.5132,918.47,480.42
2018-07-15,DASHETH,0.5126,0.5199,0.5047,0.5152,106.86,54.7
2018-07-14,DASHETH,0.504,0.5159,0.4983,0.5126,75.14,37.98
2018-07-13,DASHETH,0.4947,0.552,0.4914,0.504,228.18,118.04
2018-07-12,DASHETH,0.4905,0.4956,0.4825,0.4947,3279.05,1587.39
2018-07-11,DASHETH,0.5104,0.5107,0.4884,0.4905,108.94,54.25
2018-07-10,DASHETH,0.489,0.5129,0.4854,0.5104,116.99,58.33
2018-07-09,DASHETH,0.4999,0.5075,0.4832,0.489,146.29,72.14
2018-07-08,DASHETH,0.5076,0.5098,0.4915,0.4999,125.55,63.05
2018-07-07,DASHETH,0.5156,0.5211,0.5063,0.5076,110.67,56.82
2018-07-06,DASHETH,0.5156,0.5211,0.5032,0.5156,117.38,60.04
2018-07-05,DASHETH,0.5252,0.5338,0.5123,0.5156,126.19,66.11
2018-07-04,DASHETH,0.5208,0.531,0.5003,0.5252,137.3,71.41
2018-07-03,DASHETH,0.5256,0.5451,0.5197,0.5208,135.6,72.41
2018-07-02,DASHETH,0.5211,0.5431,0.5202,0.5256,138.73,73.8
2018-07-01,DASHETH,0.5261,0.5279,0.5109,0.5211,106.94,55.57
2018-06-30,DASHETH,0.5406,0.5447,0.5164,0.5261,117.78,62.79
2018-06-29,DASHETH,0.5207,0.5509,0.5155,0.5406,116.47,62.08
2018-06-28,DASHETH,0.5193,0.523,0.5048,0.5207,92.61,47.64
2018-06-27,DASHETH,0.5335,0.5357,0.5164,0.5193,117.94,62.04
2018-06-26,DASHETH,0.5233,0.5358,0.5201,0.5335,142.97,75.12
2018-06-25,DASHETH,0.5228,0.5358,0.5156,0.5233,124.5,65.4
2018-06-24,DASHETH,0.5122,0.5379,0.5095,0.5228,151.29,79.19
2018-06-23,DASHETH,0.5083,0.5293,0.5068,0.5122,117.44,60.71
2018-06-22,DASHETH,0.4949,0.5199,0.4928,0.5083,149.6,75.11
2018-06-21,DASHETH,0.4956,0.5015,0.49,0.4949,120.93,60.03
2018-06-20,DASHETH,0.4872,0.4985,0.4783,0.4956,159.2,77.54
2018-06-19,DASHETH,0.5125,0.5231,0.4826,0.4872,231.71,118.12
2018-06-18,DASHETH,0.5337,0.5342,0.5017,0.5125,109.52,56.38
2018-06-17,DASHETH,0.5363,0.5407,0.5252,0.5337,120.72,64.22
2018-06-16,DASHETH,0.5224,0.5367,0.514,0.5363,112.01,58.74
2018-06-15,DASHETH,0.5162,0.5423,0.5124,0.5224,120.97,63.18
2018-06-14,DASHETH,0.5142,0.5454,0.5094,0.5162,203.69,107.83
2018-06-13,DASHETH,0.5234,0.539,0.5139,0.5142,185.91,97.87
2018-06-12,DASHETH,0.5069,0.5404,0.5002,0.5234,118.32,61.38
2018-06-11,DASHETH,0.5148,0.529,0.4973,0.5069,129.9,66.22
2018-06-10,DASHETH,0.5009,0.5325,0.4942,0.5148,128.75,65.47
2018-06-09,DASHETH,0.5195,0.52,0.4869,0.5009,120.87,60.94
2018-06-08,DASHETH,0.5229,0.5246,0.5063,0.5195,116.85,60.34
2018-06-07,DASHETH,0.5193,0.5231,0.5129,0.5229,112.57,58.39
2018-06-06,DASHETH,0.5214,0.5262,0.5155,0.5193,108.36,56.43
2018-06-05,DASHETH,0.5363,0.539,0.514,0.5214,154.29,80.97
2018-06-04,DASHETH,0.534,0.5389,0.5265,0.5363,108.55,57.83
2018-06-03,DASHETH,0.5443,0.5511,0.5281,0.534,121.55,65.66
2018-06-02,DASHETH,0.5432,0.552,0.5359,0.5443,141.11,76.66
2018-06-01,DASHETH,0.528,0.5444,0.5186,0.5432,169.08,89.6
2018-05-31,DASHETH,0.5462,0.5484,0.5264,0.528,120.63,64.89
2018-05-30,DASHETH,0.5605,0.562,0.5359,0.5462,194.17,107.44
2018-05-29,DASHETH,0.5564,0.5792,0.5423,0.5605,123.8,68.63
2018-05-28,DASHETH,0.5504,0.5879,0.549,0.5564,185.28,105.59
2018-05-27,DASHETH,0.5475,0.5642,0.53,0.5504,114.01,62.76
2018-05-26,DASHETH,0.5788,0.5793,0.5463,0.5475,112.34,62.92
2018-05-25,DASHETH,0.5708,0.5879,0.5539,0.5788,163.19,92.79
2018-05-24,DASHETH,0.5872,0.5988,0.568,0.5708,169.22,98.24
2018-05-23,DASHETH,0.5559,0.5911,0.5484,0.5872,157.35,89.08
2018-05-22,DASHETH,0.5497,0.5602,0.538,0.5559,134.18,73.51
2018-05-21,DASHETH,0.563,0.5654,0.5486,0.5497,144.04,80.47
2018-05-20,DASHETH,0.553,0.5637,0.5424,0.563,134.01,74.03
2018-05-19,DASHETH,0.5698,0.5757,0.5477,0.553,335.54,188.15
2018-05-18,DASHETH,0.5774,0.5827,0.5552,0.5698,139.79,79.22
2018-05-17,DASHETH,0.5814,0.5932,0.5675,0.5774,113.98,66.16
2018-05-16,DASHETH,0.6076,0.6076,0.5778,0.5814,134.93,78.99
2018-05-15,DASHETH,0.5939,0.6204,0.5814,0.6076,143.6,86.07
2018-05-14,DASHETH,0.5695,0.6167,0.5509,0.5939,162.81,93.97
2018-05-13,DASHETH,0.591,0.5949,0.5623,0.5695,117.35,67.69
2018-05-12,DASHETH,0.5768,0.5986,0.5742,0.591,132.09,77.58
2018-05-11,DASHETH,0.5764,0.6114,0.5643,0.5768,161.38,93.71
2018-05-10,DASHETH,0.5903,0.6095,0.5758,0.5764,151.94,90.18
2018-05-09,DASHETH,0.5893,0.5967,0.571,0.5903,142.65,83.88
2018-05-08,DASHETH,0.6076,0.6206,0.5848,0.5893,149.79,90.48
2018-05-07,DASHETH,0.6136,0.6627,0.6051,0.6076,184.46,115.13
2018-05-06,DASHETH,0.6221,0.6357,0.6116,0.6136,129.15,80.34
2018-05-05,DASHETH,0.6187,0.6279,0.6023,0.6221,132.27,81.04
2018-05-04,DASHETH,0.6452,0.6528,0.6062,0.6187,158.95,99.44
2018-05-03,DASHETH,0.711,0.7112,0.6381,0.6452,127.87,85.52
2018-05-02,DASHETH,0.7099,0.7112,0.6832,0.711,76.81,53.39
2018-05-01,DASHETH,0.7056,0.75,0.6913,0.7099,79.52,56.83
2018-04-30,DASHETH,0.7235,0.7272,0.6886,0.7056,135.87,95.37
2018-04-29,DASHETH,0.7264,0.7295,0.7086,0.7235,106.53,76.46
2018-04-28,DASHETH,0.7307,0.7335,0.7156,0.7264,201.41,146.87
2018-04-27,DASHETH,0.7588,0.7676,0.7153,0.7307,80.33,58.82
