Created on 05-15-2020,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume ETH
2019-09-07,ETCETH,0.03939,0.03943,0.03706,0.03735,1865504.63,70709.41
2019-09-06,ETCETH,0.04053,0.0411,0.03921,0.03939,1835375.76,73285.55
2019-09-05,ETCETH,0.03868,0.0413,0.03851,0.04053,1890478.41,76258.99
2019-09-04,ETCETH,0.03802,0.0388,0.03772,0.03868,1485424.76,56797.99
2019-09-03,ETCETH,0.03759,0.03931,0.03734,0.03802,1819187.5,69040.53
2019-09-02,ETCETH,0.03652,0.03958,0.03626,0.03759,1909917.73,71665.9
2019-09-01,ETCETH,0.03651,0.03685,0.03611,0.03652,1731152.45,63095.42
2019-08-31,ETCETH,0.03737,0.038,0.03635,0.03651,1908590.38,71095.8
2019-08-30,ETCETH,0.03518,0.03843,0.03447,0.03737,2043836.05,75274.06
2019-08-29,ETCETH,0.03738,0.03768,0.03455,0.03518,2118940.02,76438.9
2019-08-28,ETCETH,0.03845,0.03878,0.03535,0.03738,2059117.6,76487.92
2019-08-27,ETCETH,0.0389,0.039,0.03805,0.03845,1893965.46,73016.73
2019-08-26,ETCETH,0.03818,0.0397,0.03723,0.0389,1989585.96,76341.06
2019-08-25,ETCETH,0.03591,0.03909,0.03591,0.03818,2041380.55,77225.75
2019-08-24,ETCETH,0.03676,0.03744,0.0358,0.03591,2037822.19,74785.97
2019-08-23,ETCETH,0.03789,0.03946,0.03521,0.03676,2287280.12,85401.55
2019-08-22,ETCETH,0.03283,0.03937,0.03245,0.03789,2490378.59,89595.62
2019-08-21,ETCETH,0.03071,0.03323,0.03047,0.03283,1969724.59,63511.34
2019-08-20,ETCETH,0.02741,0.03122,0.02735,0.03071,1992025.17,59023.26
2019-08-19,ETCETH,0.02866,0.02883,0.02728,0.02741,1709641.56,47857.73
2019-08-18,ETCETH,0.02943,0.02966,0.02853,0.02866,1716051.26,50007.38
2019-08-17,ETCETH,0.02987,0.03013,0.02932,0.02943,1824103.23,54187.9
2019-08-16,ETCETH,0.02998,0.03093,0.02959,0.02987,1829498.86,54841.24
2019-08-15,ETCETH,0.02996,0.03092,0.02973,0.02998,1864159.34,56405.0
2019-08-14,ETCETH,0.02829,0.03059,0.02829,0.02996,1897806.14,55342.87
2019-08-13,ETCETH,0.02739,0.02866,0.02739,0.02829,1735828.75,48363.53
2019-08-12,ETCETH,0.027,0.02781,0.02695,0.02739,1667542.95,45443.22
2019-08-11,ETCETH,0.02739,0.02771,0.02692,0.027,1812820.71,49560.52
2019-08-10,ETCETH,0.0276,0.0281,0.02714,0.02739,2088253.57,57577.9
2019-08-09,ETCETH,0.02712,0.028,0.02688,0.0276,2013403.89,55329.5
2019-08-08,ETCETH,0.0261,0.02781,0.02607,0.02712,2009192.54,53942.55
2019-08-07,ETCETH,0.02593,0.02647,0.02585,0.0261,1999856.7,52246.77
2019-08-06,ETCETH,0.02649,0.02685,0.02585,0.02593,2059892.29,54336.11
2019-08-05,ETCETH,0.02745,0.02752,0.02641,0.02649,1979793.96,53378.93
2019-08-04,ETCETH,0.02647,0.02779,0.02641,0.02745,1787535.28,48457.29
2019-08-03,ETCETH,0.02703,0.02709,0.02632,0.02647,1687571.79,44731.09
2019-08-02,ETCETH,0.02747,0.02755,0.0268,0.02703,1783318.8,48338.45
2019-08-01,ETCETH,0.02771,0.02819,0.0274,0.02747,1765919.33,48810.48
2019-07-31,ETCETH,0.02828,0.02829,0.02722,0.02771,1827182.18,51039.1
2019-07-30,ETCETH,0.02812,0.02862,0.02777,0.02828,1759986.77,49613.88
2019-07-29,ETCETH,0.02791,0.0286,0.02783,0.02812,1841184.97,51952.3
2019-07-28,ETCETH,0.02863,0.02893,0.02781,0.02791,1762518.28,50154.78
2019-07-27,ETCETH,0.02833,0.02875,0.02782,0.02863,1767289.87,49868.74
2019-07-26,ETCETH,0.02742,0.02857,0.02735,0.02833,1682141.95,47165.82
2019-07-25,ETCETH,0.02814,0.02823,0.02731,0.02742,1836192.59,50724.0
2019-07-24,ETCETH,0.02835,0.02929,0.02778,0.02814,1934636.56,55083.92
2019-07-23,ETCETH,0.02927,0.0293,0.02799,0.02835,1667673.47,47734.97
2019-07-22,ETCETH,0.02776,0.02965,0.02762,0.02927,1776818.47,51145.04
2019-07-21,ETCETH,0.02694,0.02833,0.02686,0.02776,1796078.35,49339.93
2019-07-20,ETCETH,0.02649,0.02723,0.02632,0.02694,1900985.34,51102.17
2019-07-19,ETCETH,0.02677,0.02699,0.02592,0.02649,2040600.85,54051.13
2019-07-18,ETCETH,0.02702,0.02726,0.02641,0.02677,873655.56,23471.75
2019-07-17,ETCETH,0.02681,0.02742,0.02658,0.02702,2210748.44,59846.99
2019-07-16,ETCETH,0.02522,0.02761,0.025,0.02681,2268145.4,59585.15
2019-07-15,ETCETH,0.02497,0.02581,0.02393,0.02522,2139711.99,52765.82
2019-07-14,ETCETH,0.02451,0.0252,0.02367,0.02497,1940243.97,47816.73
2019-07-13,ETCETH,0.02461,0.02475,0.02413,0.02451,786145.79,19329.26
2019-07-12,ETCETH,0.02468,0.02494,0.02429,0.02461,1863574.63,45853.06
2019-07-11,ETCETH,0.02515,0.02534,0.02315,0.02468,1990819.28,48793.08
