Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MON,Volume AJPY
2019-05-01,MONAJPY,121,123.6,115.5,120,30338.0,3648323.1
2019-04-30,MONAJPY,112.1,128.8,112.1,121,104163.0,12775200.2
2019-04-29,MONAJPY,120,124,111.5,112.1,46416.0,5440287.2
2019-04-28,MONAJPY,103.2,122,103.2,120,89868.0,10216453.3
2019-04-27,MONAJPY,104.9,106.8,99,103.3,59998.0,6176565.2
2019-04-26,MONAJPY,107.2,113,100,104.9,71213.0,7584262.9
2019-04-25,MONAJPY,114,115.5,106.1,107.2,48111.0,5310571.2
2019-04-24,MONAJPY,124,127,104.7,114,100252.0,11481018.4
2019-04-23,MONAJPY,134,144,116,124,192768.0,24298681.1
2019-04-22,MONAJPY,134,134,134,134,0.0,0.0
2019-04-21,MONAJPY,134,134,134,134,0.0,0.0
2019-04-20,MONAJPY,134,134,134,134,0.0,0.0
2019-04-19,MONAJPY,134,134,134,134,0.0,0.0
2019-04-18,MONAJPY,134,134,134,134,0.0,0.0
2019-04-17,MONAJPY,134,134,134,134,0.0,0.0
2019-04-16,MONAJPY,134,134,134,134,0.0,0.0
2019-04-15,MONAJPY,134,134,134,134,0.0,0.0
2019-04-14,MONAJPY,134,134,134,134,0.0,0.0
2019-04-13,MONAJPY,134,134,134,134,0.0,0.0
2019-04-12,MONAJPY,134,134,134,134,0.0,0.0
2019-04-11,MONAJPY,134,134,134,134,0.0,0.0
2019-04-10,MONAJPY,134,134,134,134,0.0,0.0
2019-04-09,MONAJPY,134,134,134,134,0.0,0.0
2019-04-08,MONAJPY,134,134,134,134,0.0,0.0
2019-04-07,MONAJPY,134,134,134,134,0.0,0.0
2019-04-06,MONAJPY,134,134,134,134,0.0,0.0
2019-04-05,MONAJPY,134,134,134,134,0.0,0.0
2019-04-04,MONAJPY,134,134,134,134,0.0,0.0
2019-04-03,MONAJPY,134,134,134,134,0.0,0.0
2019-04-02,MONAJPY,134,134,134,134,0.0,0.0
2019-04-01,MONAJPY,134,134,134,134,0.0,0.0
2019-03-31,MONAJPY,134,134,134,134,0.0,0.0
2019-03-30,MONAJPY,134,134,134,134,0.0,0.0
2019-03-29,MONAJPY,134,134,134,134,0.0,0.0
2019-03-28,MONAJPY,134,134,134,134,0.0,0.0
2019-03-27,MONAJPY,134,134,134,134,0.0,0.0
2019-03-26,MONAJPY,134,134,134,134,0.0,0.0
2019-03-25,MONAJPY,134,134,134,134,0.0,0.0
2019-03-24,MONAJPY,134,134,134,134,0.0,0.0
2019-03-23,MONAJPY,134,134,134,134,0.0,0.0
2019-03-22,MONAJPY,134,134,134,134,0.0,0.0
2019-03-21,MONAJPY,134,134,134,134,0.0,0.0
2019-03-20,MONAJPY,134,134,134,134,0.0,0.0
2019-03-19,MONAJPY,134,134,134,134,0.0,0.0
2019-03-18,MONAJPY,134,134,134,134,0.0,0.0
2019-03-17,MONAJPY,134,134,134,134,0.0,0.0
2019-03-16,MONAJPY,134,134,134,134,0.0,0.0
2019-03-15,MONAJPY,134,134,134,134,0.0,0.0
2019-03-14,MONAJPY,134,134,134,134,0.0,0.0
2019-03-13,MONAJPY,134,134,134,134,0.0,0.0
2019-03-12,MONAJPY,134,134,134,134,0.0,0.0
2019-03-11,MONAJPY,134,134,134,134,0.0,0.0
2019-03-10,MONAJPY,134,134,134,134,0.0,0.0
2019-03-09,MONAJPY,134,134,134,134,0.0,0.0
2019-03-08,MONAJPY,134,134,134,134,0.0,0.0
2019-03-07,MONAJPY,134,134,134,134,0.0,0.0
2019-03-06,MONAJPY,134,134,134,134,0.0,0.0
2019-03-05,MONAJPY,134,134,134,134,0.0,0.0
2019-03-04,MONAJPY,134,134,134,134,0.0,0.0
2019-03-03,MONAJPY,134,134,134,134,0.0,0.0
2019-03-02,MONAJPY,134,134,134,134,0.0,0.0
2019-03-01,MONAJPY,134,134,134,134,0.0,0.0
2019-02-28,MONAJPY,134,134,134,134,0.0,0.0
2019-02-27,MONAJPY,134,134,134,134,0.0,0.0
2019-02-26,MONAJPY,134,134,134,134,0.0,0.0
2019-02-25,MONAJPY,134,134,134,134,0.0,0.0
2019-02-24,MONAJPY,134,134,134,134,0.0,0.0
2019-02-23,MONAJPY,134,134,134,134,0.0,0.0
2019-02-22,MONAJPY,134,134,134,134,0.0,0.0
2019-02-21,MONAJPY,134,134,134,134,0.0,0.0
2019-02-20,MONAJPY,134,134,134,134,0.0,0.0
2019-02-19,MONAJPY,134,134,134,134,0.0,0.0
2019-02-18,MONAJPY,134,134,134,134,0.0,0.0
2019-02-17,MONAJPY,134,134,134,134,0.0,0.0
2019-02-16,MONAJPY,134,134,134,134,0.0,0.0
2019-02-15,MONAJPY,134,134,134,134,0.0,0.0
2019-02-14,MONAJPY,134,134,134,134,0.0,0.0
2019-02-13,MONAJPY,134,134,134,134,0.0,0.0
2019-02-12,MONAJPY,134,134,134,134,0.0,0.0
2019-02-11,MONAJPY,134,134,134,134,0.0,0.0
2019-02-10,MONAJPY,134,134,134,134,0.0,0.0
2019-02-09,MONAJPY,134,134,134,134,0.0,0.0
2019-02-08,MONAJPY,134,134,134,134,0.0,0.0
2019-02-07,MONAJPY,134,134,134,134,0.0,0.0
2019-02-06,MONAJPY,134,134,134,134,0.0,0.0
2019-02-05,MONAJPY,134,134,134,134,0.0,0.0
2019-02-04,MONAJPY,134,134,134,134,0.0,0.0
2019-02-03,MONAJPY,134,134,134,134,0.0,0.0
2019-02-02,MONAJPY,134,134,134,134,0.0,0.0
2019-02-01,MONAJPY,134,134,134,134,0.0,0.0
2019-01-31,MONAJPY,134,134,134,134,0.0,0.0
2019-01-30,MONAJPY,134,134,134,134,0.0,0.0
2019-01-29,MONAJPY,134,134,134,134,0.0,0.0
2019-01-28,MONAJPY,134,134,134,134,0.0,0.0
2019-01-27,MONAJPY,134,134,134,134,0.0,0.0
2019-01-26,MONAJPY,134,134,134,134,0.0,0.0
2019-01-25,MONAJPY,134,134,134,134,0.0,0.0
2019-01-24,MONAJPY,134,134,134,134,0.0,0.0
2019-01-23,MONAJPY,134,134,134,134,0.0,0.0
2019-01-22,MONAJPY,134,134,134,134,0.0,0.0
2019-01-21,MONAJPY,134,134,134,134,0.0,0.0
2019-01-20,MONAJPY,134,134,134,134,0.0,0.0
2019-01-19,MONAJPY,134,134,134,134,0.0,0.0
2019-01-18,MONAJPY,134,134,134,134,0.0,0.0
2019-01-17,MONAJPY,134,134,134,134,0.0,0.0
2019-01-16,MONAJPY,134,134,134,134,0.0,0.0
2019-01-15,MONAJPY,134,134,134,134,0.0,0.0
2019-01-14,MONAJPY,134,134,134,134,0.0,0.0
2019-01-13,MONAJPY,134,134,134,134,0.0,0.0
2019-01-12,MONAJPY,134,134,134,134,0.0,0.0
2019-01-11,MONAJPY,134,134,134,134,0.0,0.0
2019-01-10,MONAJPY,134,134,134,134,0.0,0.0
2019-01-09,MONAJPY,134,134,134,134,0.0,0.0
2019-01-08,MONAJPY,134,134,134,134,0.0,0.0
2019-01-07,MONAJPY,134,134,134,134,0.0,0.0
2019-01-06,MONAJPY,134,134,134,134,0.0,0.0
2019-01-05,MONAJPY,134,134,134,134,0.0,0.0
2019-01-04,MONAJPY,134,134,134,134,0.0,0.0
2019-01-03,MONAJPY,134,134,134,134,0.0,0.0
2019-01-02,MONAJPY,134,134,134,134,0.0,0.0
2019-01-01,MONAJPY,134,134,134,134,0.0,0.0
2018-12-31,MONAJPY,134,134,134,134,0.0,0.0
2018-12-30,MONAJPY,134,134,134,134,0.0,0.0
2018-12-29,MONAJPY,134,134,134,134,0.0,0.0
2018-12-28,MONAJPY,134,134,134,134,0.0,0.0
2018-12-27,MONAJPY,134,134,134,134,0.0,0.0
2018-12-26,MONAJPY,134,134,134,134,0.0,0.0
2018-12-25,MONAJPY,134,134,134,134,0.0,0.0
2018-12-24,MONAJPY,134,134,134,134,0.0,0.0
2018-12-23,MONAJPY,134,134,134,134,0.0,0.0
2018-12-22,MONAJPY,134,134,134,134,0.0,0.0
2018-12-21,MONAJPY,134,134,134,134,0.0,0.0
2018-12-20,MONAJPY,134,134,134,134,0.0,0.0
2018-12-19,MONAJPY,134,134,134,134,0.0,0.0
2018-12-18,MONAJPY,134,134,134,134,0.0,0.0
2018-12-17,MONAJPY,134,134,134,134,0.0,0.0
2018-12-16,MONAJPY,134,134,134,134,0.0,0.0
2018-12-15,MONAJPY,134,134,134,134,0.0,0.0
2018-12-14,MONAJPY,134,134,134,134,0.0,0.0
2018-12-13,MONAJPY,134,134,134,134,0.0,0.0
2018-12-12,MONAJPY,134,134,134,134,0.0,0.0
2018-12-11,MONAJPY,134,134,134,134,0.0,0.0
2018-12-10,MONAJPY,134,134,134,134,0.0,0.0
2018-12-09,MONAJPY,134,134,134,134,0.0,0.0
2018-12-08,MONAJPY,134,134,134,134,0.0,0.0
2018-12-07,MONAJPY,134,134,134,134,0.0,0.0
2018-12-06,MONAJPY,134,134,134,134,0.0,0.0
2018-12-05,MONAJPY,134,134,134,134,0.0,0.0
2018-12-04,MONAJPY,134,134,134,134,0.0,0.0
2018-12-03,MONAJPY,134,134,134,134,0.0,0.0
2018-12-02,MONAJPY,134,134,134,134,0.0,0.0
2018-12-01,MONAJPY,134,134,134,134,0.0,0.0
2018-11-30,MONAJPY,134,134,134,134,0.0,0.0
2018-11-29,MONAJPY,134,134,134,134,0.0,0.0
2018-11-28,MONAJPY,134,134,134,134,0.0,0.0
2018-11-27,MONAJPY,134,134,134,134,0.0,0.0
2018-11-26,MONAJPY,134,134,134,134,0.0,0.0
2018-11-25,MONAJPY,134,134,134,134,0.0,0.0
2018-11-24,MONAJPY,134,134,134,134,0.0,0.0
2018-11-23,MONAJPY,134,134,134,134,0.0,0.0
2018-11-22,MONAJPY,134,134,134,134,0.0,0.0
2018-11-21,MONAJPY,134,134,134,134,0.0,0.0
2018-11-20,MONAJPY,134,134,134,134,0.0,0.0
2018-11-19,MONAJPY,134,134,134,134,0.0,0.0
2018-11-18,MONAJPY,134,134,134,134,0.0,0.0
2018-11-17,MONAJPY,134,134,134,134,0.0,0.0
2018-11-16,MONAJPY,134,134,134,134,0.0,0.0
2018-11-15,MONAJPY,134,134,134,134,0.0,0.0
2018-11-14,MONAJPY,134,134,134,134,0.0,0.0
2018-11-13,MONAJPY,134,134,134,134,0.0,0.0
2018-11-12,MONAJPY,134,134,134,134,0.0,0.0
2018-11-11,MONAJPY,134,134,134,134,0.0,0.0
2018-11-10,MONAJPY,134,134,134,134,0.0,0.0
2018-11-09,MONAJPY,134,134,134,134,0.0,0.0
2018-11-08,MONAJPY,134,134,134,134,0.0,0.0
2018-11-07,MONAJPY,134,134,134,134,0.0,0.0
2018-11-06,MONAJPY,134,134,134,134,0.0,0.0
2018-11-05,MONAJPY,134,134,134,134,0.0,0.0
2018-11-04,MONAJPY,134,134,134,134,0.0,0.0
2018-11-03,MONAJPY,134,134,134,134,0.0,0.0
2018-11-02,MONAJPY,134,134,134,134,0.0,0.0
2018-11-01,MONAJPY,134,134,134,134,0.0,0.0
2018-10-31,MONAJPY,134,134,134,134,0.0,0.0
2018-10-30,MONAJPY,134,134,134,134,0.0,0.0
2018-10-29,MONAJPY,134,134,134,134,0.0,0.0
2018-10-28,MONAJPY,134,134,134,134,0.0,0.0
2018-10-27,MONAJPY,134,134,134,134,0.0,0.0
2018-10-26,MONAJPY,134,134,134,134,0.0,0.0
2018-10-25,MONAJPY,134,134,134,134,0.0,0.0
2018-10-24,MONAJPY,134,134,134,134,0.0,0.0
2018-10-23,MONAJPY,134,134,134,134,0.0,0.0
2018-10-22,MONAJPY,134,134,134,134,0.0,0.0
2018-10-21,MONAJPY,134,134,134,134,0.0,0.0
2018-10-20,MONAJPY,134,134,134,134,0.0,0.0
2018-10-19,MONAJPY,134,134,134,134,0.0,0.0
2018-10-18,MONAJPY,134,134,134,134,0.0,0.0
2018-10-17,MONAJPY,134,134,134,134,0.0,0.0
2018-10-16,MONAJPY,134,134,134,134,0.0,0.0
2018-10-15,MONAJPY,134,134,134,134,0.0,0.0
2018-10-14,MONAJPY,134,134,134,134,0.0,0.0
2018-10-13,MONAJPY,134,134,134,134,0.0,0.0
2018-10-12,MONAJPY,134,134,134,134,0.0,0.0
2018-10-11,MONAJPY,131,134,131,134,880.0,117920.0
2018-10-10,MONAJPY,130.4,134.9,128,131,47006.0,6169482.8
2018-10-09,MONAJPY,128.5,131.5,126.5,130.4,112742.0,14549189.3
2018-10-08,MONAJPY,122.9,132.4,120.5,128.5,119899.0,15329748.7
2018-10-07,MONAJPY,123.7,127,114,122.9,167023.0,19783045.0
2018-10-06,MONAJPY,135,136.6,112.3,123.7,219423.0,27215331.2
2018-10-05,MONAJPY,141,141.8,130,135,115511.0,15873897.8
2018-10-04,MONAJPY,148.8,149,136.1,141,137754.0,19503462.2
2018-10-03,MONAJPY,148.7,152,143,148.8,52880.0,7852304.1
2018-10-02,MONAJPY,150.4,160,147.7,148.7,81747.0,12394438.8
2018-10-01,MONAJPY,149.5,151.3,147.1,150.4,54898.0,8203778.8
2018-09-30,MONAJPY,149.6,151.7,147,149.5,33927.0,5056147.6
2018-09-29,MONAJPY,150.9,151.3,146.5,149.6,37329.0,5535701.5
2018-09-28,MONAJPY,149.8,153.7,146.4,150.9,86337.0,12942712.0
2018-09-27,MONAJPY,149.7,153.1,141.4,149.8,140143.0,20582767.5
2018-09-26,MONAJPY,148,155,141.8,149.7,191828.0,28482513.5
2018-09-25,MONAJPY,140.1,152.9,126,148,402399.0,55714218.6
2018-09-24,MONAJPY,150,157.6,134.1,140.1,138860.0,19881616.2
2018-09-23,MONAJPY,144,159.9,141.9,150,163958.0,24707387.6
2018-09-22,MONAJPY,174.5,194,140,144,640749.0,105564773.4
2018-09-21,MONAJPY,102,195.1,101,174.5,1467112.0,227004703.4
2018-09-20,MONAJPY,97,102.6,94.1,102,209699.0,20613704.7
2018-09-19,MONAJPY,106,109.4,86.3,97,330588.0,32137011.0
2018-09-18,MONAJPY,106.6,109.9,101,106,108490.0,11520681.0
2018-09-17,MONAJPY,107.4,112.6,104.1,106.6,148687.0,16073617.4
2018-09-16,MONAJPY,107.7,109.5,106.8,107.4,38672.0,4176466.7
2018-09-15,MONAJPY,107.9,108.8,106.2,107.7,62846.0,6762404.6
2018-09-14,MONAJPY,109.8,112,105,107.9,119917.0,12996085.1
2018-09-13,MONAJPY,108,111.2,104.4,109.8,127419.0,13825968.1
2018-09-12,MONAJPY,110.7,115,101.1,108,244220.0,25768414.5
2018-09-11,MONAJPY,109.8,126,105.9,110.7,244583.0,27981865.1
2018-09-10,MONAJPY,114.5,118,106.2,109.8,101028.0,11381469.5
2018-09-09,MONAJPY,118.3,126.8,105,114.5,252742.0,29061027.9
2018-09-08,MONAJPY,127.5,130,115.9,118.3,161788.0,19938068.6
2018-09-07,MONAJPY,133.1,135.6,125,127.5,101681.0,13265456.0
2018-09-06,MONAJPY,123.1,139.6,120.7,133.1,152023.0,19771503.8
2018-09-05,MONAJPY,154.7,156.4,123,123.1,188885.0,26636332.7
2018-09-04,MONAJPY,154.1,157.7,153,154.7,54127.0,8385386.3
2018-09-03,MONAJPY,151.7,157.5,150.1,154.1,115864.0,17889721.8
2018-09-02,MONAJPY,164.2,164.7,149,151.7,196850.0,30708888.1
2018-09-01,MONAJPY,163.5,167.5,155,164.2,102064.0,16682323.2
2018-08-31,MONAJPY,167.2,169.9,160,163.5,29287.0,4808623.3
2018-08-30,MONAJPY,171.5,172.9,165,167.2,37139.0,6242281.1
2018-08-29,MONAJPY,173.7,174.4,170,171.5,46787.0,8068217.6
2018-08-28,MONAJPY,174,175.2,171,173.7,39993.0,6931139.5
2018-08-27,MONAJPY,173.7,175.5,164.6,174,59963.0,10273503.9
2018-08-26,MONAJPY,174.9,176,171.1,173.7,20766.0,3595118.1
2018-08-25,MONAJPY,175.7,177.9,172.5,174.9,26584.0,4647564.6
2018-08-24,MONAJPY,174.9,176,171.1,175.7,29989.0,5217215.2
2018-08-23,MONAJPY,171.5,175,171.2,174.9,17968.0,3113556.8
2018-08-22,MONAJPY,173.6,180,171,171.5,48807.0,8571617.1
2018-08-21,MONAJPY,170.5,177,170.5,173.6,27221.0,4738045.0
2018-08-20,MONAJPY,179,183.7,170.5,170.5,39433.0,6969219.4
2018-08-19,MONAJPY,178.9,182.4,174.1,179,46063.0,8152017.5
2018-08-18,MONAJPY,186.4,189,173.1,178.9,61467.0,11040707.6
2018-08-17,MONAJPY,172.6,189.8,172.6,186.4,93775.0,16786933.3
2018-08-16,MONAJPY,172.1,177,169,172.6,69074.0,11919940.9
2018-08-15,MONAJPY,175.4,189.7,170,172.1,117327.0,20941008.5
2018-08-14,MONAJPY,189.7,190.4,165.2,175.4,129912.0,22573135.6
2018-08-13,MONAJPY,195.3,196.1,185.2,189.7,54699.0,10479515.8
2018-08-12,MONAJPY,193.5,198.4,187.1,195.3,61634.0,11941569.7
2018-08-11,MONAJPY,191.6,200,172.2,193.5,140813.0,25820475.7
2018-08-10,MONAJPY,216.1,221.5,186.3,191.6,145067.0,29834977.7
2018-08-09,MONAJPY,164,238,162,216.1,424028.0,85859776.2
2018-08-08,MONAJPY,198.1,199.9,155.2,164,113203.0,20918141.9
2018-08-07,MONAJPY,204,210.9,198,198.1,56225.0,11484535.3
2018-08-06,MONAJPY,207.1,223.3,201,204,76565.0,16209511.3
2018-08-05,MONAJPY,210.3,214.7,199.3,207.1,75648.0,15481020.3
2018-08-04,MONAJPY,216.1,220.8,208.8,210.3,43653.0,9341779.0
2018-08-03,MONAJPY,220,223.9,210,216.1,59812.0,13073990.9
2018-08-02,MONAJPY,225,231.3,220,220,39220.0,8836350.9
2018-08-01,MONAJPY,229.9,236.8,222.9,225,50070.0,11317283.1
2018-07-31,MONAJPY,240,242,225,229.9,67222.0,15635434.0
2018-07-30,MONAJPY,246,246,235,240,29613.0,7131681.4
2018-07-29,MONAJPY,241.8,246.1,240.9,246,30503.0,7437517.2
2018-07-28,MONAJPY,244.3,244.6,239,241.8,26214.0,6343332.3
2018-07-27,MONAJPY,244.8,246.4,235.8,244.3,46485.0,11274069.1
2018-07-26,MONAJPY,246.2,248.1,242,244.8,37119.0,9139847.6
2018-07-25,MONAJPY,247.4,253.6,245.1,246.2,55502.0,13808175.7
2018-07-24,MONAJPY,247.6,251.9,242.1,247.4,88646.0,21876071.8
2018-07-23,MONAJPY,243.1,252.1,242.4,247.6,55967.0,13872384.5
2018-07-22,MONAJPY,246.3,248,242.1,243.1,37364.0,9190181.8
2018-07-21,MONAJPY,246.9,250.5,241.4,246.3,50573.0,12432898.2
2018-07-20,MONAJPY,262.8,263.9,245.5,246.9,66418.0,16860149.1
2018-07-19,MONAJPY,262.7,267.5,257.1,262.8,42731.0,11217900.6
2018-07-18,MONAJPY,260.8,277,259.3,262.7,134371.0,36019458.2
2018-07-17,MONAJPY,255.9,265.2,244.8,260.8,115869.0,29505024.8
2018-07-16,MONAJPY,244.5,255.9,242,255.9,72619.0,17963350.6
2018-07-15,MONAJPY,239.3,249.9,236,244.5,63079.0,15331876.8
2018-07-14,MONAJPY,232.9,239.6,230.1,239.3,37657.0,8843395.8
2018-07-13,MONAJPY,227.8,239.8,226.6,232.9,65797.0,15338102.7
2018-07-12,MONAJPY,236.5,238.5,222.5,227.8,51807.0,11957874.3
2018-07-11,MONAJPY,233,240.4,232.7,236.5,54086.0,12764895.1
2018-07-10,MONAJPY,250.6,256,231,233,65456.0,15775122.9
2018-07-09,MONAJPY,258.7,259.5,250,250.6,43111.0,10954723.3
2018-07-08,MONAJPY,260.4,263,256.1,258.7,46866.0,12162514.8
2018-07-07,MONAJPY,262.5,263.2,251.1,260.4,39838.0,10255268.7
2018-07-06,MONAJPY,263.9,271,251.4,262.5,76513.0,19859120.1
2018-07-05,MONAJPY,271,277.9,260,263.9,65459.0,17687317.5
2018-07-04,MONAJPY,269.6,283.3,257,271,127363.0,34465242.8
2018-07-03,MONAJPY,253.2,294,251,269.6,208948.0,56951968.6
2018-07-02,MONAJPY,236,269.9,231.1,253.2,111983.0,27485010.6
2018-07-01,MONAJPY,236,239,225.9,236,48289.0,11223007.2
2018-06-30,MONAJPY,226.1,249,225,236,141944.0,33817978.7
2018-06-29,MONAJPY,221.5,238.3,211,226.1,94945.0,20763482.1
2018-06-28,MONAJPY,231.3,235.2,221.1,221.5,57385.0,13117190.0
2018-06-27,MONAJPY,237.7,239.9,225,231.3,57852.0,13532993.6
2018-06-26,MONAJPY,238.3,249,235,237.7,68026.0,16449708.9
2018-06-25,MONAJPY,232.8,248.8,231.1,238.3,77416.0,18533954.8
2018-06-24,MONAJPY,252,255,222,232.8,143338.0,33804062.1
2018-06-23,MONAJPY,264,268.2,250,252,47881.0,12308177.0
2018-06-22,MONAJPY,291.2,292.6,256.2,264,106542.0,29016036.7
2018-06-21,MONAJPY,295.6,298.9,290,291.2,29542.0,8688029.7
2018-06-20,MONAJPY,297.3,300,292.1,295.6,29796.0,8784596.7
2018-06-19,MONAJPY,294.5,300,291,297.3,47586.0,14000726.8
2018-06-18,MONAJPY,298,302,290,294.5,49239.0,14439807.1
2018-06-17,MONAJPY,298,304.7,291.5,298,30846.0,9199543.9
2018-06-16,MONAJPY,297,304.2,294,298,31462.0,9408973.6
2018-06-15,MONAJPY,311,311.5,295.7,297,39273.0,11977555.7
2018-06-14,MONAJPY,290.9,312.8,288.6,311,70634.0,21430650.4
2018-06-13,MONAJPY,324.8,324.9,288,290.9,100670.0,30595607.2
2018-06-12,MONAJPY,329.5,339.6,319,324.8,40804.0,13373487.1
2018-06-11,MONAJPY,324.6,339.8,315,329.5,67630.0,22229686.2
2018-06-10,MONAJPY,359.1,360.8,316,324.6,91449.0,31121496.8
2018-06-09,MONAJPY,361,364.9,359.1,359.1,22055.0,7970670.4
2018-06-08,MONAJPY,366,366.7,360.3,361,19772.0,7165338.7
2018-06-07,MONAJPY,363.9,368.5,362.6,366,42810.0,15642488.7
2018-06-06,MONAJPY,366.5,368.8,362,363.9,37916.0,13849579.7
2018-06-05,MONAJPY,364.2,370,361.1,366.5,45295.0,16507229.9
2018-06-04,MONAJPY,373.9,384,363.3,364.2,75270.0,28022788.1
2018-06-03,MONAJPY,369.6,378.3,369.6,373.9,51731.0,19355667.1
2018-06-02,MONAJPY,368.8,375.2,367.3,369.6,46969.0,17426221.2
2018-06-01,MONAJPY,370,370,365,368.8,32518.0,11966559.0
2018-05-31,MONAJPY,363.7,370.9,361,370,65460.0,23968284.3
2018-05-30,MONAJPY,369.9,374.5,360.1,363.7,87150.0,32153378.6
2018-05-29,MONAJPY,377.5,385,366.2,369.9,78084.0,29023135.3
2018-05-28,MONAJPY,373.1,389.7,371,377.5,82670.0,31383238.7
2018-05-27,MONAJPY,372.4,376,368,373.1,40327.0,15004724.8
2018-05-26,MONAJPY,369.1,377,366.9,372.4,33723.0,12573075.9
2018-05-25,MONAJPY,375.2,383.4,366.1,369.1,104150.0,38963527.8
2018-05-24,MONAJPY,372.1,387.8,363.5,375.2,69181.0,25825165.8
2018-05-23,MONAJPY,377.2,399.9,363.5,372.1,107871.0,40806448.1
2018-05-22,MONAJPY,396.9,399,375.5,377.2,45359.0,17576902.8
2018-05-21,MONAJPY,406,408.6,390,396.9,44649.0,17920699.6
2018-05-20,MONAJPY,400,410,395,406,72075.0,29007728.8
2018-05-19,MONAJPY,412,417.6,396,400,94987.0,38889366.8
2018-05-18,MONAJPY,370.1,440,370.1,412,291965.0,117069532.8
2018-05-17,MONAJPY,417.5,423.6,365.2,370.1,207677.0,81595284.8
2018-05-16,MONAJPY,440.5,445,403.3,417.5,91276.0,38452883.0
2018-05-15,MONAJPY,450,457.9,440.5,440.5,67844.0,30462849.2
2018-05-14,MONAJPY,465.8,472,436.5,450,112827.0,51068789.2
2018-05-13,MONAJPY,438,475,430.6,465.8,73618.0,33016151.6
2018-05-12,MONAJPY,421.3,458,415.4,438,113141.0,49256113.9
2018-05-11,MONAJPY,472.1,482,410.2,421.3,178012.0,79534918.3
2018-05-10,MONAJPY,498.2,504,470,472.1,94013.0,45913801.9
2018-05-09,MONAJPY,493.8,510,468.6,498.2,113067.0,55631555.0
2018-05-08,MONAJPY,497.7,544,488,493.8,205318.0,105648093.5
2018-05-07,MONAJPY,540,544,477,497.7,237582.0,117701968.7
2018-05-06,MONAJPY,566,567.9,524,540,135461.0,73989462.3
2018-05-05,MONAJPY,561.1,572,560,566,112376.0,63550336.0
2018-05-04,MONAJPY,575.4,576.5,560,561.1,74057.0,41875730.1
2018-05-03,MONAJPY,568.1,578,562,575.4,127484.0,72735613.4
2018-05-02,MONAJPY,556.1,579.9,553,568.1,159272.0,90314074.7
2018-05-01,MONAJPY,574.8,579.2,535,556.1,157671.0,86583593.5
2018-04-30,MONAJPY,586,598,563,574.8,162644.0,93662711.9
2018-04-29,MONAJPY,595,603,550,586,205170.0,118459549.9
2018-04-28,MONAJPY,611.3,615.7,565,595,308232.0,183247321.9
2018-04-27,MONAJPY,554.5,649.3,554.5,611.3,752341.0,463820108.6
2018-04-26,MONAJPY,473.4,588,470.9,554.5,782689.0,423300902.1
2018-04-25,MONAJPY,497,510,433.7,473.4,451587.0,215920953.7
2018-04-24,MONAJPY,439.5,497,437.9,497,169959.0,77577404.2
2018-04-23,MONAJPY,430,441.3,430,439.5,63796.0,27864978.6
2018-04-22,MONAJPY,428.6,444,425.1,430,60531.0,26266879.5
2018-04-21,MONAJPY,452.2,454.3,408,428.6,173069.0,75032730.3
2018-04-20,MONAJPY,436.6,468,417.2,452.2,201872.0,88735052.2
2018-04-19,MONAJPY,404.8,441.2,396.6,436.6,244846.0,102392638.0
2018-04-18,MONAJPY,374,404.9,372.5,404.8,91833.0,35964100.6
2018-04-17,MONAJPY,383.9,390,360.6,374,72873.0,27424056.7
2018-04-16,MONAJPY,406,408.9,378,383.9,80830.0,31605232.9
2018-04-15,MONAJPY,387.7,408.2,384.4,406,97108.0,38314152.8
2018-04-14,MONAJPY,382.6,392.4,380,387.7,57851.0,22338699.8
2018-04-13,MONAJPY,397.8,430,375.5,382.6,182186.0,72069266.8
2018-04-12,MONAJPY,358.3,397.9,348,397.8,98589.0,36342297.8
2018-04-11,MONAJPY,350.6,359.8,350,358.3,38136.0,13522925.0
2018-04-10,MONAJPY,348.8,354.4,341,350.6,41366.0,14419552.8
2018-04-09,MONAJPY,352.5,364.9,340.5,348.8,88400.0,31131960.0
2018-04-08,MONAJPY,352.6,354.5,348.5,352.5,66043.0,23190778.4
2018-04-07,MONAJPY,348,354,346,352.6,55548.0,19463907.2
2018-04-06,MONAJPY,350.5,360,344,348,59762.0,20962379.5
2018-04-05,MONAJPY,341,361.9,333.5,350.5,84487.0,29255869.1
2018-04-04,MONAJPY,381.9,386.8,331,341,138628.0,48922344.9
2018-04-03,MONAJPY,349,398.2,348.7,381.9,266170.0,99984148.8
2018-04-02,MONAJPY,327.8,359,323.8,349,89983.0,30594000.7
2018-04-01,MONAJPY,335.9,339.4,311,327.8,84400.0,27340863.6
2018-03-31,MONAJPY,333.1,354.6,329.3,335.9,84576.0,28808235.9
2018-03-30,MONAJPY,328,369.9,309.1,333.1,197776.0,65979582.8
2018-03-29,MONAJPY,370,372.5,321,328,144912.0,50292348.1
2018-03-28,MONAJPY,365.6,378.9,350.1,370,93635.0,34413684.8
2018-03-27,MONAJPY,375.4,379.8,358.7,365.6,74782.0,27408843.7
2018-03-26,MONAJPY,384.9,390,350,375.4,160570.0,60539888.5
2018-03-25,MONAJPY,386.1,398,380,384.9,82180.0,31751235.3
2018-03-24,MONAJPY,402,410,385,386.1,73275.0,29120882.9
2018-03-23,MONAJPY,401.1,407,375.7,402,93285.0,36498514.9
