ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
7713,consolidated balance sheets,2015,Total assets,2355241,thousands
7717,consolidated balance sheets,2014,Total assets,44296000,thousands
7721,consolidated balance sheets,2015,TOTAL ASSETS,12446,thousands
7728,consolidated balance sheets,2015,Total assets,10740000,thousands
7736,consolidated balance sheets,2015,Total Assets,94938000,thousands
7785,consolidated balance sheets,2015,Total Assets,194861,thousands
7787,consolidated balance sheets,2015,TOTAL ASSETS,11103935,thousands
7818,consolidated balance sheets,2015,Total assets,4968,thousands
7822,consolidated balance sheets,2015,Total assets,82908344,thousands
7838,consolidated balance sheets,2015,Total assets,3493264000,thousands
7847,consolidated balance sheets,2015,Total assets,9603207000,thousands
7892,consolidated balance sheets,2015,TOTAL ASSETS,132267914,thousands
7895,consolidated balance sheets,2015,Total assets,75886000,thousands
7897,consolidated balance sheets,2015,Total assets,4001577000,thousands
7915,consolidated balance sheets,2015,Total assets,29474452,thousands
7933,consolidated balance sheets,2015,Total assets,2217,thousands
7951,consolidated balance sheets,2015,Total assets,2508178000,thousands
7957,consolidated balance sheets,2015,Total assets,446502000,thousands
7961,consolidated balance sheets,2015,Total assets,140058750,thousands
7975,consolidated balance sheets,2015,Total Assets,2747257,thousands
8031,consolidated balance sheets,2015,Total assets,1790512000,thousands
8065,consolidated balance sheets,2015,Total Assets,12213925,thousands
8069,consolidated balance sheets,2015,Total assets,2204795000,thousands
8072,consolidated balance sheets,2015,Total Assets,491,thousands
8081,consolidated balance sheets,2015,Total Assets,14439741,thousands
8082,consolidated balance sheets,2015,Total Assets,8837900,thousands
8091,consolidated balance sheets,2015,Total assets,759654000,thousands
8093,consolidated balance sheets,2015,Total assets,5070,thousands
8148,consolidated balance sheets,2015,TOTAL ASSETS,120183807,thousands
8167,consolidated balance sheets,2015,Total assets,766,thousands
8171,consolidated balance sheets,2015,Total assets,270812000,thousands
8182,consolidated balance sheets,2015,Total assets,237372000,thousands
8189,consolidated balance sheets,2015,Total assets,979019000,thousands
8200,consolidated balance sheets,2015,Total assets,43921000,thousands
8203,consolidated balance sheets,2015,Total assets,5585345000,thousands
8209,consolidated balance sheets,2015,Total assets,2101206000,thousands
8220,consolidated balance sheets,2015,Total assets,4141712000,thousands
8240,consolidated balance sheets,2015,Total assets,73835195,thousands
8241,consolidated balance sheets,2015,Total assets,12714522,thousands
8246,consolidated balance sheets,2015,Total Assets,12778424,thousands
8257,consolidated balance sheets,2015,TOTAL ASSETS,485682000,thousands
8261,consolidated balance sheets,2015,Total assets,2485730000,thousands
8297,consolidated balance sheets,2014,Total assets,372339,thousands
8304,consolidated balance sheets,2015,Total Assets,13393,thousands
8314,consolidated balance sheets,2015,TOTAL ASSETS,736671000,thousands
8372,consolidated balance sheets,2015,Total assets,3522,thousands
8376,consolidated balance sheets,2015,Total assets,2550190000,thousands
8413,consolidated balance sheets,2015,Total assets,2489621000,thousands
8415,consolidated balance sheets,2015,Total assets,2695051000,thousands
8423,consolidated balance sheets,2015,Total assets,26375,thousands
8427,consolidated balance sheets,2015,Total assets,160907000,thousands
8442,consolidated balance sheets,2015,Total assets,242359000,thousands
8447,consolidated balance sheets,2015,Total assets,1280171000,thousands
8537,consolidated balance sheets,2015,TOTAL ASSETS,19547395,thousands
8542,consolidated balance sheets,2015,Total assets,307046000,thousands
8565,consolidated balance sheets,2014,TOTAL ASSETS,10000,thousands
8592,consolidated balance sheets,2015,Total assets,212449000,thousands
8596,consolidated balance sheets,2015,Total Assets,98710000,thousands
8621,consolidated balance sheets,2015,TOTAL ASSETS,893773,thousands
8625,consolidated balance sheets,2015,Total Assets,15554312,thousands
8634,consolidated balance sheets,2015,TOTAL ASSETS,2234090,thousands
8643,consolidated balance sheets,2015,Total assets,88962334,thousands
8660,consolidated balance sheets,2015,Total assets,34803000,thousands
8689,consolidated balance sheets,2015,Total assets,467622000,thousands
8736,consolidated balance sheets,2015,Total Assets,22544242,thousands
8826,consolidated balance sheets,2015,Total assets,4038178000,thousands
8830,consolidated balance sheets,2015,Total assets,2312290000,thousands
8856,consolidated balance sheets,2015,Total assets,1537190,thousands
8859,consolidated balance sheets,2015,Total assets,386287,thousands
8887,consolidated balance sheets,2015,TOTAL ASSETS,53040692,thousands
8891,consolidated balance sheets,2015,Total assets,885466000,thousands
8892,consolidated balance sheets,2015,Total assets,2020133000,thousands
8899,consolidated balance sheets,2015,Total Assets,13279127,thousands
8911,consolidated balance sheets,2015,Total Assets,40150026,thousands
8928,consolidated balance sheets,2015,Total assets,164483,thousands
8932,consolidated balance sheets,2015,Total assets,15157193,thousands
8953,consolidated balance sheets,2015,Total assets,4991,thousands
8956,consolidated balance sheets,2015,Total assets,660474000,thousands
8970,consolidated balance sheets,2015,Total assets,15228312000,thousands
8997,consolidated balance sheets,2015,Total assets,324910000,thousands
9025,consolidated balance sheets,2015,TOTAL ASSETS,6862,thousands
9033,consolidated balance sheets,2015,Total assets,118211874,thousands
9034,consolidated balance sheets,2015,Total assets,4666,thousands
9041,consolidated balance sheets,2015,Total Assets,1496347000,thousands
9082,consolidated balance sheets,2015,Total assets,1519,thousands
9087,consolidated balance sheets,2015,TOTAL ASSETS,18266058000,thousands
9093,consolidated balance sheets,2015,TOTAL ASSETS,7136517,thousands
9148,consolidated balance sheets,2015,Total Assets,2429,thousands
9166,consolidated balance sheets,2014,TOTAL ASSETS,126481,thousands
9174,consolidated balance sheets,2015,TOTAL ASSETS,23711705,thousands
9193,consolidated balance sheets,2015,Total assets,284945000,thousands
9198,consolidated balance sheets,2015,TOTAL ASSETS,14014298000,thousands
9229,consolidated balance sheets,2015,Total assets,18598680,thousands
9258,consolidated balance sheets,2015,Total Assets,9845,thousands
9264,consolidated balance sheets,2015,Total assets,68155000,thousands
9284,consolidated balance sheets,2015,Total assets,7776496,thousands
9316,consolidated balance sheets,2015,Total assets,274302000,thousands
9319,consolidated balance sheets,2015,Total Assets,5290,thousands
9395,consolidated balance sheets,2015,TOTAL ASSETS,46370807,thousands
9397,consolidated balance sheets,2015,TOTAL ASSETS,1545912000,thousands
9488,consolidated balance sheets,2015,Total assets,2473062000,thousands
9507,consolidated balance sheets,2015,Total assets,5671,thousands
9514,consolidated balance sheets,2015,Total assets,1212692000,thousands
9524,consolidated balance sheets,2015,Total assets,1007212,thousands
9560,consolidated balance sheets,2015,Total Assets,62572000,thousands
9596,consolidated balance sheets,2015,Total Assets,4679261,thousands
9597,consolidated balance sheets,2015,Total Assets,14223164,thousands
9605,consolidated balance sheets,2015,Total Assets,31438973,thousands
9607,consolidated balance sheets,2015,Total assets,95621000,thousands
9615,consolidated balance sheets,2015,Total assets,550565000,thousands
9617,consolidated balance sheets,2015,Total assets,215029713,thousands
9625,consolidated balance sheets,2015,Total assets,22217,thousands
9632,consolidated balance sheets,2015,Total Assets,8344160,thousands
9655,consolidated balance sheets,2015,TOTAL ASSETS,2460678,thousands
9657,consolidated balance sheets,2015,Total assets,790598000,thousands
9664,consolidated balance sheets,2015,Total assets,1229,thousands
9679,consolidated balance sheets,2015,Total assets,128933,thousands
9701,consolidated balance sheets,2015,Total assets,26354000,thousands
9705,consolidated balance sheets,2015,Total Assets,9220,thousands
9706,consolidated balance sheets,2015,Total Assets,6796324,thousands
9725,consolidated balance sheets,2015,Total assets,878,thousands
9732,consolidated balance sheets,2015,Total assets,369613,thousands
9740,consolidated balance sheets,2015,Total assets,5918248,thousands
9743,consolidated balance sheets,2015,Total assets,282689,thousands
9785,consolidated balance sheets,2015,Total assets,46804577,thousands
9845,consolidated balance sheets,2015,Total assets,9901540,thousands
9856,consolidated balance sheets,2015,Total assets,2094351000,thousands
9899,consolidated balance sheets,2015,TOTAL ASSETS,229,thousands
9918,consolidated balance sheets,2015,Total assets,12350120,thousands
9922,consolidated balance sheets,2015,Total assets,19187000,thousands
9931,consolidated balance sheets,2015,Total assets,2368,thousands
9957,consolidated balance sheets,2015,Total Assets,20608,thousands
9958,consolidated balance sheets,2015,Total assets,1761202,thousands
9971,consolidated balance sheets,2015,Total Assets,26108,thousands
9977,consolidated balance sheets,2015,TOTAL ASSETS,1283428,thousands
10024,consolidated balance sheets,2014,Total assets,51622,thousands
10041,consolidated balance sheets,2015,Total assets,11326225,thousands
10090,consolidated balance sheets,2015,Total assets,339720,thousands
10116,consolidated balance sheets,2015,Total assets,40236,thousands
10124,consolidated balance sheets,2015,Total assets,59508588,thousands
10125,consolidated balance sheets,2015,Total Assets,1808,thousands
10137,consolidated balance sheets,2015,TOTAL ASSETS,2113180,thousands
10149,consolidated balance sheets,2015,Total assets,650817,thousands
10160,consolidated balance sheets,2015,Total Assets,11810550,thousands
10163,consolidated balance sheets,2015,Total assets,1693776,thousands
10174,consolidated balance sheets,2015,Total assets,6779580,thousands
10182,consolidated balance sheets,2015,Total assets,5028,thousands
10187,consolidated balance sheets,2013,Total Assets,2915,thousands
10194,consolidated balance sheets,2015,Total Assets,12494000,thousands
10236,consolidated balance sheets,2015,Total Assets,1779501,thousands
10237,consolidated balance sheets,2013,Total assets,131619000,thousands
10238,consolidated balance sheets,2015,Total assets,39790001,thousands
10246,consolidated balance sheets,2015,TOTAL ASSETS,63473,thousands
10276,consolidated balance sheets,2015,Total Assets,12864758,thousands
10296,consolidated balance sheets,2015,TOTAL ASSETS,2718670,thousands
10344,consolidated balance sheets,2015,TOTAL ASSETS,122343067,thousands
10347,consolidated balance sheets,2015,Total assets,193640490,thousands
10376,consolidated balance sheets,2014,Total Assets,281549,thousands
10395,consolidated balance sheets,2015,Total Assets,10385927,thousands
10410,consolidated balance sheets,2014,TOTAL ASSETS,32461924,thousands
10437,consolidated balance sheets,2015,Total assets,1063184000,thousands
10446,consolidated balance sheets,2015,TOTAL ASSETS,38520000,thousands
10453,consolidated balance sheets,2015,Total assets,46764000,thousands
10464,consolidated balance sheets,2014,Total Assets,181519,thousands
10530,consolidated balance sheets,2015,Total Assets,1229648,thousands
10534,consolidated balance sheets,2015,TOTAL ASSETS,173119673,thousands
10590,consolidated balance sheets,2015,Total Assets,2553134,thousands
10602,consolidated balance sheets,2015,Total assets,11122000,thousands
10611,consolidated balance sheets,2015,Total assets,269700,thousands
10621,consolidated balance sheets,2015,Total Assets,2321928,thousands
10626,consolidated balance sheets,2013,Total assets,5619037,thousands
10627,consolidated balance sheets,2012,Total assets,5450118,thousands
10636,consolidated balance sheets,2015,Total Assets,33551000,thousands
