ID,specific_sheet_name,Year,quantity-type,quantity-value,quantity-units
3184,consolidated balance sheets,2015,TOTAL ASSETS,63339,thousands
3189,consolidated balance sheets,2015,Total assets,6638280,thousands
3192,consolidated balance sheets,2016,Total assets,286413000,thousands
3193,consolidated balance sheets,2015,Total assets,23387205000,thousands
3194,consolidated balance sheets,2015,Total assets,145186581,thousands
3195,consolidated balance sheets,2015,Total assets,2938777,thousands
3196,consolidated balance sheets,2015,TOTAL ASSETS,1423270000,thousands
3197,consolidated balance sheets,2015,Total assets,2150541000,thousands
3198,consolidated balance sheets,2015,Total assets,11243227,thousands
3200,consolidated balance sheets,2015,Total assets,19857941000,thousands
3205,consolidated balance sheets,2015,Total assets,6913016,thousands
3206,consolidated balance sheets,2015,Total assets,185732936,thousands
3208,consolidated balance sheets,2016,Total assets,90279000,thousands
3209,consolidated balance sheets,2015,Total Assets,8075,thousands
3210,consolidated balance sheets,2015,Total assets,409186000,thousands
3214,consolidated balance sheets,2015,Total assets,967991000,thousands
3216,consolidated balance sheets,2012,Total assets,21766000,thousands
3217,consolidated balance sheets,2015,Total assets,8217000,thousands
3218,consolidated balance sheets,2013,Total assets,17586000,thousands
3219,consolidated balance sheets,2014,Total assets,12786000,thousands
3220,consolidated balance sheets,2015,Total assets,1909478000,thousands
3221,consolidated balance sheets,2016,TOTAL ASSETS,1263500000,thousands
3225,consolidated balance sheets,2015,Total assets,129099000,thousands
3226,consolidated balance sheets,2015,Total assets,364252000,thousands
3229,consolidated balance sheets,2015,Total assets,3184358000,thousands
3230,consolidated balance sheets,2015,TOTAL ASSETS,1294863000,thousands
3231,consolidated balance sheets,2015,Total assets,717010000,thousands
3232,consolidated balance sheets,2016,TOTAL ASSETS,1760177000,thousands
3233,consolidated balance sheets,2015,Total assets,1585,thousands
3234,consolidated balance sheets,2015,Total assets,1428250000,thousands
3235,consolidated balance sheets,2015,Total assets,90848000,thousands
3238,consolidated balance sheets,2015,Total assets,649883000,thousands
3241,consolidated balance sheets,2015,Total assets,700798000,thousands
3243,consolidated balance sheets,2015,Total assets,4414929000,thousands
3244,consolidated balance sheets,2015,Total assets,1019033000,thousands
3245,consolidated balance sheets,2015,TOTAL ASSETS,1801030,thousands
3246,consolidated balance sheets,2015,Total assets,31939000,thousands
3248,consolidated balance sheets,2015,Total assets,2018485000,thousands
3250,consolidated balance sheets,2015,TOTAL ASSETS,4550667,thousands
3251,consolidated balance sheets,2015,Total assets,805090,thousands
3252,consolidated balance sheets,2015,Total Assets,3562381000,thousands
3253,consolidated balance sheets,2016,TOTAL ASSETS,9225952,thousands
3254,consolidated balance sheets,2015,TOTAL ASSETS,44140838,thousands
3256,consolidated balance sheets,2015,Total Assets,684503000,thousands
3257,consolidated balance sheets,2015,Total assets,7784,thousands
3258,consolidated balance sheets,2016,Total assets,254772000,thousands
3259,consolidated balance sheets,2015,Total assets,161343000,thousands
3260,consolidated balance sheets,2016,Total assets,146292000,thousands
3262,consolidated balance sheets,2015,Total assets,17001000,thousands
3269,consolidated balance sheets,2015,Total assets,12869000,thousands
3270,consolidated balance sheets,2015,Total assets,24315653,thousands
3271,consolidated balance sheets,2015,Total assets,5074,thousands
3272,consolidated balance sheets,2015,Total assets,1060158000,thousands
3273,consolidated balance sheets,2015,Total assets,487537000,thousands
3274,consolidated balance sheets,2015,Total Assets,2017006,thousands
3275,consolidated balance sheets,2015,Total assets,12083,thousands
3276,consolidated balance sheets,2015,Total assets,4204806000,thousands
3277,consolidated balance sheets,2015,Total assets,9653,thousands
3281,consolidated balance sheets,2015,Total assets,1510088889,thousands
3282,consolidated balance sheets,2015,TOTAL ASSETS,1280531000,thousands
3286,consolidated balance sheets,2015,Total assets,40664356,thousands
3287,consolidated balance sheets,2015,Total assets,254137000,thousands
3288,consolidated balance sheets,2015,Total assets,5517240,thousands
3292,consolidated balance sheets,2015,Total Assets,931724000,thousands
3293,consolidated balance sheets,2016,Total assets,1808,thousands
3296,consolidated balance sheets,2015,Total assets,8754673000,thousands
3298,consolidated balance sheets,2015,Total assets,19264851,thousands
3299,consolidated balance sheets,2015,Total Assets,87822125,thousands
3300,consolidated balance sheets,2015,Total assets,2357737000,thousands
3302,consolidated balance sheets,2015,TOTAL ASSETS,610915000,thousands
3303,consolidated balance sheets,2016,Total assets,736496000,thousands
3306,consolidated balance sheets,2015,Total assets,79650000,thousands
3307,consolidated balance sheets,2015,Total assets,567746000,thousands
3308,consolidated balance sheets,2016,Total assets,235855000,thousands
3312,consolidated balance sheets,2016,Total Assets,132894000,thousands
3314,consolidated balance sheets,2015,Total assets,575782000,thousands
3315,consolidated balance sheets,2015,Total assets,1555719000,thousands
3317,consolidated balance sheets,2015,Total assets,21846611,thousands
3318,consolidated balance sheets,2015,Total Assets,4249478000,thousands
3321,consolidated balance sheets,2015,Total Assets,8773161,thousands
3323,consolidated balance sheets,2015,Total assets,213840859,thousands
3325,consolidated balance sheets,2015,Total assets,15303,thousands
3326,consolidated balance sheets,2016,Total assets,1324147000,thousands
3327,consolidated balance sheets,2015,Total assets,12264757000,thousands
3328,consolidated balance sheets,2015,TOTAL ASSETS,15247,thousands
3331,consolidated balance sheets,2015,Total Assets,1796537000,thousands
3336,consolidated balance sheets,2015,TOTAL ASSETS,4757253,thousands
3337,consolidated balance sheets,2016,Total Assets,15565831,thousands
3339,consolidated balance sheets,2016,TOTAL ASSETS,31878550,thousands
3340,consolidated balance sheets,2015,Total assets,665356846,thousands
3342,consolidated balance sheets,2015,Total assets,10519689,thousands
3343,consolidated balance sheets,2015,TOTAL ASSETS,691387000,thousands
3345,consolidated balance sheets,2015,Total Assets,114681,thousands
3348,consolidated balance sheets,2015,Total assets,61919836,thousands
3349,consolidated balance sheets,2015,Total assets,1729643000,thousands
3350,consolidated balance sheets,2016,Total assets,93349415,thousands
3354,consolidated balance sheets,2015,TOTAL ASSETS,807550,thousands
3361,consolidated balance sheets,2015,Total Assets,193435,thousands
3362,consolidated balance sheets,2015,Total assets,971486000,thousands
3364,consolidated balance sheets,2015,Total assets,5354000,thousands
3367,consolidated balance sheets,2015,Total assets,407203000,thousands
3368,consolidated balance sheets,2016,Total assets,33158000,thousands
3370,consolidated balance sheets,2015,Total assets,2361579000,thousands
3375,consolidated balance sheets,2015,Total assets,337912000,thousands
3376,consolidated balance sheets,2016,Total assets,313717000,thousands
3380,consolidated balance sheets,2015,Total assets,2386752000,thousands
3381,consolidated balance sheets,2015,Total assets,502810000,thousands
3382,consolidated balance sheets,2015,Total assets,22261918000,thousands
3383,consolidated balance sheets,2015,Total assets,1492429000,thousands
3386,consolidated balance sheets,2015,Total assets,1030,thousands
3387,consolidated balance sheets,2015,Total assets,91318,thousands
3389,consolidated balance sheets,2015,Total assets,67712000,thousands
3392,consolidated balance sheets,2015,Total assets,653727000,thousands
3393,consolidated balance sheets,2016,Total assets,160379000,thousands
3395,consolidated balance sheets,2016,Total assets,546688000,thousands
3399,consolidated balance sheets,2015,TOTAL ASSETS,6242914,thousands
3400,consolidated balance sheets,2015,Total assets,628879000,thousands
3401,consolidated balance sheets,2015,Total Assets,5660000,thousands
3402,consolidated balance sheets,2016,Total assets,430390000,thousands
3403,consolidated balance sheets,2016,Total assets,179445000,thousands
3405,consolidated balance sheets,2015,TOTAL ASSETS,3351767000,thousands
3412,consolidated balance sheets,2015,Total assets,3024787000,thousands
3414,consolidated balance sheets,2015,Total assets,2079571000,thousands
3415,consolidated balance sheets,2015,Total assets,1015441000,thousands
3416,consolidated balance sheets,2015,Total assets,20577,thousands
3418,consolidated balance sheets,2015,Total assets,862734000,thousands
3420,consolidated balance sheets,2015,Total Assets,2493607000,thousands
3421,consolidated balance sheets,2015,Total Assets,989068000,thousands
3424,consolidated balance sheets,2015,Total Assets,820,thousands
3426,consolidated balance sheets,2016,TOTAL ASSETS,30147000,thousands
3427,consolidated balance sheets,2015,Total assets,48952,thousands
3428,consolidated balance sheets,2015,Total assets,68642000,thousands
3429,consolidated balance sheets,2015,Total Assets,891192000,thousands
3430,consolidated balance sheets,2015,Total assets,521797000,thousands
3432,consolidated balance sheets,2015,Total Assets,2358,thousands
3436,consolidated balance sheets,2016,Total Assets,56033509,thousands
3437,consolidated balance sheets,2015,Total Assets,5302777,thousands
3438,consolidated balance sheets,2016,Total assets,422701000,thousands
3439,consolidated balance sheets,2015,Total assets,33635000,thousands
3441,consolidated balance sheets,2015,Total assets,266,thousands
3443,consolidated balance sheets,2015,Total assets,28083000,thousands
3444,consolidated balance sheets,2015,TOTAL ASSETS,16326,thousands
3445,consolidated balance sheets,2015,TOTAL ASSETS,739269000,thousands
3446,consolidated balance sheets,2015,Total Assets,1129526,thousands
3452,consolidated balance sheets,2015,TOTAL ASSETS,1165967000,thousands
3455,consolidated balance sheets,2015,Total Assets,1534371,thousands
3459,consolidated balance sheets,2015,TOTAL ASSETS,30381000,thousands
3462,consolidated balance sheets,2015,Total assets,5358514,thousands
3463,consolidated balance sheets,2015,Total assets,22288,thousands
3465,consolidated balance sheets,2016,Total assets,38589892,thousands
3466,consolidated balance sheets,2015,Total Assets,68356491,thousands
3469,consolidated balance sheets,2015,Total assets,1299548000,thousands
3470,consolidated balance sheets,2015,Total assets,22869452,thousands
3474,consolidated balance sheets,2015,Total Assets,715827000,thousands
3475,consolidated balance sheets,2015,Total assets,378784000,thousands
3478,consolidated balance sheets,2015,Total assets,451744000,thousands
3480,consolidated balance sheets,2015,Total Assets,1969772000,thousands
3482,consolidated balance sheets,2016,Total assets,7370,thousands
3483,consolidated balance sheets,2015,Total assets,3202,thousands
3485,consolidated balance sheets,2015,TOTAL ASSETS,1022108000,thousands
3487,consolidated balance sheets,2015,Total assets,865567000,thousands
3489,consolidated balance sheets,2016,Total assets,652887000,thousands
3490,consolidated balance sheets,2015,TOTAL ASSETS,7781438,thousands
3494,consolidated balance sheets,2015,Total assets,2285531000,thousands
3496,consolidated balance sheets,2015,Total assets,153588000,thousands
3497,consolidated balance sheets,2015,Total assets,1273347000,thousands
3498,consolidated balance sheets,2015,Total assets,17420575000,thousands
3499,consolidated balance sheets,2015,Total Assets,211998000,thousands
3501,consolidated balance sheets,2016,Total assets,374849000,thousands
3503,consolidated balance sheets,2016,Total assets,19566533,thousands
3504,consolidated balance sheets,2015,Total assets,280729000,thousands
3505,consolidated balance sheets,2015,Total assets,23174,thousands
3506,consolidated balance sheets,2015,Total assets,388619765,thousands
3507,consolidated balance sheets,2015,Total assets,572718000,thousands
3509,consolidated balance sheets,2015,Total assets,57899779000,thousands
3512,consolidated balance sheets,2015,Total assets,102891654,thousands
3513,consolidated balance sheets,2015,Total assets,4587425000,thousands
3514,consolidated balance sheets,2015,Total assets,31656410,thousands
3515,consolidated balance sheets,2015,Total assets,1132796000,thousands
3516,consolidated balance sheets,2016,Total assets,4939811000,thousands
3517,consolidated balance sheets,2015,Total assets,3133,thousands
3518,consolidated balance sheets,2015,Total assets,712902000,thousands
3519,consolidated balance sheets,2015,Total assets,53224,thousands
3520,consolidated balance sheets,2016,Total assets,2306323000,thousands
3521,consolidated balance sheets,2015,TOTAL ASSETS,2047408000,thousands
3522,consolidated balance sheets,2016,Total assets,81751000,thousands
3525,consolidated balance sheets,2015,Total assets,7403215000,thousands
3526,consolidated balance sheets,2015,Total assets,2184445000,thousands
3528,consolidated balance sheets,2015,TOTAL ASSETS,111490673,thousands
3529,consolidated balance sheets,2015,Total assets,528614000,thousands
3531,consolidated balance sheets,2015,Total assets,8619,thousands
3535,consolidated balance sheets,2015,Total assets,597375000,thousands
3537,consolidated balance sheets,2015,Total assets,241237370,thousands
3539,consolidated balance sheets,2015,Total assets,22172000,thousands
3541,consolidated balance sheets,2016,Total assets,1850876,thousands
3543,consolidated balance sheets,2015,TOTAL ASSETS,346475000,thousands
3544,consolidated balance sheets,2016,Total assets,2895600,thousands
3547,consolidated balance sheets,2015,Total assets,2376,thousands
3549,consolidated balance sheets,2015,Total assets,1680,thousands
3550,consolidated balance sheets,2015,Total assets,474364000,thousands
3552,consolidated balance sheets,2016,Total assets,506514000,thousands
3554,consolidated balance sheets,2016,Total assets,4155099000,thousands
3555,consolidated balance sheets,2016,Total assets,3592843000,thousands
3557,consolidated balance sheets,2016,Total assets,6751000,thousands
3558,consolidated balance sheets,2015,Total assets,17661000,thousands
3559,consolidated balance sheets,2015,Total assets,4539000,thousands
3562,consolidated balance sheets,2015,Total assets,6867293000,thousands
3567,consolidated balance sheets,2015,Total assets,198210000,thousands
3568,consolidated balance sheets,2015,Total Assets,687,thousands
3569,consolidated balance sheets,2015,Total assets,555555000,thousands
3570,consolidated balance sheets,2016,Total assets,1093877000,thousands
3572,consolidated balance sheets,2016,TOTAL ASSETS,56231591,thousands
3574,consolidated balance sheets,2015,Total assets,144873000,thousands
3576,consolidated balance sheets,2016,Total assets,879717000,thousands
3577,consolidated balance sheets,2016,Total assets,2227962000,thousands
3579,consolidated balance sheets,2015,TOTAL ASSETS,409145000,thousands
3580,consolidated balance sheets,2015,Total assets,55258000,thousands
3581,consolidated balance sheets,2015,Total assets,14913000,thousands
3583,consolidated balance sheets,2016,Total Assets,12468526,thousands
3584,consolidated balance sheets,2015,Total assets,14416698,thousands
3585,consolidated balance sheets,2015,Total assets,1217293000,thousands
3586,consolidated balance sheets,2015,Total assets,4187925000,thousands
3587,consolidated balance sheets,2015,Total Assets,10977750,thousands
3590,consolidated balance sheets,2015,Total assets,367955000,thousands
3592,consolidated balance sheets,2015,Total Assets,14142630,thousands
3593,consolidated balance sheets,2015,Total assets,18472834,thousands
3595,consolidated balance sheets,2016,Total Assets,35484027,thousands
3596,consolidated balance sheets,2015,Total assets,903,thousands
3599,consolidated balance sheets,2015,Total assets,105415000,thousands
3603,consolidated balance sheets,2016,Total Assets,41359000,thousands
3605,consolidated balance sheets,2015,Total assets,463601000,thousands
3606,consolidated balance sheets,2015,Total assets,271901000,thousands
3607,consolidated balance sheets,2015,Total assets,191290000,thousands
3610,consolidated balance sheets,2016,Total assets,1796307,thousands
3611,consolidated balance sheets,2015,Total assets,196741000,thousands
3613,consolidated balance sheets,2016,Total assets,5804179,thousands
3615,consolidated balance sheets,2015,Total assets,1478265000,thousands
3617,consolidated balance sheets,2015,Total assets,118782000,thousands
3618,consolidated balance sheets,2015,Total assets,5284,thousands
3620,consolidated balance sheets,2015,Total assets,3696000,thousands
3621,consolidated balance sheets,2015,Total assets,242228484,thousands
3622,consolidated balance sheets,2015,Total assets,311401895,thousands
3623,consolidated balance sheets,2015,Total assets,40402000,thousands
3624,consolidated balance sheets,2016,Total Assets,1138618000,thousands
3625,consolidated balance sheets,2015,TOTAL ASSETS,15517677,thousands
3627,consolidated balance sheets,2016,Total assets,44213000,thousands
3628,consolidated balance sheets,2016,Total assets,1011463000,thousands
3629,consolidated balance sheets,2015,Total assets,4059,thousands
3630,consolidated balance sheets,2016,Total assets,4771,thousands
3633,consolidated balance sheets,2016,Total assets,727926000,thousands
3634,consolidated balance sheets,2015,Total assets,379569000,thousands
3636,consolidated balance sheets,2015,Total assets,877933,thousands
3637,consolidated balance sheets,2015,Total assets,81492000,thousands
3638,consolidated balance sheets,2015,Total Assets,7609000,thousands
3639,consolidated balance sheets,2015,Total assets,654832000,thousands
3640,consolidated balance sheets,2015,Total assets,226194000,thousands
3641,consolidated balance sheets,2015,Total assets,217235000,thousands
3643,consolidated balance sheets,2016,Total assets,359049000,thousands
3644,consolidated balance sheets,2015,Total assets,1088137000,thousands
3646,consolidated balance sheets,2016,Total assets,17317709000,thousands
3647,consolidated balance sheets,2015,Total assets,3088014,thousands
3649,consolidated balance sheets,2015,Total assets,43842000,thousands
3651,consolidated balance sheets,2015,Total Assets,863696000,thousands
3652,consolidated balance sheets,2015,Total assets,27084,thousands
3653,consolidated balance sheets,2015,TOTAL ASSETS,270984407,thousands
3654,consolidated balance sheets,2015,Total assets,212649000,thousands
3655,consolidated balance sheets,2016,Total Assets,36488969,thousands
3656,consolidated balance sheets,2015,Total Assets,36613753,thousands
3658,consolidated balance sheets,2015,Total assets,312891000,thousands
3659,consolidated balance sheets,2015,Total Assets,32882,thousands
3664,consolidated balance sheets,2015,Total assets,4907,thousands
3665,consolidated balance sheets,2015,Total assets,821647000,thousands
3666,consolidated balance sheets,2015,Total assets,527143000,thousands
3667,consolidated balance sheets,2015,Total assets,1161369000,thousands
3668,consolidated balance sheets,2015,Total assets,2068497000,thousands
3670,consolidated balance sheets,2015,Total assets,2871,thousands
3671,consolidated balance sheets,2016,Total assets,5442127000,thousands
3672,consolidated balance sheets,2015,Total assets,7831915000,thousands
3673,consolidated balance sheets,2015,Total assets,218717490,thousands
3675,consolidated balance sheets,2016,Total assets,344652000,thousands
3678,consolidated balance sheets,2015,Total assets,288280000,thousands
3679,consolidated balance sheets,2015,Total assets,3042194000,thousands
3682,consolidated balance sheets,2015,Total assets,1238119,thousands
3684,consolidated balance sheets,2015,Total assets,528188000,thousands
3687,consolidated balance sheets,2016,Total assets,3687747000,thousands
3688,consolidated balance sheets,2015,Total assets,94965139,thousands
3689,consolidated balance sheets,2015,Total Assets,2643063,thousands
3691,consolidated balance sheets,2015,Total assets,1730,thousands
3693,consolidated balance sheets,2015,Total assets,30595000,thousands
3696,consolidated balance sheets,2015,Total assets,10356695000,thousands
3698,consolidated balance sheets,2015,Total assets,8715414180,thousands
3700,consolidated balance sheets,2015,Total assets,5123,thousands
3702,consolidated balance sheets,2015,Total assets,2671304000,thousands
3704,consolidated balance sheets,2015,Total assets,20960000,thousands
3707,consolidated balance sheets,2016,Total assets,4892,thousands
3709,consolidated balance sheets,2015,TOTAL ASSETS,20816344,thousands
3710,consolidated balance sheets,2015,Total assets,32257621,thousands
3711,consolidated balance sheets,2015,Total assets,779877000,thousands
3717,consolidated balance sheets,2015,Total Assets,2207436,thousands
3721,consolidated balance sheets,2015,Total assets,198753000,thousands
3723,consolidated balance sheets,2015,Total assets,80633000,thousands
3724,consolidated balance sheets,2015,Total assets,364296000,thousands
3725,consolidated balance sheets,2015,Total assets,48692000,thousands
3726,consolidated balance sheets,2016,Total assets,422238000,thousands
3728,consolidated balance sheets,2015,Total Assets,4426666000,thousands
3729,consolidated balance sheets,2015,Total assets,1158633000,thousands
3731,consolidated balance sheets,2015,Total assets,4499391000,thousands
3732,consolidated balance sheets,2015,Total assets,895095000,thousands
3733,consolidated balance sheets,2015,TOTAL ASSETS,2389746000,thousands
3735,consolidated balance sheets,2015,Total assets,216633000,thousands
3736,consolidated balance sheets,2015,Total assets,65173,thousands
3737,consolidated balance sheets,2015,Total assets,136644156,thousands
3738,consolidated balance sheets,2015,Total assets,221896000,thousands
3742,consolidated balance sheets,2015,Total assets,6041567000,thousands
3743,consolidated balance sheets,2015,Total assets,1599138000,thousands
3749,consolidated balance sheets,2016,TOTAL ASSETS,4759277,thousands
3750,consolidated balance sheets,2015,Total assets,110677000,thousands
3753,consolidated balance sheets,2016,Total assets,1300,thousands
3755,consolidated balance sheets,2015,Total assets,578747000,thousands
3758,consolidated balance sheets,2016,TOTAL ASSETS,20609004000,thousands
3759,consolidated balance sheets,2015,Total assets,2089675000,thousands
3763,consolidated balance sheets,2015,Total assets,1019000,thousands
3765,consolidated balance sheets,2015,Total assets,22421830000,thousands
3767,consolidated balance sheets,2015,Total assets,15669214,thousands
3771,consolidated balance sheets,2015,Total assets,45285000,thousands
3772,consolidated balance sheets,2015,Total assets,366097000,thousands
3773,consolidated balance sheets,2015,Total assets,17922,thousands
3774,consolidated balance sheets,2015,Total assets,479496000,thousands
3776,consolidated balance sheets,2015,TOTAL ASSETS,5315979,thousands
3777,consolidated balance sheets,2015,Total assets,880432000,thousands
3778,consolidated balance sheets,2015,Total Assets,27219,thousands
3782,consolidated balance sheets,2015,Total Assets,121156,thousands
3783,consolidated balance sheets,2015,Total assets,70797000,thousands
3784,consolidated balance sheets,2015,Total assets,12643,thousands
3786,consolidated balance sheets,2016,Total assets,445029000,thousands
3788,consolidated balance sheets,2015,Total assets,61717,thousands
3789,consolidated balance sheets,2016,Total assets,4334,thousands
3790,consolidated balance sheets,2015,Total assets,64113000,thousands
3793,consolidated balance sheets,2015,Total assets,4323354000,thousands
3802,consolidated balance sheets,2015,TOTAL ASSETS,316874573,thousands
3803,consolidated balance sheets,2015,Total assets,7339,thousands
3809,consolidated balance sheets,2016,Total Assets,2948,thousands
3811,consolidated balance sheets,2015,Total assets,7273000,thousands
3814,consolidated balance sheets,2015,TOTAL ASSETS,1506424000,thousands
3816,consolidated balance sheets,2015,Total assets,531770000,thousands
3819,consolidated balance sheets,2015,TOTAL ASSETS,1339930000,thousands
3821,consolidated balance sheets,2015,Total assets,77518000,thousands
3822,consolidated balance sheets,2015,TOTAL ASSETS,5559903,thousands
3823,consolidated balance sheets,2015,TOTAL ASSETS,324768,thousands
3824,consolidated balance sheets,2015,TOTAL ASSETS,43212891,thousands
3825,consolidated balance sheets,2015,Total assets,662816000,thousands
3826,consolidated balance sheets,2015,Total Assets,15489000000,thousands
3829,consolidated balance sheets,2016,Total assets,2355735000,thousands
3830,consolidated balance sheets,2016,Total assets,35958057,thousands
3831,consolidated balance sheets,2015,Total Assets,1661312,thousands
3832,consolidated balance sheets,2015,Total Assets,1467982000,thousands
3833,consolidated balance sheets,2015,TOTAL ASSETS,8660,thousands
3835,consolidated balance sheets,2015,Total assets,44213000,thousands
3836,consolidated balance sheets,2015,Total assets,26548000,thousands
3838,consolidated balance sheets,2015,Total Assets,1992711,thousands
3841,consolidated balance sheets,2015,TOTAL ASSETS,2632,thousands
3844,consolidated balance sheets,2016,TOTAL ASSETS,354383000,thousands
3845,consolidated balance sheets,2016,Total assets,327933000,thousands
3848,consolidated balance sheets,2015,Total assets,92787873,thousands
3850,consolidated balance sheets,2016,TOTAL ASSETS,13726745000,thousands
3853,consolidated balance sheets,2015,Total assets,1322526000,thousands
3854,consolidated balance sheets,2015,Total assets,102772000,thousands
3856,consolidated balance sheets,2015,TOTAL ASSETS,97222233,thousands
3857,consolidated balance sheets,2015,Total assets,41261000,thousands
3861,consolidated balance sheets,2015,Total assets,342723000,thousands
3862,consolidated balance sheets,2016,Total assets,238585000,thousands
3863,consolidated balance sheets,2015,Total Assets,68715000,thousands
3864,consolidated balance sheets,2015,Total assets,18498284,thousands
3868,consolidated balance sheets,2015,Total assets,7245830,thousands
3869,consolidated balance sheets,2015,Total assets,63367232,thousands
3870,consolidated balance sheets,2015,Total assets,1503,thousands
3871,consolidated balance sheets,2015,TOTAL ASSETS,21470,thousands
3876,consolidated balance sheets,2015,Total assets,10522259000,thousands
3879,consolidated balance sheets,2015,Total Assets,46211,thousands
3881,consolidated balance sheets,2015,Total assets,607695000,thousands
3882,consolidated balance sheets,2015,Total assets,68579000,thousands
3885,consolidated balance sheets,2016,TOTAL ASSETS,3559336000,thousands
3886,consolidated balance sheets,2015,Total assets,4280327,thousands
3887,consolidated balance sheets,2015,Total Assets,1380473000,thousands
3890,consolidated balance sheets,2015,Total assets,8115,thousands
3898,consolidated balance sheets,2015,Total Assets,2880000,thousands
3899,consolidated balance sheets,2015,Total assets,1684075000,thousands
3902,consolidated balance sheets,2016,Total Assets,8252,thousands
3903,consolidated balance sheets,2015,Total assets,3970000,thousands
3905,consolidated balance sheets,2015,Total Assets,181789000,thousands
3906,consolidated balance sheets,2015,Total assets,234462000,thousands
3907,consolidated balance sheets,2015,Total assets,7922000,thousands
3908,consolidated balance sheets,2016,Total assets,45941000,thousands
3910,consolidated balance sheets,2015,TOTAL ASSETS,44353642,thousands
3911,consolidated balance sheets,2015,Total assets,6576,thousands
3912,consolidated balance sheets,2015,Total assets,13241525000,thousands
3913,consolidated balance sheets,2015,Total assets,2137,thousands
3914,consolidated balance sheets,2015,Total assets,124949000,thousands
3918,consolidated balance sheets,2015,Total assets,37843000,thousands
3919,consolidated balance sheets,2015,Total assets,407940000,thousands
3920,consolidated balance sheets,2015,Total assets,127478000,thousands
3922,consolidated balance sheets,2016,Total assets,92933,thousands
3924,consolidated balance sheets,2015,Total Assets,1230,thousands
3925,consolidated balance sheets,2015,TOTAL ASSETS,8425,thousands
3927,consolidated balance sheets,2016,Total assets,9504375,thousands
3933,consolidated balance sheets,2015,Total assets,1053976000,thousands
3936,consolidated balance sheets,2015,Total Assets,5287000,thousands
3937,consolidated balance sheets,2015,TOTAL ASSETS,16326,thousands
3938,consolidated balance sheets,2015,TOTAL ASSETS,1042263000,thousands
3939,consolidated balance sheets,2015,Total Assets,71445651,thousands
3940,consolidated balance sheets,2015,TOTAL ASSETS,11389085000,thousands
3941,consolidated balance sheets,2015,Total Assets,5647837000,thousands
3942,consolidated balance sheets,2016,Total assets,209398000,thousands
3945,consolidated balance sheets,2015,Total assets,51870457,thousands
3950,consolidated balance sheets,2015,Total assets,4444147000,thousands
3951,consolidated balance sheets,2015,Total assets,772984000,thousands
3953,consolidated balance sheets,2015,Total assets,1957294000,thousands
3957,consolidated balance sheets,2015,Total assets,241642000,thousands
3959,consolidated balance sheets,2015,Total assets,1116343000,thousands
3960,consolidated balance sheets,2016,Total assets,297159000,thousands
3962,consolidated balance sheets,2016,Total Assets,6077,thousands
3965,consolidated balance sheets,2015,Total Assets,37535,thousands
3967,consolidated balance sheets,2015,Total assets,12852619000,thousands
3970,consolidated balance sheets,2015,Total Assets,2655,thousands
3971,consolidated balance sheets,2015,Total assets,11867001000,thousands
3972,consolidated balance sheets,2015,Total assets,2070267000,thousands
3973,consolidated balance sheets,2015,Total assets,30043128000,thousands
3974,consolidated balance sheets,2015,TOTAL ASSETS,7758149,thousands
3975,consolidated balance sheets,2015,Total assets,1628,thousands
3976,consolidated balance sheets,2015,Total assets,1072382000,thousands
3978,consolidated balance sheets,2015,Total assets,11048,thousands
3985,consolidated balance sheets,2015,TOTAL ASSETS,70030000,thousands
3987,consolidated balance sheets,2015,Total assets,228217127,thousands
3988,consolidated balance sheets,2015,Total assets,14544,thousands
3991,consolidated balance sheets,2015,Total assets,3406340000,thousands
3992,consolidated balance sheets,2015,Total assets,115237000,thousands
3993,consolidated balance sheets,2015,Total assets,4765823000,thousands
3996,consolidated balance sheets,2016,Total assets,2571715000,thousands
3997,consolidated balance sheets,2015,Total assets,1827391944,thousands
3998,consolidated balance sheets,2015,TOTAL ASSETS,2624112,thousands
4000,consolidated balance sheets,2015,Total assets,53669000,thousands
4002,consolidated balance sheets,2016,Total assets,799845000,thousands
4003,consolidated balance sheets,2016,Total assets,106530000,thousands
4004,consolidated balance sheets,2015,Total assets,501460000,thousands
4007,consolidated balance sheets,2015,Total assets,550374000,thousands
4009,consolidated balance sheets,2015,Total assets,147461,thousands
4011,consolidated balance sheets,2015,Total assets,1208022000,thousands
4012,consolidated balance sheets,2015,Total assets,258325745,thousands
4013,consolidated balance sheets,2015,Total assets,30130411,thousands
4017,consolidated balance sheets,2015,Total assets,5840907000,thousands
4018,consolidated balance sheets,2015,Total assets,1330372000,thousands
4019,consolidated balance sheets,2015,Total assets,6071407000,thousands
4024,consolidated balance sheets,2015,TOTAL ASSETS,436679000,thousands
4025,consolidated balance sheets,2016,Total assets,283460000,thousands
4026,consolidated balance sheets,2016,TOTAL ASSETS,29445013,thousands
4027,consolidated balance sheets,2016,Total assets,55181000,thousands
4028,consolidated balance sheets,2016,Total Assets,3113859000,thousands
4029,consolidated balance sheets,2015,TOTAL ASSETS,162000,thousands
4031,consolidated balance sheets,2015,Total assets,424072000,thousands
4033,consolidated balance sheets,2015,Total assets,5575252000,thousands
4035,consolidated balance sheets,2015,TOTAL ASSETS,35274642,thousands
4037,consolidated balance sheets,2015,Total assets,128017000,thousands
4039,consolidated balance sheets,2015,Total Assets,692295000,thousands
4040,consolidated balance sheets,2015,Total assets,24764000,thousands
4041,consolidated balance sheets,2015,Total assets,431285000,thousands
