Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume EUR
2019-03-17,LTCEUR,53,53,52.67,52.86,3.919,206.79
2019-03-16,LTCEUR,52.99,53,52.5,53,0.5997,31.53
2019-03-15,LTCEUR,48.68,52.99,48.68,52.99,0.7549,40.0
2019-03-14,LTCEUR,48.68,48.68,48.68,48.68,0.0,0.0
2019-03-13,LTCEUR,48.68,48.68,48.68,48.68,0.0,0.0
2019-03-12,LTCEUR,52.99,52.99,46.38,48.68,3.694,173.98
2019-03-11,LTCEUR,46.02,52.99,46.02,52.99,0.3774,20.0
2019-03-10,LTCEUR,45.46,52.86,45.46,46.02,0.4009,19.82
2019-03-09,LTCEUR,50.24,50.24,45.46,45.46,2.141,97.32
2019-03-08,LTCEUR,52.87,52.87,49.34,50.24,18.15,904.6
2019-03-07,LTCEUR,52.87,52.87,52.87,52.87,0.0,0.0
2019-03-06,LTCEUR,50,53,46.04,52.87,17.12,875.41
2019-03-05,LTCEUR,39.33,50,39.33,50,26.01,1174.33
2019-03-04,LTCEUR,46.2,46.2,39.33,39.33,0.2,7.866
2019-03-03,LTCEUR,46.2,46.2,46.2,46.2,0.0,0.0
2019-03-02,LTCEUR,46.99,46.99,46.19,46.2,6.848,319.96
2019-03-01,LTCEUR,40.2,46.99,40.2,46.99,2.682,126.03
2019-02-28,LTCEUR,39.55,40.2,39.55,40.2,5.249,211.0
2019-02-27,LTCEUR,40.91,40.91,39.55,39.55,2.451,97.79
2019-02-26,LTCEUR,40.91,40.91,40.91,40.91,0.0,0.0
2019-02-25,LTCEUR,39.86,40.91,39.86,40.91,1.212,49.58
2019-02-24,LTCEUR,45.66,46.48,37.01,39.86,14.58,587.35
2019-02-23,LTCEUR,45.15,47,43.37,45.66,8.739,394.25
2019-02-22,LTCEUR,45.15,45.15,45.15,45.15,0.0,0.0
2019-02-21,LTCEUR,45.15,45.15,45.15,45.15,0.0,0.0
2019-02-20,LTCEUR,43.04,45.15,41,45.15,11.42,511.64
2019-02-19,LTCEUR,41.85,43.04,41.85,43.04,5.533,235.75
2019-02-18,LTCEUR,38.1,41.85,38.1,41.85,19.47,778.83
2019-02-17,LTCEUR,37.05,40,37.05,38.1,8.661,332.06
2019-02-16,LTCEUR,37.05,37.05,37.05,37.05,0.0,0.0
2019-02-15,LTCEUR,37.15,37.84,37.05,37.05,5.441,205.03
2019-02-14,LTCEUR,36.2,37.15,36.2,37.15,9.385,345.65
2019-02-13,LTCEUR,38.37,38.37,35.85,36.2,3.088,111.54
2019-02-12,LTCEUR,37.54,38.37,37.33,38.37,10.44,395.83
2019-02-11,LTCEUR,39.01,39.01,37.54,37.54,2.36,89.95
2019-02-10,LTCEUR,37.8,41.11,37.8,39.01,9.236,366.91
2019-02-09,LTCEUR,37.5,39.9,37,37.8,4.693,182.18
2019-02-08,LTCEUR,29.38,37.5,28,37.5,18.23,612.27
2019-02-07,LTCEUR,28.26,29.38,28.26,29.38,12.82,376.11
2019-02-06,LTCEUR,28.23,28.26,28.23,28.26,4.01,113.32
2019-02-05,LTCEUR,28.23,28.23,28.23,28.23,0.0,0.0
2019-02-04,LTCEUR,29.12,29.57,28.23,28.23,8.855,255.74
2019-02-03,LTCEUR,28.98,29.12,28.98,29.12,0.5189,15.11
2019-02-02,LTCEUR,29.05,30,28.98,28.98,3.972,118.55
2019-02-01,LTCEUR,27.5,29.05,27.5,29.05,2.034,59.0
2019-01-31,LTCEUR,27.49,27.5,27.49,27.5,2.515,69.16
2019-01-30,LTCEUR,25.7,27.49,25.7,27.49,1.17,32.16
2019-01-29,LTCEUR,26.82,27.42,25.7,25.7,26.77,721.08
2019-01-28,LTCEUR,28,28,26.45,26.82,44.41,1184.32
2019-01-27,LTCEUR,27.37,28,27.37,28,0.5,14.0
2019-01-26,LTCEUR,27.37,27.37,27.37,27.37,0.0,0.0
2019-01-25,LTCEUR,27.37,27.37,27.37,27.37,0.0,0.0
2019-01-24,LTCEUR,28.25,28.48,27.37,27.37,18.4,522.98
2019-01-23,LTCEUR,27.77,28.25,27.77,28.25,13.53,381.98
2019-01-22,LTCEUR,27.58,27.77,26.3,27.77,21.02,572.68
2019-01-21,LTCEUR,26.81,27.68,26.81,27.58,17.97,496.92
2019-01-20,LTCEUR,27.95,33.37,26.81,26.81,8.704,258.9
2019-01-19,LTCEUR,27.92,27.95,27.92,27.95,0.2318,6.478
2019-01-18,LTCEUR,26.96,27.92,26.96,27.92,2.002,55.72
2019-01-17,LTCEUR,27.38,27.38,26.96,26.96,1.113,30.0
2019-01-16,LTCEUR,27.41,27.41,27.38,27.38,0.3652,10.0
2019-01-15,LTCEUR,28.46,32,27.41,27.41,11.94,348.53
2019-01-14,LTCEUR,27.39,28.46,27.39,28.46,4.568,130.01
2019-01-13,LTCEUR,28.45,28.7,27.39,27.39,2.1,59.44
2019-01-12,LTCEUR,28.45,28.45,28.45,28.45,0.0,0.0
2019-01-11,LTCEUR,28.97,29.21,28.45,28.45,16.81,488.04
2019-01-10,LTCEUR,35.81,35.81,28.89,28.97,14.69,468.66
2019-01-09,LTCEUR,35.81,35.81,35.81,35.81,0.0,0.0
2019-01-08,LTCEUR,33.8,36.06,33.8,35.81,82.48,2973.13
2019-01-07,LTCEUR,40,40,33.8,33.8,1.1,37.18
2019-01-06,LTCEUR,28.86,40,28.86,40,15.43,586.12
2019-01-05,LTCEUR,28.53,30,28.53,28.86,1.355,40.04
2019-01-04,LTCEUR,27.78,28.91,27.78,28.53,14.17,407.72
2019-01-03,LTCEUR,28.87,28.87,26.28,27.78,7.252,196.84
2019-01-02,LTCEUR,27.64,28.87,27.64,28.87,0.1,2.887
2019-01-01,LTCEUR,27.64,27.64,27.64,27.64,0.0,0.0
2018-12-31,LTCEUR,26.03,27.64,25.44,27.64,1.353,37.36
2018-12-30,LTCEUR,26.03,26.03,26.03,26.03,0.0,0.0
2018-12-29,LTCEUR,26.03,26.03,26.03,26.03,0.0,0.0
2018-12-28,LTCEUR,25,26.03,25,26.03,17.07,440.6
2018-12-27,LTCEUR,26.72,26.72,25,25,8.832,232.05
2018-12-26,LTCEUR,27.28,27.28,26.72,26.72,20.0,534.4
2018-12-25,LTCEUR,38.98,38.98,27.27,27.28,5.808,161.08
2018-12-24,LTCEUR,35.9,38.98,35.83,38.98,1.095,41.56
2018-12-23,LTCEUR,33.01,35.9,28.62,35.9,14.45,427.46
2018-12-22,LTCEUR,26.37,33.01,26.37,33.01,3.692,104.8
2018-12-21,LTCEUR,28.62,28.62,26.37,26.37,6.155,165.34
2018-12-20,LTCEUR,26,28.62,25.92,28.62,9.221,252.43
2018-12-19,LTCEUR,25.88,26,25.88,26,1.1,28.6
2018-12-18,LTCEUR,25.44,30.79,25,25.88,6.881,201.12
2018-12-17,LTCEUR,22.3,25.5,22.3,25.44,30.08,753.61
2018-12-16,LTCEUR,20.4,22.3,20.4,22.3,3.43,73.76
2018-12-15,LTCEUR,20.09,20.43,20.09,20.4,6.11,124.71
2018-12-14,LTCEUR,21.83,21.83,19.98,20.09,6.306,126.43
2018-12-13,LTCEUR,21.83,21.83,21.83,21.83,0.0,0.0
2018-12-12,LTCEUR,19.43,21.83,19.43,21.83,1.997,43.46
2018-12-11,LTCEUR,22,22,19.43,19.43,8.426,172.01
2018-12-10,LTCEUR,23.33,35.1,21.19,22,9.599,254.11
2018-12-09,LTCEUR,21.38,23.33,21.38,23.33,6.917,154.98
2018-12-08,LTCEUR,24.22,24.22,21.15,21.38,0.9802,21.01
2018-12-07,LTCEUR,24,24.22,20.15,24.22,35.83,731.91
2018-12-06,LTCEUR,25.94,25.94,24,24,136.51,3323.39
2018-12-05,LTCEUR,27.43,27.43,25.05,25.94,261.9,7125.18
2018-12-04,LTCEUR,33,33,27.4,27.43,261.56,7170.09
2018-12-03,LTCEUR,29.96,33,26.9,33,11.15,306.36
2018-12-02,LTCEUR,30,30,29,29.96,0.5119,15.28
2018-12-01,LTCEUR,28.21,30,28.21,30,4.265,126.59
2018-11-30,LTCEUR,30.13,30.13,28.14,28.21,3.868,109.22
2018-11-29,LTCEUR,29.74,30.63,29.74,30.13,10.63,316.9
2018-11-28,LTCEUR,25.69,34.7,25.28,29.74,36.43,1094.16
2018-11-27,LTCEUR,25.39,26,25.39,25.69,2.287,58.92
2018-11-26,LTCEUR,27.01,27.39,23.14,25.39,36.23,955.73
2018-11-25,LTCEUR,25.38,27.01,24,27.01,37.68,1008.35
2018-11-24,LTCEUR,27.3,28.31,25.38,25.38,2.38,63.62
2018-11-23,LTCEUR,28.2,29.49,26.95,27.3,23.75,661.41
2018-11-22,LTCEUR,29.64,35.22,28.2,28.2,3.3,111.99
2018-11-21,LTCEUR,28.62,29.64,28.38,29.64,7.344,214.64
2018-11-20,LTCEUR,31.87,32.25,26.73,28.62,26.65,755.49
2018-11-19,LTCEUR,43.99,43.99,31.87,31.87,7.754,251.75
2018-11-18,LTCEUR,36.2,43.99,36.2,43.99,1.137,50.0
2018-11-17,LTCEUR,37.54,37.54,36.2,36.2,0.4408,15.96
2018-11-16,LTCEUR,44.54,44.55,36.36,37.54,7.664,294.59
2018-11-15,LTCEUR,36.37,44.54,36.37,44.54,1.004,40.49
2018-11-14,LTCEUR,43.32,44.66,36.37,36.37,11.37,447.59
2018-11-13,LTCEUR,44.34,45.24,43.32,43.32,5.603,249.38
2018-11-12,LTCEUR,44.33,44.35,44.33,44.34,3.413,151.36
2018-11-11,LTCEUR,44.33,44.33,44.33,44.33,0.0,0.0
2018-11-10,LTCEUR,46,46.31,44.32,44.33,9.092,412.67
2018-11-09,LTCEUR,46,46,46,46,0.0,0.0
2018-11-08,LTCEUR,46.78,46.9,46,46,2.553,119.39
2018-11-07,LTCEUR,48.9,48.9,46.78,46.78,23.94,1170.0
2018-11-06,LTCEUR,48.9,48.9,48.01,48.9,5.817,281.79
2018-11-05,LTCEUR,49,49,47.38,48.9,2.376,113.13
2018-11-04,LTCEUR,44.14,49,44.14,49,3.387,162.33
