Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume TRX,Volume USD
2019-12-25,TRXUSD,0.01395,0.0142,0.01284,0.0135,86341.88,1169.17
2019-12-24,TRXUSD,0.0144,0.01474,0.01367,0.01395,198272.84,2772.41
2019-12-23,TRXUSD,0.01533,0.0156,0.0143,0.0144,73069.98,1088.26
2019-12-22,TRXUSD,0.0145,0.0156,0.01391,0.01533,56816.02,836.59
2019-12-21,TRXUSD,0.01423,0.0145,0.01356,0.0145,22333.58,312.28
2019-12-20,TRXUSD,0.01356,0.01423,0.0132,0.01423,12794.79,172.05
2019-12-19,TRXUSD,0.0145,0.0145,0.01316,0.01356,59149.37,812.2
2019-12-18,TRXUSD,0.01306,0.0145,0.013,0.0145,41651.39,555.5
2019-12-17,TRXUSD,0.0139,0.014,0.01306,0.01306,54226.91,737.62
2019-12-16,TRXUSD,0.0145,0.01485,0.01375,0.0139,43176.65,621.14
2019-12-15,TRXUSD,0.0145,0.01489,0.01425,0.0145,78712.12,1143.07
2019-12-14,TRXUSD,0.0144,0.01496,0.01426,0.0145,32402.97,472.09
2019-12-13,TRXUSD,0.01402,0.01455,0.01373,0.0144,49518.88,705.29
2019-12-12,TRXUSD,0.01431,0.01458,0.01393,0.01402,44948.72,636.55
2019-12-11,TRXUSD,0.0146,0.01488,0.01431,0.01431,11920.27,172.4
2019-12-10,TRXUSD,0.01474,0.0149,0.01436,0.0146,54598.55,800.73
2019-12-09,TRXUSD,0.0153,0.01546,0.0147,0.01474,44814.09,675.26
2019-12-08,TRXUSD,0.01499,0.0155,0.0148,0.0153,45467.31,693.07
2019-12-07,TRXUSD,0.0153,0.01551,0.01489,0.01499,80675.48,1241.24
2019-12-06,TRXUSD,0.01483,0.01589,0.01474,0.0153,34054.93,519.78
2019-12-05,TRXUSD,0.0149,0.01558,0.01436,0.01483,22605.54,336.81
2019-12-04,TRXUSD,0.01631,0.01631,0.01459,0.0149,118384.76,1804.27
2019-12-03,TRXUSD,0.01558,0.01638,0.01558,0.01631,48745.2,781.44
2019-12-02,TRXUSD,0.0169,0.0169,0.01551,0.01558,56530.92,907.51
2019-12-01,TRXUSD,0.01586,0.01694,0.01573,0.0169,25200.51,416.53
2019-11-30,TRXUSD,0.0165,0.017,0.01586,0.01586,23240.14,378.97
2019-11-29,TRXUSD,0.01649,0.01704,0.01649,0.0165,17928.35,297.91
2019-11-28,TRXUSD,0.01657,0.0171,0.01616,0.01649,34266.04,574.39
2019-11-27,TRXUSD,0.01595,0.0171,0.01568,0.01657,32820.66,538.34
2019-11-26,TRXUSD,0.0156,0.01638,0.01517,0.01595,46897.78,735.17
2019-11-25,TRXUSD,0.01491,0.0156,0.014,0.0156,39883.43,595.6
2019-11-24,TRXUSD,0.0157,0.01597,0.01491,0.01491,14787.19,229.78
2019-11-23,TRXUSD,0.01545,0.01593,0.01504,0.0157,9617.55,150.41
2019-11-22,TRXUSD,0.0164,0.01689,0.01468,0.01545,37236.74,580.09
2019-11-21,TRXUSD,0.01721,0.0178,0.0153,0.0164,656216.42,11040.44
2019-11-20,TRXUSD,0.01755,0.01774,0.01721,0.01721,11688.5,203.48
2019-11-19,TRXUSD,0.01805,0.01889,0.01712,0.01755,79486.27,1418.93
2019-11-18,TRXUSD,0.01961,0.0198,0.018,0.01805,77038.41,1453.5
2019-11-17,TRXUSD,0.0197,0.0198,0.01937,0.01961,15211.55,297.51
2019-11-16,TRXUSD,0.01979,0.0198,0.01936,0.0197,12345.22,241.16
2019-11-15,TRXUSD,0.0205,0.02052,0.0192,0.01979,64603.74,1263.4
2019-11-14,TRXUSD,0.02024,0.02067,0.01966,0.0205,67468.88,1361.56
2019-11-13,TRXUSD,0.02001,0.02088,0.02,0.02024,45556.1,925.44
2019-11-12,TRXUSD,0.0202,0.02121,0.01987,0.02001,96787.56,1976.18
2019-11-11,TRXUSD,0.01992,0.02065,0.01951,0.0202,61150.09,1217.4
2019-11-10,TRXUSD,0.01951,0.02068,0.01951,0.01992,22940.53,459.62
2019-11-09,TRXUSD,0.01943,0.02009,0.01936,0.01951,53479.24,1044.31
2019-11-08,TRXUSD,0.01998,0.0203,0.01936,0.01943,51417.85,1020.75
2019-11-07,TRXUSD,0.02083,0.02083,0.01951,0.01998,58536.24,1180.8
2019-11-06,TRXUSD,0.02021,0.02086,0.01988,0.02083,20232.78,415.08
2019-11-05,TRXUSD,0.02042,0.021,0.01976,0.02021,25441.52,518.67
2019-11-04,TRXUSD,0.0201,0.02079,0.01949,0.02042,24295.85,491.65
2019-11-03,TRXUSD,0.02022,0.02097,0.01975,0.0201,83624.31,1703.29
2019-11-02,TRXUSD,0.02001,0.02103,0.02001,0.02022,28715.69,592.31
2019-11-01,TRXUSD,0.0201,0.0204,0.01818,0.02001,26555.74,518.98
2019-10-31,TRXUSD,0.0201,0.02106,0.01983,0.0201,26774.69,540.33
2019-10-30,TRXUSD,0.02116,0.0226,0.02,0.0201,80439.35,1681.82
2019-10-29,TRXUSD,0.02034,0.022,0.01974,0.02116,77254.72,1641.75
2019-10-28,TRXUSD,0.01906,0.021,0.01906,0.02034,266640.5,5318.8
2019-10-27,TRXUSD,0.01614,0.01949,0.01614,0.01906,124268.5,2318.5
2019-10-26,TRXUSD,0.01735,0.0185,0.016,0.01614,72789.95,1276.74
2019-10-25,TRXUSD,0.01577,0.0177,0.01577,0.01735,43883.41,720.85
2019-10-24,TRXUSD,0.01523,0.01629,0.0152,0.01577,13530.48,212.46
2019-10-23,TRXUSD,0.0163,0.0163,0.01485,0.01523,30512.2,470.49
2019-10-22,TRXUSD,0.016,0.01649,0.0157,0.0163,37093.52,597.3
2019-10-21,TRXUSD,0.0162,0.01673,0.01571,0.016,31733.43,516.17
2019-10-20,TRXUSD,0.0163,0.01679,0.01583,0.0162,46156.11,756.89
2019-10-19,TRXUSD,0.0161,0.01679,0.0161,0.0163,5589.43,91.76
2019-10-18,TRXUSD,0.0161,0.01629,0.0157,0.0161,13117.32,210.73
2019-10-17,TRXUSD,0.0158,0.01668,0.01557,0.0161,35526.69,568.15
2019-10-16,TRXUSD,0.01654,0.01719,0.0157,0.0158,117906.62,1877.8
2019-10-15,TRXUSD,0.0176,0.01766,0.01654,0.01654,164100.13,2864.0
2019-10-14,TRXUSD,0.0169,0.01763,0.0169,0.0176,128683.68,2260.37
2019-10-13,TRXUSD,0.01654,0.018,0.01654,0.0169,24863.49,422.94
2019-10-12,TRXUSD,0.01679,0.01739,0.01647,0.01654,22726.48,382.41
2019-10-11,TRXUSD,0.0173,0.01768,0.01651,0.01679,30984.44,532.29
2019-10-10,TRXUSD,0.01752,0.0181,0.01678,0.0173,145566.88,2597.44
2019-10-09,TRXUSD,0.01773,0.01827,0.0175,0.01752,22220.23,397.56
2019-10-08,TRXUSD,0.01748,0.0178,0.01664,0.01773,29311.79,508.63
2019-10-07,TRXUSD,0.0155,0.01795,0.0155,0.01748,130219.98,2123.5
2019-10-06,TRXUSD,0.01591,0.0163,0.01541,0.0155,27455.23,439.6
2019-10-05,TRXUSD,0.01546,0.01632,0.0151,0.01591,27813.93,435.18
2019-10-04,TRXUSD,0.01532,0.01557,0.015,0.01546,25506.46,387.72
2019-10-03,TRXUSD,0.01506,0.01541,0.01482,0.01532,41521.04,626.07
2019-10-02,TRXUSD,0.01512,0.01565,0.01496,0.01506,26219.97,399.04
2019-10-01,TRXUSD,0.01524,0.01565,0.01505,0.01512,48399.74,740.06
2019-09-30,TRXUSD,0.01423,0.0157,0.014,0.01524,61436.4,899.79
2019-09-29,TRXUSD,0.01479,0.01479,0.01396,0.01423,44838.86,635.89
2019-09-28,TRXUSD,0.01448,0.01498,0.01448,0.01479,8842.87,129.35
2019-09-27,TRXUSD,0.014,0.01481,0.01369,0.01448,34138.66,485.55
2019-09-26,TRXUSD,0.01458,0.01751,0.0133,0.014,306848.4,4415.81
2019-09-25,TRXUSD,0.01363,0.01458,0.0133,0.01458,100694.58,1394.96
2019-09-24,TRXUSD,0.017,0.01742,0.01333,0.01363,130547.58,1981.07
2019-09-23,TRXUSD,0.01752,0.01795,0.017,0.017,29718.95,519.32
2019-09-22,TRXUSD,0.01837,0.01889,0.01752,0.01752,7054.75,128.01
2019-09-21,TRXUSD,0.01819,0.0189,0.01759,0.01837,19286.38,353.03
2019-09-20,TRXUSD,0.01864,0.01892,0.0176,0.01819,11327.63,202.57
2019-09-19,TRXUSD,0.01875,0.0191,0.0175,0.01864,48016.37,866.47
2019-09-18,TRXUSD,0.0175,0.01913,0.0175,0.01875,43833.82,821.36
2019-09-17,TRXUSD,0.0162,0.01794,0.01599,0.0175,25816.84,437.9
2019-09-16,TRXUSD,0.01601,0.01643,0.01561,0.0162,22332.35,357.04
2019-09-15,TRXUSD,0.01628,0.0165,0.01601,0.01601,14477.55,235.58
2019-09-14,TRXUSD,0.01581,0.01628,0.01548,0.01628,22231.23,358.25
2019-09-13,TRXUSD,0.01548,0.01613,0.01516,0.01581,16251.25,253.87
2019-09-12,TRXUSD,0.01538,0.01629,0.01507,0.01548,30913.98,478.31
2019-09-11,TRXUSD,0.01655,0.01655,0.01538,0.01538,31089.59,498.26
2019-09-10,TRXUSD,0.01601,0.01667,0.01601,0.01655,20791.39,339.35
2019-09-09,TRXUSD,0.0158,0.01668,0.0158,0.01601,30157.65,491.16
2019-09-08,TRXUSD,0.01509,0.0162,0.01509,0.0158,46789.6,745.61
2019-09-07,TRXUSD,0.01453,0.01562,0.0145,0.01509,43503.85,645.53
2019-09-06,TRXUSD,0.0155,0.01588,0.01451,0.01453,62862.91,947.98
2019-09-05,TRXUSD,0.01601,0.01656,0.0155,0.0155,74954.0,1192.04
2019-09-04,TRXUSD,0.01789,0.01789,0.01589,0.01601,76231.77,1247.86
2019-09-03,TRXUSD,0.01685,0.0189,0.01625,0.01789,50708.03,851.25
2019-09-02,TRXUSD,0.01627,0.01687,0.01594,0.01685,35443.9,576.24
2019-09-01,TRXUSD,0.0167,0.01744,0.0162,0.01627,103353.79,1691.98
2019-08-31,TRXUSD,0.0178,0.0178,0.01627,0.0167,82784.89,1376.43
2019-08-30,TRXUSD,0.01636,0.02,0.0158,0.0178,222679.29,3919.7
2019-08-29,TRXUSD,0.01749,0.01775,0.01632,0.01636,43568.43,741.39
2019-08-28,TRXUSD,0.01828,0.019,0.01711,0.01749,125716.21,2326.1
2019-08-27,TRXUSD,0.01823,0.01922,0.01823,0.01828,70993.94,1330.58
2019-08-26,TRXUSD,0.0185,0.01895,0.01808,0.01823,23101.25,428.35
2019-08-25,TRXUSD,0.01866,0.01906,0.0184,0.0185,11564.29,216.75
2019-08-24,TRXUSD,0.01877,0.01911,0.01826,0.01866,16473.0,307.12
2019-08-23,TRXUSD,0.01797,0.019,0.01797,0.01877,30319.94,568.05
2019-08-22,TRXUSD,0.01801,0.01857,0.01753,0.01797,13857.04,247.69
2019-08-21,TRXUSD,0.01791,0.01949,0.0175,0.01801,38220.32,698.62
2019-08-20,TRXUSD,0.01858,0.01901,0.0179,0.01791,29562.87,545.27
2019-08-19,TRXUSD,0.01885,0.0198,0.01836,0.01858,30423.52,567.7
2019-08-18,TRXUSD,0.01789,0.01886,0.0175,0.01885,37081.22,674.2
2019-08-17,TRXUSD,0.018,0.01838,0.0175,0.01789,30614.94,544.67
2019-08-16,TRXUSD,0.01839,0.01839,0.01744,0.018,59909.86,1072.91
2019-08-15,TRXUSD,0.01871,0.01967,0.017,0.01839,135293.24,2478.96
2019-08-14,TRXUSD,0.021,0.0211,0.01871,0.01871,91035.75,1815.98
2019-08-13,TRXUSD,0.02085,0.0212,0.02046,0.021,15633.46,326.3
2019-08-12,TRXUSD,0.02075,0.02122,0.02062,0.02085,9071.43,189.63
2019-08-11,TRXUSD,0.02096,0.02184,0.0204,0.02075,24274.0,502.78
2019-08-10,TRXUSD,0.02,0.02116,0.02,0.02096,73204.66,1521.51
2019-08-09,TRXUSD,0.02225,0.02228,0.02,0.02,108984.85,2252.54
2019-08-08,TRXUSD,0.0218,0.02225,0.02176,0.02225,4213.78,93.5
2019-08-07,TRXUSD,0.02221,0.02246,0.0218,0.0218,141007.98,3101.15
2019-08-06,TRXUSD,0.02373,0.02373,0.02221,0.02221,32301.84,732.21
2019-08-05,TRXUSD,0.02263,0.02589,0.02263,0.02373,48585.97,1151.95
2019-08-04,TRXUSD,0.0234,0.0234,0.02242,0.02263,43496.29,989.36
2019-08-03,TRXUSD,0.02281,0.02364,0.02236,0.0234,16199.7,377.71
2019-08-02,TRXUSD,0.02236,0.02324,0.022,0.02281,84708.93,1891.67
2019-08-01,TRXUSD,0.02264,0.02326,0.02235,0.02236,17824.05,405.4
2019-07-31,TRXUSD,0.0232,0.02334,0.02264,0.02264,21194.5,486.07
2019-07-30,TRXUSD,0.02309,0.02376,0.0225,0.0232,27200.2,627.68
2019-07-29,TRXUSD,0.02329,0.0239,0.02284,0.02309,7082.21,164.75
2019-07-28,TRXUSD,0.0231,0.02401,0.02288,0.02329,30666.69,720.03
2019-07-27,TRXUSD,0.02422,0.02466,0.02284,0.0231,275820.98,6572.25
2019-07-26,TRXUSD,0.02444,0.02475,0.02401,0.02422,10557.72,255.6
2019-07-25,TRXUSD,0.02457,0.02563,0.02443,0.02444,51488.27,1285.65
2019-07-24,TRXUSD,0.02518,0.02662,0.0243,0.02457,76175.2,1923.53
2019-07-23,TRXUSD,0.02788,0.02946,0.02367,0.02518,140190.52,3632.31
2019-07-22,TRXUSD,0.02981,0.03098,0.02788,0.02788,34455.83,1026.18
2019-07-21,TRXUSD,0.03062,0.03144,0.02788,0.02981,63905.46,1878.64
2019-07-20,TRXUSD,0.02827,0.03127,0.02827,0.03062,77995.6,2355.58
2019-07-19,TRXUSD,0.02737,0.02835,0.025,0.02835,78533.3,2119.76
2019-07-18,TRXUSD,0.0242,0.02741,0.024,0.02737,122463.61,3139.26
2019-07-17,TRXUSD,0.02291,0.02589,0.022,0.0242,50187.76,1197.23
2019-07-16,TRXUSD,0.02748,0.02748,0.02172,0.02291,162013.92,3897.08
2019-07-15,TRXUSD,0.02749,0.02862,0.0255,0.02748,150097.45,4010.64
2019-07-14,TRXUSD,0.02949,0.03085,0.0271,0.02749,90134.3,2592.14
2019-07-13,TRXUSD,0.03127,0.03127,0.02929,0.02949,53626.64,1597.05
2019-07-12,TRXUSD,0.02928,0.03163,0.02928,0.03127,52938.41,1644.87
2019-07-11,TRXUSD,0.03356,0.03356,0.02913,0.02928,154541.09,4703.11
2019-07-10,TRXUSD,0.03473,0.03533,0.032,0.03356,61456.87,2049.46
2019-07-09,TRXUSD,0.03529,0.03529,0.0338,0.03473,54313.5,1882.19
2019-07-08,TRXUSD,0.03492,0.036,0.03365,0.03529,112740.71,3908.39
2019-07-07,TRXUSD,0.03277,0.036,0.03277,0.03492,46743.04,1605.07
2019-07-06,TRXUSD,0.03365,0.03385,0.03277,0.03277,23832.4,792.07
2019-07-05,TRXUSD,0.0326,0.03451,0.0326,0.03365,38639.41,1289.41
2019-07-04,TRXUSD,0.03436,0.03436,0.0326,0.0326,32821.99,1097.72
2019-07-03,TRXUSD,0.03448,0.03448,0.0326,0.03436,45111.92,1518.08
2019-07-02,TRXUSD,0.03331,0.03451,0.031,0.03448,111702.19,3635.08
2019-07-01,TRXUSD,0.03399,0.03578,0.032,0.03331,77781.76,2610.1
2019-06-30,TRXUSD,0.03588,0.0365,0.03399,0.03399,32880.5,1161.2
2019-06-29,TRXUSD,0.0348,0.0375,0.0331,0.03588,112482.3,3962.23
2019-06-28,TRXUSD,0.0327,0.03581,0.03234,0.0348,85837.38,2932.53
2019-06-27,TRXUSD,0.03893,0.03966,0.03234,0.0327,257638.33,8868.64
2019-06-26,TRXUSD,0.03832,0.04121,0.03638,0.03893,218908.13,8709.01
2019-06-25,TRXUSD,0.03786,0.04047,0.03786,0.0392,93209.73,3679.89
2019-06-24,TRXUSD,0.038,0.03959,0.0362,0.03808,108246.53,4172.18
2019-06-23,TRXUSD,0.03736,0.03861,0.03658,0.038,125186.27,4703.79
2019-06-22,TRXUSD,0.03321,0.038,0.0331,0.03736,293944.47,10688.83
2019-06-21,TRXUSD,0.03366,0.03428,0.0332,0.03321,70647.4,2387.13
2019-06-20,TRXUSD,0.03384,0.03435,0.0331,0.03366,76013.62,2577.19
2019-06-19,TRXUSD,0.03318,0.0344,0.03318,0.03384,25483.74,859.0
2019-06-18,TRXUSD,0.03395,0.03395,0.03304,0.03318,46188.59,1551.12
2019-06-17,TRXUSD,0.03368,0.03395,0.03298,0.03395,24446.84,815.8
2019-06-16,TRXUSD,0.0334,0.03449,0.03312,0.03368,58328.24,1965.08
2019-06-15,TRXUSD,0.0331,0.0345,0.0331,0.0334,18544.56,624.41
