Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume USD
2018-05-09,EOSUSD,18.2,18.2,17.3,17.76,1755.97,31152.75
2018-05-08,EOSUSD,18.01,18.39,17.79,18.2,3208.69,58051.71
2018-05-07,EOSUSD,17.35,18.2,16.72,18.01,3880.44,68238.16
2018-05-06,EOSUSD,17.74,17.86,16.69,17.35,1460.95,25090.76
2018-05-05,EOSUSD,16.92,18.41,16.86,17.74,2397.75,43182.36
2018-05-04,EOSUSD,17.73,17.77,16.4,16.92,3774.49,64263.05
2018-05-03,EOSUSD,18.91,19.19,17.32,17.73,4665.49,84147.53
2018-05-02,EOSUSD,19.2,19.82,18.2,18.91,3258.71,62244.95
2018-05-01,EOSUSD,17.71,19.44,16.39,19.2,5851.76,102981.03
2018-04-30,EOSUSD,21.49,21.63,16.7,17.71,9023.61,169083.44
2018-04-29,EOSUSD,18.92,23.5,18.74,21.49,9851.8,204612.06
2018-04-28,EOSUSD,17.2,19.99,16.98,18.92,6155.31,114529.6
2018-04-27,EOSUSD,15.34,17.75,14.79,17.2,4723.09,77542.02
2018-04-26,EOSUSD,14.4,15.34,13.85,15.34,1458.93,21398.99
2018-04-25,EOSUSD,15.01,15.51,13,14.4,6602.59,94443.94
2018-04-24,EOSUSD,11.5,16,11.5,15.01,4514.76,63750.76
2018-04-23,EOSUSD,11.57,12,11.18,11.5,1509.95,17642.55
2018-04-22,EOSUSD,10.91,11.8,10.73,11.57,1670.62,19259.12
2018-04-21,EOSUSD,11.84,12,10.43,10.91,2765.34,30702.63
2018-04-20,EOSUSD,9.6,11.85,9.41,11.84,3639.32,38767.62
2018-04-19,EOSUSD,9.15,9.6,8.85,9.6,1882.39,17517.39
2018-04-18,EOSUSD,9,9.18,8.569,9.15,641.51,5718.63
2018-04-17,EOSUSD,8.1,9,8.057,9,2613.54,22751.87
2018-04-16,EOSUSD,8.508,8.508,7.5,8.1,1027.56,8360.56
2018-04-15,EOSUSD,8.655,8.72,7.5,8.508,1872.9,15558.28
2018-04-14,EOSUSD,9.117,9.12,8.112,8.655,3634.42,31041.76
2018-04-13,EOSUSD,8.849,9.546,8.5,9.117,5303.15,48160.58
2018-04-12,EOSUSD,8.353,9.37,7.4,8.849,9401.74,81220.44
2018-04-11,EOSUSD,6.219,8.831,6.01,8.353,9267.64,66995.5
2018-04-10,EOSUSD,5.95,6.22,5.8,6.219,955.92,5777.81
2018-04-09,EOSUSD,6.014,6.2,5.813,5.95,747.45,4496.42
2018-04-08,EOSUSD,5.95,6.19,5.95,6.014,502.6,3059.53
2018-04-07,EOSUSD,6,6.2,5.8,5.95,938.22,5597.83
2018-04-06,EOSUSD,6.5,6.5,5.85,6,1116.41,6811.77
2018-04-05,EOSUSD,5.814,6.5,5.745,6.5,1709.83,10320.61
2018-04-04,EOSUSD,6.103,6.389,5.53,5.814,1718.21,10373.24
2018-04-03,EOSUSD,5.9,6.27,5.866,6.103,1316.16,8045.47
2018-04-02,EOSUSD,5.924,6.05,5.866,5.9,590.07,3505.25
2018-04-01,EOSUSD,6.392,6.65,5.52,5.924,2710.28,16428.49
2018-03-31,EOSUSD,6.46,6.78,6.3,6.392,2886.9,18942.2
2018-03-30,EOSUSD,6.104,6.6,6.101,6.46,2038.02,13117.01
2018-03-29,EOSUSD,6.39,6.598,5.95,6.104,1603.22,10083.58
2018-03-28,EOSUSD,6.309,6.66,6.15,6.39,977.63,6334.15
2018-03-27,EOSUSD,6.304,6.6,5.778,6.309,2362.76,14665.17
2018-03-26,EOSUSD,6.958,6.962,5.7,6.304,1316.06,8289.64
2018-03-25,EOSUSD,6.81,6.988,6.71,6.958,1103.49,7623.76
2018-03-24,EOSUSD,7.168,7.448,6.81,6.81,2329.56,16413.98
2018-03-23,EOSUSD,6.986,7.29,6.7,7.168,2001.23,14019.11
2018-03-22,EOSUSD,7.099,7.44,6.397,6.986,3587.34,25053.91
2018-03-21,EOSUSD,6.333,7.48,6.124,7.099,2944.94,20079.77
2018-03-20,EOSUSD,6.098,6.554,5.738,6.333,2380.35,14682.14
2018-03-19,EOSUSD,4.927,6.098,4.817,6.098,4313.1,23374.67
2018-03-18,EOSUSD,4.981,5.25,4.001,4.927,3789.36,16980.9
2018-03-17,EOSUSD,5.343,5.386,4.87,4.981,1142.88,5936.9
2018-03-16,EOSUSD,5.421,5.6,5.192,5.343,1276.89,6879.26
2018-03-15,EOSUSD,5.41,5.618,5.186,5.421,776.46,4178.9
2018-03-14,EOSUSD,5.98,6.2,5.409,5.41,2881.13,16750.77
2018-03-13,EOSUSD,6.522,6.8,5.9,5.98,1623.12,10017.57
2018-03-12,EOSUSD,6.969,7.146,6.485,6.522,853.25,5782.35
2018-03-11,EOSUSD,6.885,7.179,6.6,6.969,264.77,1826.85
2018-03-10,EOSUSD,7.078,7.5,6.71,6.885,806.04,5742.38
2018-03-09,EOSUSD,7,7.188,6.469,7.078,1188.78,7886.67
2018-03-08,EOSUSD,7.2,7.498,6.702,7,623.93,4410.56
2018-03-07,EOSUSD,7.232,8,6.663,7.2,1285.07,9152.49
2018-03-06,EOSUSD,8.755,9.357,6.99,7.232,3969.41,31044.93
2018-03-05,EOSUSD,8.863,8.98,8.7,8.755,1081.55,9497.22
2018-03-04,EOSUSD,8.54,9.107,8.54,8.863,1300.16,11191.93
2018-03-03,EOSUSD,8.837,9,8.411,8.54,861.02,7537.44
2018-03-02,EOSUSD,9.155,9.36,8.613,8.837,773.95,6996.73
2018-03-01,EOSUSD,9.185,9.5,8.909,9.155,774.15,7037.22
2018-02-28,EOSUSD,9,9.291,8.5,9.185,588.1,5279.99
2018-02-27,EOSUSD,8.988,9.143,8.676,9,866.46,7762.37
2018-02-26,EOSUSD,8.763,9.123,8.4,8.988,373.64,3304.37
2018-02-25,EOSUSD,8.749,9,8.4,8.763,369.48,3169.79
2018-02-24,EOSUSD,8.945,9.733,8.5,8.749,733.7,6425.77
2018-02-23,EOSUSD,8.437,9.148,8.309,8.945,514.7,4492.22
2018-02-22,EOSUSD,8.92,9.496,8.3,8.457,806.37,7031.02
2018-02-21,EOSUSD,9.947,10.1,8.5,8.92,1387.63,12505.33
2018-02-20,EOSUSD,10.16,10.6,9.7,9.947,1208.84,12232.8
2018-02-19,EOSUSD,10,10.9,9.7,10.16,2180.47,22147.13
2018-02-18,EOSUSD,11.01,11.32,10,10,1960.53,20766.39
2018-02-17,EOSUSD,10.53,11.32,10.53,11.01,1253.79,13747.21
2018-02-16,EOSUSD,10.8,10.9,10.13,10.53,1172.58,12295.01
2018-02-15,EOSUSD,10.35,10.99,10.25,10.8,1656.81,17658.29
2018-02-14,EOSUSD,9.65,11,9.64,10.35,1832.92,19053.13
2018-02-13,EOSUSD,9.8,9.998,9.6,9.65,1726.42,16688.06
2018-02-12,EOSUSD,9.129,9.8,9.095,9.8,1240.15,11847.24
2018-02-11,EOSUSD,9.637,10.5,8.6,9.129,1913.11,17858.36
2018-02-10,EOSUSD,10.02,11.14,9.28,9.637,2208.29,22227.06
2018-02-09,EOSUSD,8.587,10.27,8.29,10.02,2185.66,20241.14
2018-02-08,EOSUSD,8.268,9.31,8.268,8.587,1946.58,17214.74
2018-02-07,EOSUSD,8.673,10,8.031,8.268,2247.22,20147.98
2018-02-06,EOSUSD,8.321,9,6,8.673,2948.28,22406.21
2018-02-05,EOSUSD,10.2,10.32,7.5,8.321,3511.85,30540.32
2018-02-04,EOSUSD,11.4,11.98,9.805,10.2,797.01,8648.08
2018-02-03,EOSUSD,11.3,12.5,10.4,11.4,2914.55,34380.44
2018-02-02,EOSUSD,11.3,12.8,9.1,11.3,3672.39,38198.05
2018-02-01,EOSUSD,12.57,13,10.1,11.3,2343.59,26181.69
2018-01-31,EOSUSD,12.5,12.99,11.7,12.57,1606.63,19599.71
2018-01-30,EOSUSD,14.37,14.85,12.24,12.5,2307.5,31005.23
2018-01-29,EOSUSD,15,15.15,14.2,14.37,2584.65,37926.16
2018-01-28,EOSUSD,15.28,15.28,14.85,15,1483.54,22142.53
2018-01-27,EOSUSD,15,17.04,14.55,15.28,3725.51,57577.31
2018-01-26,EOSUSD,15.17,15.5,14.1,15,1545.55,22846.98
2018-01-25,EOSUSD,14.5,15.4,14.3,15.17,2347.84,35079.54
2018-01-24,EOSUSD,14.43,15.4,14,14.5,1195.72,17367.5
2018-01-23,EOSUSD,15.18,15.27,14.14,14.43,845.05,12461.29
2018-01-22,EOSUSD,15.18,15.18,15.18,15.18,0.0,0.0
2018-01-21,EOSUSD,16.65,17,14.8,15.18,1157.1,18044.81
2018-01-20,EOSUSD,12.59,17,12.53,16.8,4191.8,61146.94
2018-01-19,EOSUSD,12.25,12.99,11.6,12.53,2126.5,26692.11
2018-01-18,EOSUSD,12,13.5,11.3,12.25,1633.42,20344.69
2018-01-17,EOSUSD,12,13.8,9.089,12,6152.36,68726.63
2018-01-16,EOSUSD,14.29,14.7,9.654,12,5638.6,71695.62
2018-01-15,EOSUSD,15.33,16.43,14.1,14.29,2743.9,41649.77
2018-01-14,EOSUSD,17.5,17.99,15,15.33,3875.62,62708.77
2018-01-13,EOSUSD,14,20.1,14,17.5,8040.32,144603.66
2018-01-12,EOSUSD,12.5,14.3,12,14,1240.86,16589.6
2018-01-11,EOSUSD,12.3,13,10.99,12.5,5017.59,60911.25
2018-01-10,EOSUSD,10.54,12.4,9.56,12.3,5471.23,62815.59
2018-01-09,EOSUSD,10.31,10.67,10.1,10.54,1541.84,16149.58
2018-01-08,EOSUSD,10.12,10.79,9.51,10.31,2513.37,25929.84
2018-01-07,EOSUSD,10.13,10.99,9.94,10.12,2708.38,28113.21
2018-01-06,EOSUSD,9.675,10.2,9.25,10.13,2670.7,25872.3
2018-01-05,EOSUSD,10.3,10.84,9,9.675,2469.2,24039.51
2018-01-04,EOSUSD,9.48,11.5,9.1,10.3,5069.38,53274.57
2018-01-03,EOSUSD,8.9,9.49,8.5,9.48,4697.39,41589.91
2018-01-02,EOSUSD,8.411,9.1,8.411,8.9,2185.58,19130.24
2018-01-01,EOSUSD,8.698,8.7,8.2,8.411,1195.39,10147.17
2017-12-31,EOSUSD,8.439,8.7,7.9,8.698,1125.69,9458.43
2017-12-30,EOSUSD,8.715,8.88,7.6,8.439,2275.24,18763.42
2017-12-29,EOSUSD,8.812,9.15,8.595,8.715,1322.32,11679.0
2017-12-28,EOSUSD,9.3,9.4,8.1,8.812,2280.4,20403.18
2017-12-27,EOSUSD,8.6,9.799,8.6,9.3,3476.94,32265.5
2017-12-26,EOSUSD,9.008,9.519,8.6,8.6,2975.45,27175.59
2017-12-25,EOSUSD,9.282,9.52,8.62,9.008,3563.2,32537.0
2017-12-24,EOSUSD,10.04,10.33,8.34,9.282,4183.74,38218.18
2017-12-23,EOSUSD,9.928,11.2,9.41,10.04,3923.37,40539.73
2017-12-22,EOSUSD,11.5,11.5,7.66,9.928,6259.03,59091.69
2017-12-21,EOSUSD,11.5,12.22,10.51,11.5,4352.35,50677.82
2017-12-20,EOSUSD,12.6,12.6,10,11.5,5934.41,68548.9
2017-12-19,EOSUSD,9,13,9,12.6,14743.26,167230.59
2017-12-18,EOSUSD,8.319,9.302,8.12,9,6129.34,52869.11
2017-12-17,EOSUSD,8.98,8.98,8,8.319,4508.38,37879.02
2017-12-16,EOSUSD,8.353,9,8.105,8.98,3075.44,27035.12
2017-12-15,EOSUSD,9.372,9.372,7.1,8.353,6186.17,48662.87
2017-12-14,EOSUSD,7.15,9.372,7.15,9.372,11468.23,95096.67
2017-12-13,EOSUSD,5.27,7.5,5,7.15,13089.93,87222.37
2017-12-12,EOSUSD,4.2,5.567,4.2,5.27,9061.93,45370.82
2017-12-11,EOSUSD,3.9,5.45,3.9,4.2,11691.88,53499.69
2017-12-10,EOSUSD,4.2,4.31,3.8,3.9,3557.55,14278.99
2017-12-09,EOSUSD,4.509,4.7,3.93,4.2,4767.04,20926.76
2017-12-08,EOSUSD,4.07,4.8,3.81,4.509,3801.47,16858.19
2017-12-07,EOSUSD,4.991,5,3.802,4.07,6528.46,28142.92
2017-12-06,EOSUSD,4.55,5.6,4.311,4.991,9988.47,49810.2
2017-12-05,EOSUSD,3.95,4.7,3.75,4.55,9210.36,38103.26
2017-12-04,EOSUSD,3.82,4.2,3.681,3.95,6108.71,23966.48
2017-12-03,EOSUSD,3.98,4.711,3.681,3.82,11502.05,45850.96
2017-12-02,EOSUSD,3.111,4,3.111,3.98,5488.36,20360.98
2017-12-01,EOSUSD,3,3.2,2.741,3.111,2760.16,8521.11
2017-11-30,EOSUSD,2.5,3.2,2.5,3,1771.21,5171.74
2017-11-29,EOSUSD,2.91,3.3,2.5,2.5,5375.32,15851.91
2017-11-28,EOSUSD,3.03,3.415,2.8,2.91,7872.51,23831.59
2017-11-27,EOSUSD,2.695,3.04,2.325,3.03,2965.07,8434.85
2017-11-26,EOSUSD,1.949,2.832,1.949,2.695,3920.05,9144.31
2017-11-25,EOSUSD,1.9,1.959,1.82,1.949,600.9,1139.25
2017-11-24,EOSUSD,1.92,1.986,1.75,1.9,1763.77,3175.82
2017-11-23,EOSUSD,1.917,1.986,1.819,1.92,558.52,1072.89
2017-11-22,EOSUSD,2.01,2.026,1.755,1.917,1222.9,2294.08
2017-11-21,EOSUSD,2.038,2.11,1.882,2.01,968.5,1904.98
2017-11-20,EOSUSD,1.9,2.038,1.841,2.038,2497.27,4901.47
2017-11-19,EOSUSD,2.06,2.06,1.701,1.9,1710.14,3286.63
2017-11-18,EOSUSD,1.744,2.07,1.634,2.06,1166.18,2209.8
2017-11-17,EOSUSD,1.6,1.778,1.555,1.744,448.15,735.52
2017-11-16,EOSUSD,1.6,1.81,1.599,1.6,1246.97,2167.56
2017-11-15,EOSUSD,1.704,1.87,1.54,1.6,1097.75,1875.59
2017-11-14,EOSUSD,1.113,1.96,1.113,1.704,2582.25,3900.05
2017-11-13,EOSUSD,1.123,1.209,1.102,1.113,207.99,246.31
2017-11-12,EOSUSD,1.199,1.2,1.01,1.123,485.09,560.42
2017-11-11,EOSUSD,1,1.2,0.96,1.199,1032.47,1059.17
2017-11-10,EOSUSD,1.21,1.215,0.983,1,558.03,613.84
2017-11-09,EOSUSD,1.189,1.23,1.15,1.21,191.78,229.17
2017-11-08,EOSUSD,0.9825,1.25,0.98,1.189,1193.18,1396.03
2017-11-07,EOSUSD,0.9064,1.029,0.9064,0.9825,792.8,799.28
2017-11-06,EOSUSD,1.13,1.13,0.9064,0.9064,203.01,207.0
2017-11-05,EOSUSD,1.16,1.234,0.85,1.13,1490.65,1576.52
2017-11-04,EOSUSD,1.26,1.4,1.07,1.16,2481.84,2926.82
2017-11-03,EOSUSD,1.14,8,0.91,1.26,1456.28,2645.59
2017-11-02,EOSUSD,0.7,1.65,0.7,1.14,228.67,322.28
2017-11-01,EOSUSD,0.681,0.75,0.55,0.7,348.47,254.79
2017-10-31,EOSUSD,0.7,0.71,0.681,0.681,656.4,461.43
2017-10-30,EOSUSD,0.58,0.7,0.58,0.7,602.61,401.65
