Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume USD
2019-05-18,XEMUSD,0.08819,0.09289,0.082,0.08533,1632.63,146.74
2019-05-17,XEMUSD,0.09988,0.1026,0.0747,0.08819,44997.03,3813.64
2019-05-16,XEMUSD,0.0794,0.114,0.0794,0.09988,24674.55,2392.91
2019-05-15,XEMUSD,0.06877,0.0794,0.06702,0.0794,8888.23,628.3
2019-05-14,XEMUSD,0.06,0.06988,0.06,0.06877,1367.22,85.48
2019-05-13,XEMUSD,0.05852,0.07,0.05852,0.06,7421.7,472.66
2019-05-12,XEMUSD,0.06,0.06158,0.05497,0.05852,1378.55,80.95
2019-05-11,XEMUSD,0.05106,0.062,0.05106,0.06,3956.02,229.1
2019-05-10,XEMUSD,0.05201,0.0572,0.05,0.05106,2820.51,149.86
2019-05-09,XEMUSD,0.05333,0.05667,0.05201,0.05201,5907.11,316.38
2019-05-08,XEMUSD,0.05759,0.06314,0.05301,0.05333,802.17,43.01
2019-05-07,XEMUSD,0.054,0.06443,0.054,0.05759,1920.38,109.74
2019-05-06,XEMUSD,0.05777,0.05777,0.054,0.054,593.66,32.73
2019-05-05,XEMUSD,0.05915,0.05915,0.05777,0.05777,3.869,0.2235
2019-05-04,XEMUSD,0.06289,0.06289,0.05661,0.05915,721.46,41.16
2019-05-03,XEMUSD,0.05631,0.06289,0.05631,0.06289,48.77,3.015
2019-05-02,XEMUSD,0.06,0.0614,0.05625,0.05631,578.06,33.52
2019-05-01,XEMUSD,0.06,0.06393,0.05905,0.06,200.0,12.31
2019-04-30,XEMUSD,0.0605,0.06443,0.05877,0.06,8357.26,519.02
2019-04-29,XEMUSD,0.06106,0.06106,0.0605,0.0605,1216.84,73.69
2019-04-28,XEMUSD,0.06183,0.06413,0.06106,0.06106,844.41,52.16
2019-04-27,XEMUSD,0.06138,0.064,0.06138,0.06183,891.31,55.84
2019-04-26,XEMUSD,0.06316,0.06557,0.06138,0.06138,31.82,1.96
2019-04-25,XEMUSD,0.0619,0.06514,0.0619,0.06316,1070.25,69.11
2019-04-24,XEMUSD,0.069,0.07306,0.0619,0.0619,10618.24,696.24
2019-04-23,XEMUSD,0.068,0.07306,0.068,0.069,6054.32,435.5
2019-04-22,XEMUSD,0.068,0.068,0.06798,0.068,341.24,23.2
2019-04-21,XEMUSD,0.06885,0.06999,0.066,0.068,1424.07,95.52
2019-04-20,XEMUSD,0.06828,0.06931,0.0661,0.06885,1617.38,110.09
2019-04-19,XEMUSD,0.06732,0.06831,0.059,0.06828,3994.64,245.28
2019-04-18,XEMUSD,0.07394,0.07462,0.06732,0.06732,538.99,37.67
2019-04-17,XEMUSD,0.0723,0.074,0.068,0.07394,624.89,43.47
2019-04-16,XEMUSD,0.07,0.0723,0.06902,0.0723,713.93,49.28
2019-04-15,XEMUSD,0.07,0.07247,0.07,0.07,1245.01,88.61
2019-04-14,XEMUSD,0.07136,0.0714,0.068,0.07,2563.48,180.78
2019-04-13,XEMUSD,0.06759,0.07157,0.06732,0.07136,1344.99,92.42
2019-04-12,XEMUSD,0.07443,0.07443,0.064,0.06759,2791.29,194.17
2019-04-11,XEMUSD,0.0756,0.07748,0.069,0.07443,13847.79,1035.36
2019-04-10,XEMUSD,0.076,0.07864,0.07515,0.0756,844.28,64.34
2019-04-09,XEMUSD,0.07324,0.07887,0.07324,0.076,308.92,23.61
2019-04-08,XEMUSD,0.078,0.07802,0.07305,0.07324,717.52,52.95
2019-04-07,XEMUSD,0.0722,0.078,0.0722,0.078,1123.38,83.09
2019-04-06,XEMUSD,0.07228,0.07557,0.072,0.0722,1092.36,78.77
2019-04-05,XEMUSD,0.06515,0.0751,0.06515,0.07228,644.26,44.99
2019-04-04,XEMUSD,0.0735,0.076,0.06515,0.06515,840.15,60.27
2019-04-03,XEMUSD,0.07,0.077,0.06318,0.0735,2039.42,150.09
2019-04-02,XEMUSD,0.05406,0.07,0.05406,0.07,3110.51,189.95
2019-04-01,XEMUSD,0.0545,0.0598,0.05406,0.05406,271.08,15.12
2019-03-31,XEMUSD,0.054,0.0545,0.054,0.0545,237.27,12.93
2019-03-30,XEMUSD,0.05406,0.06,0.054,0.054,193.84,10.66
2019-03-29,XEMUSD,0.05068,0.06,0.05068,0.05406,436.65,23.89
2019-03-28,XEMUSD,0.05281,0.05444,0.05042,0.05068,41.54,2.111
2019-03-27,XEMUSD,0.05014,0.05288,0.05014,0.05281,201.58,10.66
2019-03-26,XEMUSD,0.05429,0.05429,0.05014,0.05014,277.79,13.96
2019-03-25,XEMUSD,0.05471,0.05471,0.052,0.05429,22.3,1.201
2019-03-24,XEMUSD,0.05164,0.05471,0.05164,0.05471,30.76,1.683
2019-03-23,XEMUSD,0.05471,0.05471,0.05164,0.05164,758.05,39.37
2019-03-22,XEMUSD,0.05472,0.05472,0.05,0.05471,133.34,7.249
2019-03-21,XEMUSD,0.051,0.05476,0.051,0.05472,2741.81,150.04
2019-03-20,XEMUSD,0.051,0.051,0.051,0.051,0.0,0.0
2019-03-19,XEMUSD,0.052,0.052,0.051,0.051,249.71,12.74
2019-03-18,XEMUSD,0.05498,0.055,0.05098,0.052,73.86,3.985
2019-03-17,XEMUSD,0.05001,0.05498,0.05001,0.05498,51.0,2.625
2019-03-16,XEMUSD,0.05319,0.0539,0.05001,0.05001,324.26,17.01
2019-03-15,XEMUSD,0.05,0.05319,0.05,0.05319,74.48,3.851
2019-03-14,XEMUSD,0.04759,0.05,0.04632,0.05,523.89,25.7
2019-03-13,XEMUSD,0.04565,0.04759,0.04565,0.04759,7.694,0.3662
2019-03-12,XEMUSD,0.045,0.04969,0.045,0.04565,241.21,11.67
2019-03-11,XEMUSD,0.044,0.045,0.044,0.045,15.0,0.675
2019-03-10,XEMUSD,0.04858,0.04858,0.0471,0.0471,80.39,3.786
2019-03-09,XEMUSD,0.044,0.05,0.044,0.04858,81.82,3.969
2019-03-08,XEMUSD,0.044,0.044,0.043,0.044,873.39,38.17
2019-03-07,XEMUSD,0.043,0.044,0.04293,0.044,154.25,6.76
2019-03-06,XEMUSD,0.0443,0.0443,0.043,0.043,100.0,4.3
2019-03-05,XEMUSD,0.044,0.0443,0.04217,0.0443,7.605,0.3305
2019-03-04,XEMUSD,0.0479,0.0479,0.04217,0.044,175.52,7.736
2019-03-03,XEMUSD,0.0459,0.0479,0.0455,0.0479,234.88,10.98
2019-03-02,XEMUSD,0.048,0.048,0.0459,0.0459,72.43,3.326
2019-03-01,XEMUSD,0.04602,0.048,0.04602,0.048,1016.74,46.82
2019-02-28,XEMUSD,0.04602,0.049,0.04602,0.04602,379.71,17.65
2019-02-27,XEMUSD,0.0459,0.04603,0.0459,0.04602,378.66,17.43
2019-02-26,XEMUSD,0.048,0.048,0.0459,0.0459,530.45,24.41
2019-02-25,XEMUSD,0.05039,0.05039,0.04725,0.048,301.81,14.47
2019-02-24,XEMUSD,0.047,0.0527,0.047,0.05039,145.27,6.886
2019-02-23,XEMUSD,0.04999,0.04999,0.047,0.047,128.94,6.06
2019-02-22,XEMUSD,0.0455,0.04999,0.0455,0.04999,2.861,0.143
2019-02-21,XEMUSD,0.0452,0.0455,0.0452,0.0455,227.24,10.34
2019-02-20,XEMUSD,0.0529,0.0529,0.04399,0.0452,1424.36,63.25
2019-02-19,XEMUSD,0.04971,0.05299,0.0472,0.0529,3765.27,183.04
2019-02-18,XEMUSD,0.0508,0.05352,0.04434,0.04971,1286.7,63.68
2019-02-17,XEMUSD,0.04584,0.05364,0.04584,0.0508,1334.26,65.41
2019-02-16,XEMUSD,0.04856,0.0499,0.04584,0.04584,3692.83,178.62
2019-02-15,XEMUSD,0.0432,0.04966,0.0432,0.04856,3242.61,150.11
2019-02-14,XEMUSD,0.0446,0.048,0.04218,0.0432,3581.51,161.53
2019-02-13,XEMUSD,0.043,0.045,0.043,0.0446,1237.87,55.45
2019-02-12,XEMUSD,0.04216,0.048,0.04216,0.043,972.54,43.7
2019-02-11,XEMUSD,0.048,0.048,0.04201,0.04216,2075.72,87.29
2019-02-10,XEMUSD,0.044,0.048,0.042,0.048,765.02,34.49
2019-02-09,XEMUSD,0.045,0.045,0.044,0.044,494.09,22.02
2019-02-08,XEMUSD,0.03967,0.0493,0.03967,0.045,4372.13,208.55
2019-02-07,XEMUSD,0.0368,0.044,0.0368,0.03967,6668.29,277.43
2019-02-06,XEMUSD,0.03875,0.03978,0.03646,0.0368,892.49,33.21
2019-02-05,XEMUSD,0.04451,0.04915,0.03501,0.03875,5908.77,252.84
2019-02-04,XEMUSD,0.04916,0.04947,0.0445,0.04451,5474.38,252.97
2019-02-03,XEMUSD,0.048,0.04916,0.0445,0.04916,2639.43,122.61
2019-02-02,XEMUSD,0.04469,0.04966,0.04469,0.048,792.86,37.83
2019-02-01,XEMUSD,0.04956,0.0541,0.04318,0.04469,3647.42,171.01
2019-01-31,XEMUSD,0.05405,0.0571,0.04387,0.04956,8881.63,436.12
2019-01-30,XEMUSD,0.05488,0.06146,0.05402,0.05405,2363.65,142.94
2019-01-29,XEMUSD,0.05333,0.06171,0.05217,0.05488,4676.22,261.49
2019-01-28,XEMUSD,0.0605,0.0636,0.0522,0.05333,18934.75,1146.99
2019-01-27,XEMUSD,0.06259,0.06259,0.0605,0.0605,3089.35,189.22
2019-01-26,XEMUSD,0.061,0.0645,0.0605,0.06259,5746.51,365.16
2019-01-25,XEMUSD,0.06222,0.0639,0.061,0.061,6240.07,381.04
2019-01-24,XEMUSD,0.0625,0.06427,0.06222,0.06222,2846.79,178.98
2019-01-23,XEMUSD,0.06487,0.06487,0.0625,0.0625,3245.05,203.51
2019-01-22,XEMUSD,0.06351,0.06696,0.0625,0.06487,2035.84,134.76
2019-01-21,XEMUSD,0.06353,0.067,0.06351,0.06351,485.42,31.18
2019-01-20,XEMUSD,0.06232,0.067,0.06232,0.06353,511.12,32.74
2019-01-19,XEMUSD,0.06403,0.068,0.06226,0.06232,2201.03,143.18
2019-01-18,XEMUSD,0.068,0.068,0.06403,0.06403,279.85,17.92
2019-01-17,XEMUSD,0.06293,0.06878,0.06221,0.068,3287.7,219.72
2019-01-16,XEMUSD,0.06293,0.069,0.06293,0.06293,3557.58,228.79
2019-01-15,XEMUSD,0.069,0.069,0.06293,0.06293,2262.12,142.46
2019-01-14,XEMUSD,0.06265,0.069,0.0626,0.069,1501.29,101.75
2019-01-13,XEMUSD,0.07097,0.07097,0.06265,0.06265,995.68,68.28
2019-01-12,XEMUSD,0.07098,0.07099,0.0666,0.07097,3792.1,260.48
2019-01-11,XEMUSD,0.06559,0.0725,0.06559,0.07098,1797.27,128.96
2019-01-10,XEMUSD,0.0701,0.0735,0.06105,0.06559,15850.75,1104.01
2019-01-09,XEMUSD,0.07127,0.0735,0.0691,0.0701,4892.72,348.33
2019-01-08,XEMUSD,0.072,0.07451,0.07127,0.07127,4142.58,303.39
2019-01-07,XEMUSD,0.075,0.07803,0.07127,0.072,3032.7,220.81
2019-01-06,XEMUSD,0.073,0.0781,0.07222,0.075,16114.38,1210.48
2019-01-05,XEMUSD,0.0722,0.07697,0.0722,0.073,4886.04,359.3
2019-01-04,XEMUSD,0.07749,0.07749,0.07211,0.0722,3643.38,264.06
2019-01-03,XEMUSD,0.076,0.079,0.07211,0.07749,8050.42,602.15
2019-01-02,XEMUSD,0.07724,0.08,0.0731,0.076,8629.6,654.19
2019-01-01,XEMUSD,0.07211,0.07769,0.07211,0.07724,7014.88,512.98
2018-12-31,XEMUSD,0.08009,0.08127,0.0721,0.07211,4110.65,306.61
2018-12-30,XEMUSD,0.0761,0.08009,0.075,0.08009,1931.75,146.31
2018-12-29,XEMUSD,0.07581,0.07926,0.07125,0.0761,9888.75,752.28
2018-12-28,XEMUSD,0.072,0.07588,0.0718,0.07581,5383.76,390.83
2018-12-27,XEMUSD,0.074,0.08,0.072,0.072,4740.51,356.73
2018-12-26,XEMUSD,0.07648,0.08,0.07383,0.074,2463.76,190.35
2018-12-25,XEMUSD,0.0797,0.08154,0.075,0.07648,8976.77,704.02
2018-12-24,XEMUSD,0.08338,0.085,0.07945,0.0797,5413.49,447.73
2018-12-23,XEMUSD,0.08394,0.084,0.07839,0.08338,4415.92,364.76
2018-12-22,XEMUSD,0.08189,0.08394,0.07837,0.08394,3585.0,292.8
2018-12-21,XEMUSD,0.0825,0.08474,0.07769,0.08189,18707.95,1521.52
2018-12-20,XEMUSD,0.081,0.09,0.07983,0.0825,11495.69,975.72
2018-12-19,XEMUSD,0.07793,0.09,0.07466,0.081,17853.3,1536.46
2018-12-18,XEMUSD,0.074,0.078,0.06933,0.07793,6324.56,467.4
2018-12-17,XEMUSD,0.071,0.07837,0.0691,0.074,1841.62,136.89
2018-12-16,XEMUSD,0.07088,0.07486,0.069,0.071,1309.01,92.56
2018-12-15,XEMUSD,0.07503,0.07968,0.069,0.07088,8750.52,632.22
2018-12-14,XEMUSD,0.07837,0.07969,0.07501,0.07503,2509.98,193.29
2018-12-13,XEMUSD,0.07501,0.08069,0.0715,0.07837,6598.03,476.89
2018-12-12,XEMUSD,0.0777,0.07771,0.07501,0.07501,3418.2,265.61
2018-12-11,XEMUSD,0.07768,0.07771,0.07768,0.0777,1468.69,114.12
2018-12-10,XEMUSD,0.07749,0.08197,0.07749,0.07768,210.08,16.33
2018-12-09,XEMUSD,0.07425,0.08196,0.07425,0.07749,234.25,18.41
2018-12-08,XEMUSD,0.07657,0.08212,0.07425,0.07425,1280.08,96.55
2018-12-07,XEMUSD,0.078,0.08308,0.07282,0.07657,4158.19,316.54
2018-12-06,XEMUSD,0.08107,0.08476,0.078,0.078,4354.37,355.24
2018-12-05,XEMUSD,0.08099,0.085,0.08099,0.08107,2431.7,201.7
2018-12-04,XEMUSD,0.08,0.08817,0.08,0.08099,6148.24,514.42
2018-12-03,XEMUSD,0.08368,0.08432,0.08,0.08,2347.08,188.72
2018-12-02,XEMUSD,0.085,0.085,0.08146,0.08368,2118.03,177.3
2018-12-01,XEMUSD,0.08,0.08683,0.07878,0.085,1393.99,115.27
2018-11-30,XEMUSD,0.08112,0.08754,0.07821,0.08,1822.73,147.8
2018-11-29,XEMUSD,0.087,0.09178,0.08001,0.08112,6519.12,564.28
2018-11-28,XEMUSD,0.08,0.08994,0.08,0.087,2771.04,238.8
2018-11-27,XEMUSD,0.07607,0.08,0.07172,0.08,2663.06,208.71
2018-11-26,XEMUSD,0.0772,0.0825,0.071,0.07607,1497.17,114.35
2018-11-25,XEMUSD,0.075,0.08799,0.072,0.0772,6307.44,467.79
2018-11-24,XEMUSD,0.08,0.094,0.075,0.075,1706.68,140.09
2018-11-23,XEMUSD,0.0864,0.08889,0.08,0.08,4305.38,362.65
2018-11-22,XEMUSD,0.08611,0.09581,0.08611,0.0864,7608.8,684.98
2018-11-21,XEMUSD,0.08513,0.09504,0.08513,0.08611,3585.66,313.96
2018-11-20,XEMUSD,0.09317,0.096,0.08513,0.08513,23896.8,2128.3
2018-11-19,XEMUSD,0.1042,0.1065,0.092,0.09317,14737.62,1409.1
2018-11-18,XEMUSD,0.102,0.1047,0.1001,0.1042,5174.21,528.87
2018-11-17,XEMUSD,0.103,0.1057,0.101,0.102,2913.52,297.31
2018-11-16,XEMUSD,0.1034,0.11,0.101,0.103,7765.5,806.96
2018-11-15,XEMUSD,0.1114,0.1114,0.101,0.1034,23272.37,2498.88
2018-11-14,XEMUSD,0.105,0.1147,0.103,0.1114,15218.27,1597.16
2018-11-13,XEMUSD,0.1131,0.1245,0.105,0.105,48223.75,5637.8
2018-11-12,XEMUSD,0.1045,0.12,0.1045,0.1131,17613.51,1999.96
2018-11-11,XEMUSD,0.107,0.109,0.104,0.1045,1093.49,114.08
2018-11-10,XEMUSD,0.1033,0.108,0.1033,0.107,4985.83,528.33
2018-11-09,XEMUSD,0.1082,0.1082,0.1033,0.1033,137.96,14.41
2018-11-08,XEMUSD,0.1054,0.111,0.1037,0.1082,5827.81,630.63
2018-11-07,XEMUSD,0.1082,0.1082,0.1054,0.1054,439.24,46.74
2018-11-06,XEMUSD,0.1082,0.1082,0.1032,0.1082,1177.12,122.64
2018-11-05,XEMUSD,0.1082,0.1082,0.1041,0.1082,4908.42,515.43
2018-11-04,XEMUSD,0.1041,0.1082,0.1041,0.1082,2257.45,239.03
2018-11-03,XEMUSD,0.1041,0.1082,0.1041,0.1041,360.81,37.83
2018-11-02,XEMUSD,0.1082,0.1082,0.1041,0.1041,718.56,74.88
2018-11-01,XEMUSD,0.1071,0.1082,0.1064,0.1082,230.29,24.68
2018-10-31,XEMUSD,0.1043,0.1082,0.1026,0.1071,401.15,43.02
2018-10-30,XEMUSD,0.105,0.108,0.1021,0.1043,3903.53,406.95
2018-10-29,XEMUSD,0.1114,0.1114,0.105,0.105,9342.38,1003.48
2018-10-28,XEMUSD,0.1092,0.1114,0.1092,0.1114,2731.88,302.92
2018-10-27,XEMUSD,0.1139,0.1139,0.1092,0.1092,997.57,112.63
2018-10-26,XEMUSD,0.1139,0.1139,0.109,0.1139,10537.52,1196.42
2018-10-25,XEMUSD,0.1101,0.1139,0.1101,0.1139,83.09,9.22
2018-10-24,XEMUSD,0.1101,0.114,0.1101,0.1101,4133.84,455.95
2018-10-23,XEMUSD,0.1101,0.114,0.1101,0.1101,3836.89,433.49
2018-10-22,XEMUSD,0.11,0.115,0.11,0.1101,3895.05,441.21
2018-10-21,XEMUSD,0.1099,0.1159,0.108,0.11,2166.04,235.66
2018-10-20,XEMUSD,0.1099,0.114,0.1071,0.1099,3992.37,450.29
2018-10-19,XEMUSD,0.107,0.123,0.107,0.1099,5767.93,640.01
2018-10-18,XEMUSD,0.107,0.111,0.107,0.107,390.01,41.89
2018-10-17,XEMUSD,0.112,0.112,0.107,0.107,818.91,91.54
2018-10-16,XEMUSD,0.1061,0.112,0.1052,0.112,6236.25,678.5
2018-10-15,XEMUSD,0.1237,0.1237,0.1061,0.1061,2634.56,285.2
2018-10-14,XEMUSD,0.1079,0.1245,0.105,0.1237,29733.78,3317.26
2018-10-13,XEMUSD,0.1038,0.1082,0.1038,0.1079,1120.16,120.19
2018-10-12,XEMUSD,0.104,0.1093,0.1035,0.1038,6575.18,712.07
2018-10-11,XEMUSD,0.1083,0.1093,0.104,0.104,13098.52,1389.59
2018-10-10,XEMUSD,0.11,0.1135,0.1083,0.1083,5078.63,558.33
2018-10-09,XEMUSD,0.1098,0.11,0.1083,0.11,6405.93,701.79
2018-10-08,XEMUSD,0.1079,0.1138,0.1079,0.1098,4171.0,466.93
2018-10-07,XEMUSD,0.1096,0.114,0.1062,0.1079,5706.12,621.76
2018-10-06,XEMUSD,0.116,0.116,0.1075,0.1096,2345.14,257.64
2018-10-05,XEMUSD,0.109,0.116,0.109,0.116,2862.29,321.73
2018-10-04,XEMUSD,0.107,0.1111,0.107,0.109,2342.41,256.87
2018-10-03,XEMUSD,0.11,0.1117,0.106,0.107,32988.79,3532.48
2018-10-02,XEMUSD,0.1087,0.1167,0.1087,0.11,3979.94,451.7
2018-10-01,XEMUSD,0.1149,0.1172,0.105,0.1087,5887.32,644.62
2018-09-30,XEMUSD,0.112,0.115,0.105,0.1149,10163.51,1107.6
2018-09-29,XEMUSD,0.1159,0.1159,0.1075,0.112,1583.93,172.21
2018-09-28,XEMUSD,0.1171,0.1172,0.1082,0.1159,974.59,106.43
2018-09-27,XEMUSD,0.1074,0.1172,0.1074,0.1171,6886.32,791.93
2018-09-26,XEMUSD,0.1162,0.1165,0.1065,0.1074,2391.03,269.79
2018-09-25,XEMUSD,0.108,0.1172,0.107,0.1162,814.8,90.86
2018-09-24,XEMUSD,0.1072,0.125,0.1072,0.108,3731.12,438.14
2018-09-23,XEMUSD,0.1082,0.1161,0.1072,0.1072,4316.25,479.57
2018-09-22,XEMUSD,0.1113,0.112,0.105,0.1082,6586.51,700.42
2018-09-21,XEMUSD,0.108,0.1113,0.1002,0.1113,8977.13,978.61
2018-09-20,XEMUSD,0.105,0.1086,0.1,0.108,1709.14,184.1
2018-09-19,XEMUSD,0.105,0.105,0.1,0.105,855.65,89.66
2018-09-18,XEMUSD,0.105,0.105,0.0965,0.105,2635.91,274.13
2018-09-17,XEMUSD,0.1001,0.105,0.1,0.105,2263.58,229.54
2018-09-16,XEMUSD,0.1011,0.107,0.1,0.1001,3168.26,326.83
2018-09-15,XEMUSD,0.1011,0.1089,0.1011,0.1011,1098.92,114.78
2018-09-14,XEMUSD,0.1011,0.1089,0.1011,0.1011,878.79,91.41
2018-09-13,XEMUSD,0.1,0.109,0.1,0.1011,282.48,29.06
2018-09-12,XEMUSD,0.1107,0.1107,0.09158,0.1,11337.17,1127.21
2018-09-11,XEMUSD,0.1138,0.1138,0.1035,0.1107,4220.42,457.86
2018-09-10,XEMUSD,0.108,0.1138,0.106,0.1138,567.88,62.13
2018-09-09,XEMUSD,0.105,0.1139,0.105,0.108,139.87,15.32
2018-09-08,XEMUSD,0.1095,0.1139,0.105,0.105,1315.95,144.02
2018-09-07,XEMUSD,0.1163,0.1204,0.1095,0.1095,1558.41,173.07
2018-09-06,XEMUSD,0.119,0.125,0.108,0.1163,10187.02,1141.23
2018-09-05,XEMUSD,0.121,0.1285,0.112,0.119,17044.16,1990.35
2018-09-04,XEMUSD,0.122,0.1279,0.12,0.121,8896.51,1098.9
2018-09-03,XEMUSD,0.1242,0.1298,0.115,0.122,2999.39,363.39
2018-09-02,XEMUSD,0.1175,0.1299,0.1175,0.1242,7725.38,934.44
2018-09-01,XEMUSD,0.116,0.1249,0.116,0.1175,2803.57,337.11
2018-08-31,XEMUSD,0.1189,0.1249,0.114,0.116,6450.9,749.27
2018-08-30,XEMUSD,0.1189,0.1189,0.115,0.1189,3035.35,356.61
2018-08-29,XEMUSD,0.1281,0.1307,0.1188,0.1189,8288.9,1059.33
2018-08-28,XEMUSD,0.1163,0.1282,0.1113,0.1281,3187.68,388.1
2018-08-27,XEMUSD,0.1139,0.1219,0.1104,0.1163,2520.05,295.91
2018-08-26,XEMUSD,0.1151,0.1196,0.1139,0.1139,1053.7,122.99
2018-08-25,XEMUSD,0.117,0.1227,0.1151,0.1151,908.05,105.41
2018-08-24,XEMUSD,0.1085,0.1171,0.1085,0.117,2754.78,314.17
2018-08-23,XEMUSD,0.1178,0.1178,0.1082,0.1085,6325.27,709.56
2018-08-22,XEMUSD,0.1162,0.1227,0.1129,0.1178,951.19,112.18
2018-08-21,XEMUSD,0.1154,0.1213,0.1152,0.1162,759.27,89.93
2018-08-20,XEMUSD,0.12,0.1216,0.1131,0.1154,1112.26,132.22
2018-08-19,XEMUSD,0.1259,0.13,0.1169,0.12,3273.75,412.45
2018-08-18,XEMUSD,0.1259,0.1284,0.1175,0.1259,917.16,109.98
2018-08-17,XEMUSD,0.1157,0.1265,0.1155,0.1259,1136.26,140.62
2018-08-16,XEMUSD,0.1109,0.127,0.1107,0.1157,4302.38,511.81
2018-08-15,XEMUSD,0.1108,0.128,0.1108,0.1109,8454.69,1016.3
2018-08-14,XEMUSD,0.1152,0.1242,0.1107,0.1108,4596.56,516.86
2018-08-13,XEMUSD,0.1175,0.1254,0.115,0.1152,11313.9,1328.09
2018-08-12,XEMUSD,0.12,0.13,0.1115,0.1175,10356.06,1252.41
2018-08-11,XEMUSD,0.1297,0.13,0.12,0.12,10704.78,1324.99
2018-08-10,XEMUSD,0.1402,0.1459,0.124,0.1297,12118.17,1614.3
2018-08-09,XEMUSD,0.1431,0.1578,0.1346,0.1402,3936.58,559.96
2018-08-08,XEMUSD,0.1511,0.1519,0.133,0.1431,11541.69,1673.54
2018-08-07,XEMUSD,0.1552,0.1646,0.15,0.1511,5317.38,806.24
2018-08-06,XEMUSD,0.162,0.1687,0.1552,0.1552,3306.39,527.05
2018-08-05,XEMUSD,0.1724,0.1724,0.158,0.162,4265.26,690.78
2018-08-04,XEMUSD,0.1603,0.1724,0.1603,0.1724,587.66,97.17
2018-08-03,XEMUSD,0.1699,0.1699,0.16,0.1603,2328.51,380.14
2018-08-02,XEMUSD,0.17,0.1703,0.165,0.1699,3606.94,601.18
2018-08-01,XEMUSD,0.1775,0.1775,0.169,0.17,8061.84,1373.0
2018-07-31,XEMUSD,0.1869,0.1869,0.1734,0.1775,10726.57,1901.33
2018-07-30,XEMUSD,0.1807,0.1879,0.1799,0.1869,5078.22,943.46
2018-07-29,XEMUSD,0.1784,0.1917,0.175,0.1807,4575.92,844.43
2018-07-28,XEMUSD,0.179,0.1812,0.1783,0.1784,523.86,93.94
2018-07-27,XEMUSD,0.1819,0.1819,0.1749,0.179,1981.96,349.49
2018-07-26,XEMUSD,0.186,0.1941,0.179,0.1819,5381.66,1000.28
2018-07-25,XEMUSD,0.1787,0.1892,0.1787,0.186,4328.21,792.96
2018-07-24,XEMUSD,0.1764,0.187,0.1748,0.1787,5998.89,1088.73
2018-07-23,XEMUSD,0.1725,0.1855,0.1725,0.1764,8667.73,1585.65
2018-07-22,XEMUSD,0.1781,0.1785,0.1712,0.1725,2778.0,486.52
2018-07-21,XEMUSD,0.18,0.1837,0.1699,0.1781,4476.87,782.74
2018-07-20,XEMUSD,0.1896,0.1921,0.176,0.18,2445.44,450.54
2018-07-19,XEMUSD,0.1872,0.1949,0.185,0.1896,3737.95,703.77
2018-07-18,XEMUSD,0.1899,0.199,0.1848,0.1872,9740.78,1890.76
2018-07-17,XEMUSD,0.1805,0.19,0.176,0.1899,9166.37,1655.04
2018-07-16,XEMUSD,0.17,0.1805,0.1699,0.1805,5191.0,906.46
2018-07-15,XEMUSD,0.1695,0.1792,0.1695,0.17,5713.12,979.16
2018-07-14,XEMUSD,0.1695,0.1724,0.1695,0.1695,2686.28,455.32
2018-07-13,XEMUSD,0.1696,0.18,0.1671,0.1695,1023.49,181.84
2018-07-12,XEMUSD,0.1799,0.1805,0.1692,0.1696,4795.9,838.6
2018-07-11,XEMUSD,0.174,0.2,0.171,0.1799,6577.99,1194.48
2018-07-10,XEMUSD,0.1812,0.1876,0.171,0.174,5038.92,888.44
2018-07-09,XEMUSD,0.1903,0.1975,0.1804,0.1812,3404.1,645.81
2018-07-08,XEMUSD,0.1944,0.198,0.1901,0.1903,1919.79,373.3
2018-07-07,XEMUSD,0.195,0.195,0.1829,0.1944,2547.88,485.18
2018-07-06,XEMUSD,0.192,0.1995,0.17,0.195,6493.64,1196.25
2018-07-05,XEMUSD,0.1922,0.2028,0.191,0.192,9613.77,1870.93
2018-07-04,XEMUSD,0.1949,0.2017,0.1786,0.1922,5994.79,1162.03
2018-07-03,XEMUSD,0.1919,0.21,0.1761,0.1949,9441.79,1880.66
2018-07-02,XEMUSD,0.175,0.192,0.1699,0.1919,9124.47,1684.34
2018-07-01,XEMUSD,0.162,0.1754,0.162,0.175,2897.18,496.68
2018-06-30,XEMUSD,0.1619,0.1829,0.1619,0.162,2183.1,380.49
2018-06-29,XEMUSD,0.1599,0.1656,0.1553,0.1619,3874.64,626.7
2018-06-28,XEMUSD,0.1698,0.1772,0.1525,0.1599,7009.0,1177.74
2018-06-27,XEMUSD,0.175,0.183,0.165,0.1698,3820.77,656.16
2018-06-26,XEMUSD,0.1758,0.1819,0.175,0.175,3129.25,551.26
2018-06-25,XEMUSD,0.175,0.1853,0.1736,0.1758,7099.88,1265.41
2018-06-24,XEMUSD,0.1981,0.2021,0.175,0.175,18440.76,3389.61
2018-06-23,XEMUSD,0.195,0.203,0.193,0.1981,5954.89,1170.19
2018-06-22,XEMUSD,0.2104,0.2117,0.195,0.195,16406.77,3266.07
2018-06-21,XEMUSD,0.2055,0.2121,0.2055,0.2104,1352.54,284.87
2018-06-20,XEMUSD,0.2149,0.2149,0.205,0.2055,6346.6,1327.99
2018-06-19,XEMUSD,0.2172,0.2172,0.2064,0.2149,4608.4,981.7
