Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2018-04-11,ETHEUR,336.47,359,336.47,345.05,5.463,1868.17
2018-04-10,ETHEUR,327.68,340,325,336.47,12.26,4069.85
2018-04-09,ETHEUR,325.33,355.01,325,327.68,14.4,5043.99
2018-04-08,ETHEUR,316.7,335,316.7,325.33,1.886,629.25
2018-04-07,ETHEUR,301.03,326.87,301.03,316.7,12.55,3915.52
2018-04-06,ETHEUR,327.99,327.99,301.03,301.03,33.51,10101.16
2018-04-05,ETHEUR,308.17,330,308.17,330,0.2865,91.19
2018-04-04,ETHEUR,348,396,305.14,308.17,38.12,12099.71
2018-04-03,ETHEUR,337,355,337,348,2.269,786.6
2018-04-02,ETHEUR,311,337,309,337,2.004,654.22
2018-04-01,ETHEUR,328.88,352,301,311,4.576,1441.03
2018-03-31,ETHEUR,371.99,371.99,314.13,328.88,0.7485,259.14
2018-03-30,ETHEUR,335.26,383.84,315.07,371.99,0.6509,218.91
2018-03-29,ETHEUR,395.05,395.05,301,335.26,23.79,8066.73
2018-03-28,ETHEUR,372,396,359,395.05,6.447,2366.99
2018-03-27,ETHEUR,414.48,414.48,372,372,9.22,3494.69
2018-03-26,ETHEUR,438,438,381,414.48,21.37,8233.67
2018-03-25,ETHEUR,420.26,438,405,438,0.4053,173.22
2018-03-24,ETHEUR,428.72,430.38,420.26,420.26,0.2342,100.77
2018-03-23,ETHEUR,461.95,461.95,424.01,428.72,1.58,676.12
2018-03-22,ETHEUR,455.01,464.27,429.94,461.95,6.776,3057.91
2018-03-21,ETHEUR,460.08,498.98,455,455.01,10.71,5057.27
2018-03-20,ETHEUR,455.42,465,418.63,460.08,3.797,1698.98
2018-03-19,ETHEUR,451,463.12,435.85,455.42,6.385,2852.25
2018-03-18,ETHEUR,459,522,386.18,451,46.56,19663.55
2018-03-17,ETHEUR,524.98,524.98,459,459,38.45,18352.29
2018-03-16,ETHEUR,498.94,525,490,524.98,3.149,1603.83
2018-03-15,ETHEUR,504.59,530,488,498.94,14.17,7153.35
2018-03-14,ETHEUR,567.91,582.98,487,495.17,18.98,10158.41
2018-03-13,ETHEUR,588.32,588.32,559,567.91,1.76,991.75
2018-03-12,ETHEUR,590,610,562.96,588.32,7.19,4200.17
2018-03-11,ETHEUR,595,608.59,577.55,590,4.911,2901.6
2018-03-10,ETHEUR,575.85,654,571,595,1.677,1007.7
2018-03-09,ETHEUR,629.38,629.38,550,575.85,58.38,32644.96
2018-03-08,ETHEUR,623.36,638.8,580,629.38,22.12,13364.74
2018-03-07,ETHEUR,664.11,705,600,623.36,9.134,5740.38
2018-03-06,ETHEUR,696,700.47,660,664.11,5.917,4057.68
2018-03-05,ETHEUR,696.7,706,696,696,20.1,14053.62
2018-03-04,ETHEUR,699.99,706,695,696.7,16.14,11270.58
2018-03-03,ETHEUR,706,714.75,699.99,699.99,1.764,1247.35
2018-03-02,ETHEUR,718,720.69,701.01,706,16.29,11582.72
2018-03-01,ETHEUR,712.29,727.55,708.17,718,14.81,10701.9
2018-02-28,ETHEUR,709.11,728.52,707,712.29,10.04,7189.27
2018-02-27,ETHEUR,702.65,740,696.89,709.11,25.38,18311.23
2018-02-26,ETHEUR,681,750,681,702.65,37.98,26756.09
2018-02-25,ETHEUR,684.9,699.2,667,681,4.161,2834.56
2018-02-24,ETHEUR,690.29,709.49,670.32,684.9,7.308,5032.71
2018-02-23,ETHEUR,662,730,649,690.29,12.61,8839.67
2018-02-22,ETHEUR,675.43,719.95,650,662,6.645,4491.5
2018-02-21,ETHEUR,725,744.57,666.33,675.43,19.44,13537.96
2018-02-20,ETHEUR,758.5,773,724.5,725,33.6,25290.74
2018-02-19,ETHEUR,744.34,773,737.5,758.5,10.28,7831.78
2018-02-18,ETHEUR,783.76,788.05,740,744.34,13.56,10309.85
2018-02-17,ETHEUR,760,794.4,760,783.76,8.969,7012.72
2018-02-16,ETHEUR,746.59,772.85,741,760,19.97,15042.29
2018-02-15,ETHEUR,742,798,736.92,746.59,38.16,28908.8
2018-02-14,ETHEUR,693.27,745.47,680,742,32.33,23410.96
2018-02-13,ETHEUR,730,730,655.23,693.27,31.38,21657.74
2018-02-12,ETHEUR,660.56,750,660.56,730,21.43,15284.83
2018-02-11,ETHEUR,686.22,711,642,660.56,20.81,13829.27
2018-02-10,ETHEUR,718.92,799,680,686.22,46.85,33919.86
2018-02-09,ETHEUR,675.34,739,645,718.92,26.53,18540.73
2018-02-08,ETHEUR,620,700,620,675.34,19.63,13142.96
2018-02-07,ETHEUR,623.47,736.9,585,620,60.85,40644.04
2018-02-06,ETHEUR,560.97,698,421,623.47,47.81,26936.16
2018-02-05,ETHEUR,670.27,740,450,560.97,111.23,62086.01
2018-02-04,ETHEUR,760,771.33,643.3,670.27,17.89,12739.79
2018-02-03,ETHEUR,749.99,805,681.42,760,25.15,18393.03
2018-02-02,ETHEUR,828.99,828.99,600,749.99,99.66,68828.74
2018-02-01,ETHEUR,870.58,939.5,768.88,828.99,54.55,46460.04
2018-01-31,ETHEUR,865.06,918.83,833.4,870.58,17.46,15301.02
2018-01-30,ETHEUR,943,955,847.25,865.06,41.66,37283.06
2018-01-29,ETHEUR,969.27,1000,942.01,943,33.54,32606.05
2018-01-28,ETHEUR,883,996,883,969.27,44.57,42856.24
2018-01-27,ETHEUR,847.95,899,845,883,27.51,24164.29
2018-01-26,ETHEUR,864,870,820,847.95,33.67,28654.39
2018-01-25,ETHEUR,854,893.02,839,864,32.0,27572.19
2018-01-24,ETHEUR,821.94,871.07,805,854,31.11,26145.07
2018-01-23,ETHEUR,829,870,757.06,821.94,79.29,65459.04
2018-01-22,ETHEUR,889.68,939.9,759,829,41.72,35511.73
2018-01-21,ETHEUR,965.94,965.94,853.1,889.68,36.1,32653.7
2018-01-20,ETHEUR,903.14,984.12,880,965.94,53.63,49609.36
2018-01-19,ETHEUR,872.66,935.28,872.47,903.14,63.76,57458.58
2018-01-18,ETHEUR,862.32,999,802.5,872.66,114.01,102777.19
2018-01-17,ETHEUR,892.41,999,345,862.32,151.71,118582.32
2018-01-16,ETHEUR,1088,1200,680,892.41,215.1,203547.43
2018-01-15,ETHEUR,1147.78,1147.78,1082,1088,60.04,66685.84
2018-01-14,ETHEUR,1110,1198.36,830,1147.78,20.56,22148.22
2018-01-13,ETHEUR,1069.38,1249.99,1065.6,1110,61.39,69549.1
2018-01-12,ETHEUR,974.48,1144,974.48,1069.38,53.1,56857.36
2018-01-11,ETHEUR,1090.69,1155,830,974.48,42.93,44742.04
2018-01-10,ETHEUR,1134.22,1249,1050,1090.69,92.05,104818.17
2018-01-09,ETHEUR,1004.94,1150,979.19,1134.22,96.3,101605.17
2018-01-08,ETHEUR,919.75,1016.45,900,1004.94,107.15,103245.45
2018-01-07,ETHEUR,827.43,1288,827.43,919.75,50.47,45121.47
2018-01-06,ETHEUR,816,850,810,827.43,21.07,17458.63
2018-01-05,ETHEUR,857,860,775,816,57.74,48021.51
2018-01-04,ETHEUR,820,870,805,857,60.17,49976.51
2018-01-03,ETHEUR,731.5,829.5,725.27,820,96.29,76320.59
2018-01-02,ETHEUR,665,790,664.95,731.5,47.35,35025.38
2018-01-01,ETHEUR,644.99,670,644.99,665,16.9,11173.97
2017-12-31,ETHEUR,625.09,665,611,644.99,33.52,21108.08
2017-12-30,ETHEUR,660.32,665,620,625.09,32.71,20596.08
2017-12-29,ETHEUR,632.5,669.75,624,660.32,13.1,8512.46
2017-12-28,ETHEUR,653.84,694.75,620.51,632.5,53.32,34245.57
2017-12-27,ETHEUR,659.62,688.96,641,653.84,38.88,25555.85
2017-12-26,ETHEUR,645.32,659.83,600,659.62,13.96,9084.26
2017-12-25,ETHEUR,623.4,661.11,600,645.32,20.47,13217.52
2017-12-24,ETHEUR,667,667,580,623.4,34.44,21798.36
2017-12-23,ETHEUR,629,700,607.19,667,20.03,13149.23
2017-12-22,ETHEUR,730,789.98,492.01,629,273.66,178156.16
2017-12-21,ETHEUR,730.77,777.85,720,730,909.04,664817.61
2017-12-20,ETHEUR,715.09,745.99,621,730.77,66.55,47729.92
2017-12-19,ETHEUR,698.8,931,646.45,715.09,88.48,64367.6
2017-12-18,ETHEUR,575.6,700,548.9,698.8,150.62,90349.52
2017-12-17,ETHEUR,569.06,591,558.51,575.6,30.71,17825.14
2017-12-16,ETHEUR,570.69,597,566.01,569.06,18.61,10748.51
2017-12-15,ETHEUR,582.5,600,520,570.69,122.35,68005.77
2017-12-14,ETHEUR,592.06,615.75,530,582.5,34.81,20208.45
2017-12-13,ETHEUR,532,610,491,592.06,97.13,55830.16
2017-12-12,ETHEUR,415.91,548,410.51,532,50.96,25288.31
2017-12-11,ETHEUR,374,416,374,415.91,36.83,14749.11
2017-12-10,ETHEUR,372.03,397.98,370.39,374,9.854,3729.27
2017-12-09,ETHEUR,383,408.99,368.5,372.03,30.26,11794.68
2017-12-08,ETHEUR,365,400,362.2,383,37.93,14716.76
2017-12-07,ETHEUR,375.01,389.9,356,365,39.99,14970.99
2017-12-06,ETHEUR,396,400,372,375.01,75.15,28938.7
2017-12-05,ETHEUR,392,400,381,396,31.7,12490.4
2017-12-04,ETHEUR,385,418,371.03,392,43.77,17479.32
2017-12-03,ETHEUR,395,395,395,395,0.0,0.0
2017-12-02,ETHEUR,400,406,387,395,0.6421,257.1
2017-12-01,ETHEUR,377.98,400,355,400,20.13,7698.17
2017-11-30,ETHEUR,264,264,264,264,0.0,0.0
2017-11-29,ETHEUR,264,264,264,264,0.0,0.0
2017-11-28,ETHEUR,264,264,264,264,0.0,0.0
2017-11-27,ETHEUR,264,264,264,264,0.0,0.0
2017-11-26,ETHEUR,264,264,264,264,0.0,0.0
2017-11-25,ETHEUR,264,264,264,264,0.0,0.0
2017-11-24,ETHEUR,264,264,264,264,0.0,0.0
2017-11-23,ETHEUR,264,264,264,264,0.0,0.0
2017-11-22,ETHEUR,264,264,264,264,0.0,0.0
2017-11-21,ETHEUR,264,264,264,264,0.0,0.0
2017-11-20,ETHEUR,264,264,264,264,0.0,0.0
2017-11-19,ETHEUR,264,264,264,264,0.0,0.0
2017-11-18,ETHEUR,264,264,264,264,0.0,0.0
2017-11-17,ETHEUR,264,264,264,264,0.0,0.0
2017-11-16,ETHEUR,264,264,264,264,0.0,0.0
2017-11-15,ETHEUR,264,264,264,264,0.0,0.0
2017-11-14,ETHEUR,264,264,264,264,0.0,0.0
2017-11-13,ETHEUR,264,264,264,264,0.0,0.0
2017-11-12,ETHEUR,264,264,264,264,0.0,0.0
2017-11-11,ETHEUR,264,264,264,264,0.0,0.0
2017-11-10,ETHEUR,264,264,264,264,0.0,0.0
2017-11-09,ETHEUR,264,264,264,264,0.0,0.0
2017-11-08,ETHEUR,264,264,264,264,0.0,0.0
2017-11-07,ETHEUR,264,264,264,264,0.0,0.0
2017-11-06,ETHEUR,264,264,264,264,0.0,0.0
2017-11-05,ETHEUR,264,264,264,264,0.0,0.0
2017-11-04,ETHEUR,264,264,264,264,0.0,0.0
2017-11-03,ETHEUR,264,264,264,264,0.0,0.0
2017-11-02,ETHEUR,264,264,264,264,0.0,0.0
2017-11-01,ETHEUR,264,264,264,264,0.0,0.0
2017-10-31,ETHEUR,264,264,264,264,0.0,0.0
2017-10-30,ETHEUR,264,264,264,264,0.0,0.0
2017-10-29,ETHEUR,264,264,264,264,0.0,0.0
2017-10-28,ETHEUR,264,264,264,264,0.0,0.0
2017-10-27,ETHEUR,264,264,264,264,0.0,0.0
2017-10-26,ETHEUR,264,264,264,264,0.0,0.0
2017-10-25,ETHEUR,264,264,264,264,0.0,0.0
2017-10-24,ETHEUR,264,264,264,264,0.0,0.0
2017-10-23,ETHEUR,264,264,264,264,0.0,0.0
2017-10-22,ETHEUR,264,264,264,264,0.0,0.0
2017-10-21,ETHEUR,264,264,264,264,0.0,0.0
2017-10-20,ETHEUR,264,264,264,264,0.0,0.0
2017-10-19,ETHEUR,264,264,264,264,0.0,0.0
2017-10-18,ETHEUR,264,264,264,264,0.0,0.0
2017-10-17,ETHEUR,264,264,264,264,0.0,0.0
2017-10-16,ETHEUR,264,264,264,264,0.0,0.0
2017-10-15,ETHEUR,264,264,264,264,0.0,0.0
2017-10-14,ETHEUR,264,264,264,264,0.0,0.0
2017-10-13,ETHEUR,264,264,264,264,0.0,0.0
2017-10-12,ETHEUR,264,264,264,264,0.0,0.0
2017-10-11,ETHEUR,264,264,264,264,0.0,0.0
2017-10-10,ETHEUR,264,264,264,264,0.0,0.0
2017-10-09,ETHEUR,264,264,264,264,0.0,0.0
2017-10-08,ETHEUR,267.69,272.7,260,264,2.122,563.07
2017-10-07,ETHEUR,249.99,249.99,249.99,249.99,0.0,0.0
2017-10-06,ETHEUR,249.99,249.99,249.99,249.99,0.0,0.0
2017-10-05,ETHEUR,247,272,245,249.99,0.9427,233.21
2017-10-04,ETHEUR,243.5,243.5,241.01,241.01,0.07515,18.11
2017-10-03,ETHEUR,255.01,255.01,243,250.05,4.425,1103.94
2017-10-02,ETHEUR,249.51,249.51,243,243,0.03206,7.792
2017-10-01,ETHEUR,238.03,257.99,238.03,257.99,0.08846,21.92
2017-09-30,ETHEUR,254.26,261.66,233,238.03,2.157,536.84
2017-09-29,ETHEUR,262.79,262.99,245.99,245.99,4.245,1058.27
2017-09-28,ETHEUR,259.99,260,259.99,260,0.2452,63.74
2017-09-27,ETHEUR,250.01,250.01,250.01,250.01,0.0,0.0
2017-09-26,ETHEUR,235.01,259.97,235.01,250.01,4.397,1080.97
2017-09-25,ETHEUR,220,220,220,220,0.0,0.0
2017-09-24,ETHEUR,220,220,220,220,0.0,0.0
2017-09-23,ETHEUR,220,220,220,220,0.0,0.0
2017-09-22,ETHEUR,225.99,225.99,220,220,27.86,6267.14
2017-09-21,ETHEUR,229.13,255,220.01,225.99,11.75,2746.81
2017-09-20,ETHEUR,240,260,229.13,229.13,0.2514,59.97
2017-09-19,ETHEUR,250.01,255,240,240,5.476,1340.5
2017-09-18,ETHEUR,215.68,265.21,215.68,250.01,10.05,2514.46
2017-09-17,ETHEUR,225.69,228.67,180,215.68,7.679,1471.28
2017-09-16,ETHEUR,239.66,249.99,215,225.69,14.74,3354.56
2017-09-15,ETHEUR,217.89,259.99,176,239.66,45.61,9678.16
2017-09-14,ETHEUR,239.93,240.05,150,217.89,24.1,4958.84
2017-09-13,ETHEUR,259.82,259.9,235.1,239.93,45.93,11122.55
2017-09-12,ETHEUR,273,279,259.82,259.82,24.29,6600.8
2017-09-11,ETHEUR,252.12,277.97,252.12,273,3.295,881.37
2017-09-10,ETHEUR,265.05,278,251,252.12,33.74,8783.65
2017-09-09,ETHEUR,267.52,280,265.05,265.05,4.856,1337.27
2017-09-08,ETHEUR,289.99,298,261,267.52,32.64,9107.73
2017-09-07,ETHEUR,299.99,305.67,270.04,289.99,13.99,4078.03
2017-09-06,ETHEUR,300,318.99,292.01,299.99,23.03,7151.57
2017-09-05,ETHEUR,268,300.01,255.01,300,10.35,2795.42
2017-09-04,ETHEUR,302.83,310,229.1,268,53.78,14416.5
2017-09-03,ETHEUR,280.07,309,280.07,302.83,6.315,1903.15
2017-09-02,ETHEUR,335.72,339.99,280.06,280.07,29.47,9146.14
2017-09-01,ETHEUR,333.51,347.98,330.01,335.72,25.39,8662.96
2017-08-31,ETHEUR,332,347.98,324.26,333.51,14.15,4696.71
2017-08-30,ETHEUR,325.01,335,315.01,332,11.99,3933.01
2017-08-29,ETHEUR,290.99,330.02,290,325.01,26.84,8471.23
2017-08-28,ETHEUR,289.89,290.99,278.36,290.99,5.015,1449.58
2017-08-27,ETHEUR,277.6,290,272.1,289.89,17.37,4918.06
2017-08-26,ETHEUR,283,284.99,277.6,277.6,6.475,1829.56
2017-08-25,ETHEUR,275.5,285,275.5,283,5.92,1680.59
2017-08-24,ETHEUR,271,283.48,268.3,275.5,29.43,8163.45
2017-08-23,ETHEUR,268.02,285,268.02,271,5.545,1554.08
2017-08-22,ETHEUR,272,287.96,267,268.02,232.47,66020.09
2017-08-21,ETHEUR,268.99,300,257,272,192.06,56204.44
2017-08-20,ETHEUR,256,271,254,268.99,18.91,4836.9
2017-08-19,ETHEUR,269.99,274.99,255,256,6.601,1761.3
2017-08-18,ETHEUR,270,272.99,250.01,269.99,5.754,1517.35
2017-08-17,ETHEUR,238,270,238,270,18.44,4962.93
2017-08-16,ETHEUR,255.98,267.89,237.21,238,14.81,3678.6
2017-08-15,ETHEUR,245,256.98,235,255.98,15.17,3674.78
2017-08-14,ETHEUR,240,268.5,240,245,0.7752,198.03
2017-08-13,ETHEUR,278,278,240,240,13.53,3580.69
2017-08-12,ETHEUR,259,278,259,278,2.255,604.43
2017-08-11,ETHEUR,274,278,258.5,259,4.259,1109.41
2017-08-10,ETHEUR,258.1,275,257,274,21.07,5596.65
2017-08-09,ETHEUR,255,264,240.03,258.1,54.09,13937.85
2017-08-08,ETHEUR,211,255,211,255,60.03,14103.82
2017-08-07,ETHEUR,230,230,210,211,9.797,2077.3
2017-08-06,ETHEUR,210,230,210,230,13.49,3031.29
2017-08-05,ETHEUR,199.6,210,188.5,210,38.05,7713.82
2017-08-04,ETHEUR,195.99,199.66,195.99,199.6,3.441,685.17
2017-08-03,ETHEUR,182.2,195.99,182.2,195.99,0.4166,75.9
2017-08-02,ETHEUR,198,198,182.2,182.2,0.802,149.75
2017-08-01,ETHEUR,180,201,179.54,198,15.18,2896.8
2017-07-31,ETHEUR,177.39,180,172.45,180,1.5,258.82
2017-07-30,ETHEUR,169.98,183.99,169.98,177.39,2.049,368.58
2017-07-29,ETHEUR,173,173,155,169.98,17.7,2766.49
2017-07-28,ETHEUR,168.01,173,165,173,14.43,2426.56
2017-07-27,ETHEUR,168.01,168.01,168.01,168.01,0.0,0.0
2017-07-26,ETHEUR,172,189.96,168.01,168.01,1.277,234.41
2017-07-25,ETHEUR,195,195,170.11,172,25.17,4543.9
2017-07-24,ETHEUR,200,200,189,195,2.189,427.2
2017-07-23,ETHEUR,185.01,201,185.01,200,5.639,1112.79
2017-07-22,ETHEUR,199,200,185.01,185.01,4.01,793.6
2017-07-21,ETHEUR,196.24,201,195,199,8.562,1709.91
2017-07-20,ETHEUR,187.99,204.98,174.03,196.24,16.42,3287.81
2017-07-19,ETHEUR,205,208,184,187.99,7.051,1362.92
2017-07-18,ETHEUR,173.96,219.9,169.93,205,28.3,5179.15
2017-07-17,ETHEUR,139.98,183,139.98,173.96,9.405,1394.85
2017-07-16,ETHEUR,154.12,157.21,108.41,139.98,11.5,1403.75
2017-07-15,ETHEUR,178.95,179,154.1,154.12,12.36,2138.2
2017-07-14,ETHEUR,173.03,184,164,178.95,4.48,772.95
2017-07-13,ETHEUR,200,204.9,173,173.03,23.79,4426.48
2017-07-12,ETHEUR,165.2,220,165.2,200,132.0,26112.4
2017-07-11,ETHEUR,180.5,198.8,155,165.2,2.788,447.18
2017-07-10,ETHEUR,206,225,180.5,180.5,14.85,2983.44
2017-07-09,ETHEUR,230,230,206,206,0.09974,20.55
2017-07-08,ETHEUR,230,230,210,230,4.441,1015.52
2017-07-07,ETHEUR,231.03,231.03,206.01,230,23.57,5357.71
2017-07-06,ETHEUR,243.97,244,231.03,231.03,3.358,816.84
2017-07-05,ETHEUR,241,250,231,243.97,55.6,13042.9
2017-07-04,ETHEUR,259,259.98,240,241,23.74,5785.36
2017-07-03,ETHEUR,260,260,244.5,259,22.16,5458.66
2017-07-02,ETHEUR,249.98,499.99,230,260,97.72,32983.37
2017-07-01,ETHEUR,268.9,268.9,233,249.98,4.022,955.7
2017-06-30,ETHEUR,286.99,286.99,225.1,268.9,9.889,2570.47
2017-06-29,ETHEUR,324.99,324.99,264,286.99,19.54,5379.29
2017-06-28,ETHEUR,202.04,340,202.04,324.99,59.19,17851.73
2017-06-27,ETHEUR,203.1,258,202,202.04,25.08,5466.41
2017-06-26,ETHEUR,279,279,202,203.1,17.55,4224.26
2017-06-25,ETHEUR,285.09,300,221,279,18.99,5098.91
2017-06-24,ETHEUR,300,314,285,285.09,10.48,3098.01
2017-06-23,ETHEUR,304.99,318.9,294,300,3.088,961.62
2017-06-22,ETHEUR,309.99,309.99,250,304.99,17.93,5094.72
2017-06-21,ETHEUR,321,339.99,295,309.99,16.94,5278.61
2017-06-20,ETHEUR,347,387,315,321,29.85,10117.98
2017-06-19,ETHEUR,349,353,322.3,347,32.23,10823.51
2017-06-18,ETHEUR,344.99,349,324.08,349,3.515,1182.36
2017-06-17,ETHEUR,348,348,321.14,344.99,7.173,2362.5
2017-06-16,ETHEUR,344,350,321.13,348,16.22,5473.03
2017-06-15,ETHEUR,319,350,270,344,46.14,13543.31
2017-06-14,ETHEUR,360,384.98,319,319,86.85,30927.84
2017-06-13,ETHEUR,399,399,350,360,33.23,12421.3
2017-06-12,ETHEUR,320.01,399,320.01,399,30.81,10979.99
2017-06-11,ETHEUR,300,388,300,320.01,45.46,15767.06
2017-06-10,ETHEUR,275,300,270,300,25.29,7401.45
2017-06-09,ETHEUR,239,275,224.1,275,34.76,8931.51
2017-06-08,ETHEUR,240,260,233,239,25.21,6172.69
2017-06-07,ETHEUR,237,260,232.02,240,14.9,3618.0
2017-06-06,ETHEUR,265,294.99,229,237,32.04,8438.23
2017-06-05,ETHEUR,242,265,220,265,10.69,2586.61
2017-06-04,ETHEUR,216,242,209.55,242,15.13,3578.99
2017-06-03,ETHEUR,230,230,202,216,8.406,1852.26
2017-06-02,ETHEUR,218.98,230,192,230,7.404,1637.9
2017-06-01,ETHEUR,210,229.47,186,218.98,2.862,593.59
2017-05-31,ETHEUR,202,245,200,210,17.4,3679.03
2017-05-30,ETHEUR,188,202,188,202,12.57,2507.19
2017-05-29,ETHEUR,162,188,162,188,1.866,350.0
2017-05-28,ETHEUR,150,179.97,150,162,5.568,914.17
2017-05-27,ETHEUR,189,189,140,150,0.04007,5.724
2017-05-26,ETHEUR,163.01,189,158,189,19.27,3436.01
2017-05-25,ETHEUR,199.9,250,163.01,163.01,17.91,3296.82
2017-05-24,ETHEUR,189.94,200,170,199.9,49.41,9286.21
2017-05-23,ETHEUR,189,190,140,189.94,14.26,2208.37
2017-05-22,ETHEUR,131,194.99,131,189,17.21,2789.85
2017-05-21,ETHEUR,144,144,110,131,2.637,303.67
2017-05-20,ETHEUR,144,144,144,144,0.0,0.0
2017-05-19,ETHEUR,99.94,144,84.1,144,18.69,1882.65
2017-05-18,ETHEUR,79.5,99.94,79.5,99.94,10.74,919.05
2017-05-17,ETHEUR,94.91,94.91,79.5,79.5,1.447,115.01
2017-05-16,ETHEUR,94.91,94.91,94.91,94.91,0.0,0.0
2017-05-15,ETHEUR,63,94.91,11,94.91,21.8,825.31
2017-05-14,ETHEUR,85,85,63,63,7.733,563.78
2017-05-13,ETHEUR,135,135,85,85,3.519,299.1
2017-05-12,ETHEUR,96.98,135,89.99,135,11.61,1317.06
2017-05-11,ETHEUR,97,97,79.05,96.98,0.4058,33.92
2017-05-10,ETHEUR,73.13,130,72,97,39.3,4201.88
2017-05-09,ETHEUR,73.13,73.13,73.13,73.13,0.0,0.0
2017-05-08,ETHEUR,110,110,73.13,73.13,0.1324,9.684
2017-05-07,ETHEUR,110,110,110,110,0.0,0.0
2017-05-06,ETHEUR,110,110,110,110,0.0,0.0
2017-05-05,ETHEUR,109,110,100,110,2.894,313.61
2017-05-04,ETHEUR,79,109,79,109,1.405,140.0
2017-05-03,ETHEUR,79,79,79,79,0.0,0.0
2017-05-02,ETHEUR,79,79,79,79,0.0,0.0
2017-05-01,ETHEUR,57.1,79,57.1,79,1.549,122.37
2017-04-30,ETHEUR,57.1,57.1,57.1,57.1,0.0,0.0
2017-04-29,ETHEUR,76,76,57.1,57.1,0.5254,30.0
2017-04-28,ETHEUR,57,76,57,76,1.014,70.28
2017-04-27,ETHEUR,57.5,57.5,57,57,0.193,11.0
2017-04-26,ETHEUR,79.97,79.97,57.5,57.5,0.1927,11.17
2017-04-25,ETHEUR,79.97,79.97,79.97,79.97,0.0,0.0
2017-04-24,ETHEUR,79.97,79.97,79.97,79.97,0.0,0.0
2017-04-23,ETHEUR,86.97,86.97,60,79.97,0.2668,19.54
2017-04-22,ETHEUR,86.97,86.97,86.97,86.97,0.0,0.0
2017-04-21,ETHEUR,43,86.97,43,86.97,0.0514,4.47
2017-04-20,ETHEUR,43,43,43,43,0.0,0.0
2017-04-19,ETHEUR,43,43,43,43,0.0,0.0
2017-04-18,ETHEUR,43,43,43,43,0.0,0.0
2017-04-17,ETHEUR,43,43,43,43,0.0,0.0
2017-04-16,ETHEUR,43,43,43,43,0.0,0.0
2017-04-15,ETHEUR,43,43,43,43,0.0,0.0
2017-04-14,ETHEUR,43,43,43,43,0.0,0.0
2017-04-13,ETHEUR,43,43,43,43,0.0,0.0
2017-04-12,ETHEUR,43,43,43,43,0.0,0.0
2017-04-11,ETHEUR,43,43,43,43,0.0,0.0
2017-04-10,ETHEUR,43,43,43,43,0.0,0.0
2017-04-09,ETHEUR,43,43,43,43,0.0,0.0
2017-04-08,ETHEUR,43,43,43,43,0.0,0.0
2017-04-07,ETHEUR,42,43,42,43,0.4651,20.0
2017-04-06,ETHEUR,45,45,42,42,0.4025,16.9
2017-04-05,ETHEUR,45,45,45,45,0.0,0.0
2017-04-04,ETHEUR,45,45,45,45,1.556,70.0
2017-04-03,ETHEUR,45,45.5,45,45,0.2915,13.15
2017-04-02,ETHEUR,45,45,45,45,0.0,0.0
2017-04-01,ETHEUR,53,53,45,45,1.203,55.66
2017-03-31,ETHEUR,53,53,53,53,0.0,0.0
2017-03-30,ETHEUR,53,53,53,53,0.0,0.0
2017-03-29,ETHEUR,53,53,53,53,1.019,54.0
2017-03-28,ETHEUR,53,53,53,53,0.0,0.0
2017-03-27,ETHEUR,39,53,39,53,4.38,197.6
2017-03-26,ETHEUR,39,39,39,39,0.0,0.0
2017-03-25,ETHEUR,39,39,39,39,0.0,0.0
2017-03-24,ETHEUR,39,39,39,39,0.0,0.0
2017-03-23,ETHEUR,39,39,39,39,0.0,0.0
2017-03-22,ETHEUR,37,39,37,39,1.026,40.0
2017-03-21,ETHEUR,37,37,37,37,0.0,0.0
2017-03-20,ETHEUR,37,37,37,37,0.0,0.0
2017-03-19,ETHEUR,37,37,36.5,37,0.5442,20.0
2017-03-18,ETHEUR,44.5,44.5,37,37,1.882,78.64
2017-03-17,ETHEUR,40,45,40,44.5,0.2692,12.0
2017-03-16,ETHEUR,15,55,15,40,36.55,1749.94
2017-03-15,ETHEUR,15,15,15,15,0.0,0.0
2017-03-14,ETHEUR,15,15,15,15,0.0,0.0
2017-03-13,ETHEUR,55,55,15,15,9.595,143.92
2017-03-12,ETHEUR,12,55,12,55,5.237,165.56
2017-03-11,ETHEUR,12,12,12,12,0.0,0.0
2017-03-10,ETHEUR,12,12,12,12,0.0,0.0
2017-03-09,ETHEUR,12,12,12,12,0.0,0.0
2017-03-08,ETHEUR,12,12,12,12,0.0,0.0
2017-03-07,ETHEUR,12,12,12,12,0.0,0.0
2017-03-06,ETHEUR,12,12,12,12,0.0,0.0
2017-03-05,ETHEUR,12,12,12,12,0.0,0.0
2017-03-04,ETHEUR,12,12,12,12,0.0,0.0
2017-03-03,ETHEUR,12,12,12,12,0.0,0.0
2017-03-02,ETHEUR,12,12,12,12,0.0,0.0
2017-03-01,ETHEUR,7,12,7,12,2.439,29.26
2017-02-28,ETHEUR,7,7,7,7,0.0,0.0
2017-02-27,ETHEUR,7,7,7,7,0.0,0.0
2017-02-26,ETHEUR,7,7,7,7,0.0,0.0
2017-02-25,ETHEUR,7,7,7,7,0.0,0.0
2017-02-24,ETHEUR,33,33,7,7,0.1668,1.168
2017-02-23,ETHEUR,12,33,12,33,2.449,80.82
