Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume BTC
2020-03-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-03-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-03-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-03-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-03-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-03-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-02-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2020-01-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-12-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-11-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-10-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-09-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-08-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-07-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-06-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-31,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-30,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-29,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-28,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-27,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-26,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-25,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-24,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-23,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-22,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-21,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-20,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-19,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-18,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-17,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-16,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-15,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-14,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-13,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-12,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-11,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-10,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-09,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-08,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-07,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-06,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-05,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-04,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-03,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-02,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
2019-05-01,XMRBTC,0.018,0.018,0.018,0.018,0.0,0.0
