Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DGB,Volume BTC
2018-11-14,DGBBTC,3.04e-06,3.11e-06,2.91e-06,2.96e-06,357833.0,1.062
2018-11-13,DGBBTC,3.14e-06,3.17e-06,2.99e-06,3.04e-06,178474.9,0.5504
2018-11-12,DGBBTC,3.05e-06,3.14e-06,2.91e-06,3.14e-06,321011.18,0.9679
2018-11-11,DGBBTC,3.17e-06,3.2e-06,3.03e-06,3.05e-06,125666.9,0.3908
2018-11-10,DGBBTC,3.2e-06,3.27e-06,3.15e-06,3.17e-06,362402.32,1.161
2018-11-09,DGBBTC,3.16e-06,3.28e-06,3.15e-06,3.2e-06,101542.59,0.3243
2018-11-08,DGBBTC,3.26e-06,3.28e-06,3.15e-06,3.16e-06,249743.53,0.8003
2018-11-07,DGBBTC,3.29e-06,3.34e-06,3.24e-06,3.26e-06,232690.04,0.7638
2018-11-06,DGBBTC,3.32e-06,3.32e-06,3.23e-06,3.29e-06,168449.67,0.5525
2018-11-05,DGBBTC,3.39e-06,3.4e-06,3.26e-06,3.32e-06,431311.85,1.423
2018-11-04,DGBBTC,3.38e-06,3.43e-06,3.34e-06,3.39e-06,222495.57,0.7534
2018-11-03,DGBBTC,3.4e-06,3.46e-06,3.35e-06,3.38e-06,159383.98,0.5417
2018-11-02,DGBBTC,3.3e-06,3.59e-06,3.23e-06,3.4e-06,378733.61,1.299
2018-11-01,DGBBTC,3.36e-06,3.4e-06,3.22e-06,3.3e-06,386416.31,1.271
2018-10-31,DGBBTC,3.3e-06,3.36e-06,3.21e-06,3.36e-06,300497.21,0.9881
2018-10-30,DGBBTC,3.36e-06,3.36e-06,3.28e-06,3.3e-06,231324.71,0.7686
2018-10-29,DGBBTC,3.46e-06,3.46e-06,3.32e-06,3.36e-06,164841.49,0.5595
2018-10-28,DGBBTC,3.49e-06,3.51e-06,3.42e-06,3.46e-06,112130.43,0.3881
2018-10-27,DGBBTC,3.47e-06,3.56e-06,3.43e-06,3.49e-06,136036.16,0.4722
2018-10-26,DGBBTC,3.46e-06,3.55e-06,3.38e-06,3.47e-06,144848.82,0.4963
2018-10-25,DGBBTC,3.39e-06,3.5e-06,3.39e-06,3.46e-06,145709.77,0.5018
2018-10-24,DGBBTC,3.4e-06,3.46e-06,3.39e-06,3.39e-06,131096.69,0.4473
2018-10-23,DGBBTC,3.49e-06,3.55e-06,3.4e-06,3.4e-06,132962.84,0.4588
2018-10-22,DGBBTC,3.57e-06,3.58e-06,3.47e-06,3.49e-06,192719.01,0.681
2018-10-21,DGBBTC,3.6e-06,3.65e-06,3.52e-06,3.57e-06,201481.61,0.7206
2018-10-20,DGBBTC,3.6e-06,3.61e-06,3.56e-06,3.6e-06,49651.84,0.1779
2018-10-19,DGBBTC,3.57e-06,3.63e-06,3.54e-06,3.6e-06,111198.48,0.398
2018-10-18,DGBBTC,3.59e-06,3.62e-06,3.56e-06,3.57e-06,162736.56,0.5824
2018-10-17,DGBBTC,3.64e-06,3.74e-06,3.57e-06,3.59e-06,230735.23,0.8377
2018-10-16,DGBBTC,3.7e-06,3.73e-06,3.55e-06,3.64e-06,182300.63,0.6631
2018-10-15,DGBBTC,3.73e-06,3.74e-06,3.56e-06,3.7e-06,287357.64,1.048
2018-10-14,DGBBTC,3.66e-06,3.91e-06,3.63e-06,3.73e-06,445277.52,1.678
2018-10-13,DGBBTC,3.67e-06,3.76e-06,3.66e-06,3.66e-06,112706.45,0.4158
2018-10-12,DGBBTC,3.62e-06,3.75e-06,3.55e-06,3.67e-06,201558.69,0.7386
2018-10-11,DGBBTC,3.84e-06,3.84e-06,3.62e-06,3.62e-06,303510.06,1.128
2018-10-10,DGBBTC,3.81e-06,3.9e-06,3.77e-06,3.84e-06,200741.85,0.7695
2018-10-09,DGBBTC,3.86e-06,3.86e-06,3.78e-06,3.81e-06,262884.89,1.003
2018-10-08,DGBBTC,3.85e-06,3.88e-06,3.8e-06,3.86e-06,183063.59,0.7005
2018-10-07,DGBBTC,3.83e-06,3.9e-06,3.74e-06,3.85e-06,100600.02,0.3851
2018-10-06,DGBBTC,3.9e-06,4.0e-06,3.74e-06,3.83e-06,130155.57,0.5028
2018-10-05,DGBBTC,3.73e-06,4.01e-06,3.68e-06,3.9e-06,370649.61,1.408
2018-10-04,DGBBTC,3.71e-06,3.73e-06,3.68e-06,3.73e-06,222230.08,0.824
2018-10-03,DGBBTC,3.75e-06,3.77e-06,3.67e-06,3.71e-06,196219.79,0.7298
2018-10-02,DGBBTC,3.67e-06,3.78e-06,3.66e-06,3.75e-06,4797615.63,17.74
2018-10-01,DGBBTC,3.64e-06,3.7e-06,3.63e-06,3.67e-06,5757376.14,21.14
2018-09-30,DGBBTC,3.75e-06,3.79e-06,3.64e-06,3.64e-06,1385994.05,5.149
2018-09-29,DGBBTC,3.67e-06,3.8e-06,3.66e-06,3.75e-06,281659.71,1.055
2018-09-28,DGBBTC,3.5e-06,3.72e-06,3.42e-06,3.67e-06,586652.44,2.123
2018-09-27,DGBBTC,3.38e-06,3.5e-06,3.35e-06,3.5e-06,245599.29,0.8423
2018-09-26,DGBBTC,3.45e-06,3.47e-06,3.31e-06,3.38e-06,291897.71,0.9899
2018-09-25,DGBBTC,3.51e-06,3.51e-06,3.24e-06,3.45e-06,1405664.9,4.884
2018-09-24,DGBBTC,3.5e-06,3.58e-06,3.42e-06,3.51e-06,663380.69,2.329
2018-09-23,DGBBTC,3.47e-06,3.66e-06,3.39e-06,3.5e-06,6708259.0,23.36
2018-09-22,DGBBTC,3.44e-06,3.5e-06,3.35e-06,3.47e-06,515685.3,1.781
2018-09-21,DGBBTC,3.48e-06,3.51e-06,3.38e-06,3.44e-06,311732.34,1.077
2018-09-20,DGBBTC,3.54e-06,3.58e-06,3.27e-06,3.48e-06,425229.6,1.479
2018-09-19,DGBBTC,3.56e-06,3.62e-06,3.45e-06,3.54e-06,532146.1,1.872
2018-09-18,DGBBTC,3.63e-06,3.65e-06,3.42e-06,3.56e-06,492812.44,1.741
2018-09-17,DGBBTC,3.56e-06,3.72e-06,3.52e-06,3.63e-06,333392.8,1.205
2018-09-16,DGBBTC,3.59e-06,3.69e-06,3.34e-06,3.56e-06,345352.76,1.232
2018-09-15,DGBBTC,3.64e-06,3.7e-06,3.5e-06,3.59e-06,135513.62,0.487
2018-09-14,DGBBTC,3.64e-06,3.8e-06,3.57e-06,3.64e-06,331710.73,1.217
2018-09-13,DGBBTC,3.49e-06,3.73e-06,3.42e-06,3.64e-06,379047.97,1.347
2018-09-12,DGBBTC,3.52e-06,3.61e-06,3.26e-06,3.49e-06,710980.45,2.399
2018-09-11,DGBBTC,3.64e-06,3.69e-06,3.5e-06,3.52e-06,371082.11,1.339
2018-09-10,DGBBTC,3.63e-06,3.79e-06,3.54e-06,3.64e-06,187154.66,0.687
2018-09-09,DGBBTC,3.7e-06,3.71e-06,3.54e-06,3.63e-06,87968.19,0.321
2018-09-08,DGBBTC,3.75e-06,3.84e-06,3.61e-06,3.7e-06,143194.21,0.5327
2018-09-07,DGBBTC,3.84e-06,3.95e-06,3.61e-06,3.75e-06,302895.84,1.153
2018-09-06,DGBBTC,3.75e-06,3.87e-06,3.6e-06,3.84e-06,323952.22,1.216
2018-09-05,DGBBTC,4.02e-06,4.07e-06,3.75e-06,3.75e-06,452915.66,1.768
2018-09-04,DGBBTC,3.95e-06,4.2e-06,3.75e-06,4.02e-06,799435.21,3.197
2018-09-03,DGBBTC,3.95e-06,4.03e-06,3.75e-06,3.95e-06,280911.39,1.094
2018-09-02,DGBBTC,3.99e-06,4.27e-06,3.93e-06,3.95e-06,597522.4,2.452
2018-09-01,DGBBTC,3.79e-06,4.15e-06,3.72e-06,3.99e-06,1544577.88,6.092
2018-08-31,DGBBTC,3.7e-06,3.9e-06,3.47e-06,3.79e-06,1003076.69,3.732
2018-08-30,DGBBTC,3.82e-06,3.93e-06,3.51e-06,3.7e-06,827067.6,3.096
2018-08-29,DGBBTC,3.9e-06,3.95e-06,3.71e-06,3.82e-06,595979.05,2.264
2018-08-28,DGBBTC,3.64e-06,3.95e-06,3.6e-06,3.9e-06,707161.04,2.695
2018-08-27,DGBBTC,3.56e-06,3.8e-06,3.55e-06,3.64e-06,517153.89,1.883
2018-08-26,DGBBTC,3.51e-06,3.64e-06,3.51e-06,3.56e-06,1289758.62,4.635
2018-08-25,DGBBTC,3.55e-06,3.7e-06,3.5e-06,3.51e-06,465119.26,1.663
2018-08-24,DGBBTC,3.27e-06,3.76e-06,3.27e-06,3.55e-06,29776350.49,104.07
2018-08-23,DGBBTC,3.52e-06,3.65e-06,3.27e-06,3.27e-06,361901.6,1.233
2018-08-22,DGBBTC,3.67e-06,3.89e-06,3.52e-06,3.52e-06,240886.01,0.8861
2018-08-21,DGBBTC,3.76e-06,3.83e-06,3.64e-06,3.67e-06,300525.38,1.127
2018-08-20,DGBBTC,3.88e-06,3.97e-06,3.7e-06,3.76e-06,183702.64,0.7073
2018-08-19,DGBBTC,3.8e-06,3.95e-06,3.7e-06,3.88e-06,214460.09,0.8219
2018-08-18,DGBBTC,3.9e-06,4.19e-06,3.53e-06,3.8e-06,2363460.13,9.331
2018-08-17,DGBBTC,3.74e-06,4.04e-06,3.72e-06,3.9e-06,249074.69,0.9855
2018-08-16,DGBBTC,3.82e-06,3.91e-06,3.67e-06,3.74e-06,597065.57,2.281
2018-08-15,DGBBTC,3.39e-06,4.11e-06,3.32e-06,3.82e-06,836421.84,3.195
2018-08-14,DGBBTC,3.82e-06,3.82e-06,3.26e-06,3.39e-06,965413.46,3.425
2018-08-13,DGBBTC,4.08e-06,4.18e-06,3.82e-06,3.82e-06,193805.69,0.7818
2018-08-12,DGBBTC,4.12e-06,4.27e-06,4.0e-06,4.08e-06,472036.37,1.978
2018-08-11,DGBBTC,4.32e-06,4.36e-06,4.06e-06,4.12e-06,549250.07,2.293
2018-08-10,DGBBTC,4.39e-06,4.43e-06,4.0e-06,4.32e-06,873686.66,3.756
2018-08-09,DGBBTC,4.42e-06,4.49e-06,4.14e-06,4.39e-06,232489.3,1.007
2018-08-08,DGBBTC,4.52e-06,4.58e-06,4.26e-06,4.42e-06,408485.33,1.817
2018-08-07,DGBBTC,4.68e-06,4.71e-06,4.51e-06,4.52e-06,523216.32,2.433
2018-08-06,DGBBTC,4.73e-06,4.9e-06,4.6e-06,4.68e-06,470063.71,2.224
2018-08-05,DGBBTC,4.54e-06,4.78e-06,4.5e-06,4.73e-06,401553.02,1.876
2018-08-04,DGBBTC,4.52e-06,4.78e-06,4.37e-06,4.54e-06,518405.93,2.344
2018-08-03,DGBBTC,4.72e-06,4.73e-06,4.36e-06,4.52e-06,565434.15,2.582
2018-08-02,DGBBTC,4.78e-06,5.08e-06,4.69e-06,4.72e-06,532416.39,2.576
2018-08-01,DGBBTC,4.76e-06,4.94e-06,4.67e-06,4.78e-06,393213.52,1.886
2018-07-31,DGBBTC,5.02e-06,5.02e-06,4.76e-06,4.76e-06,294018.88,1.435
2018-07-30,DGBBTC,5.0e-06,5.12e-06,4.81e-06,5.02e-06,482258.63,2.398
2018-07-29,DGBBTC,5.24e-06,5.34e-06,4.92e-06,5.0e-06,428280.51,2.182
2018-07-28,DGBBTC,5.31e-06,5.41e-06,5.2e-06,5.24e-06,402372.57,2.136
2018-07-27,DGBBTC,5.22e-06,5.46e-06,4.93e-06,5.31e-06,699169.07,3.589
2018-07-26,DGBBTC,5.46e-06,5.46e-06,4.99e-06,5.22e-06,908519.71,4.706
2018-07-25,DGBBTC,5.47e-06,5.57e-06,5.21e-06,5.46e-06,953102.38,5.172
2018-07-24,DGBBTC,6.02e-06,6.04e-06,5.33e-06,5.47e-06,1332210.06,7.564
2018-07-23,DGBBTC,6.15e-06,6.31e-06,5.9e-06,6.02e-06,920861.12,5.684
2018-07-22,DGBBTC,5.95e-06,6.23e-06,5.93e-06,6.15e-06,343350.12,2.077
2018-07-21,DGBBTC,5.9e-06,6.07e-06,5.75e-06,5.95e-06,524434.81,3.116
2018-07-20,DGBBTC,6.28e-06,6.45e-06,5.8e-06,5.9e-06,1142977.02,7.009
2018-07-19,DGBBTC,5.7e-06,6.39e-06,5.52e-06,6.28e-06,2064704.27,12.72
2018-07-18,DGBBTC,5.9e-06,5.96e-06,5.49e-06,5.7e-06,901813.53,5.168
2018-07-17,DGBBTC,5.85e-06,6.05e-06,5.69e-06,5.9e-06,446888.55,2.63
2018-07-16,DGBBTC,5.98e-06,6.14e-06,5.76e-06,5.85e-06,604677.75,3.586
2018-07-15,DGBBTC,5.41e-06,6.06e-06,5.13e-06,5.98e-06,997976.01,5.506
2018-07-14,DGBBTC,5.9e-06,6.0e-06,5.31e-06,5.41e-06,812234.43,4.546
2018-07-13,DGBBTC,6.11e-06,6.29e-06,5.9e-06,5.9e-06,1396438.56,8.574
2018-07-12,DGBBTC,6.11e-06,6.32e-06,5.91e-06,6.11e-06,783003.68,4.78
2018-07-11,DGBBTC,5.9e-06,6.41e-06,5.88e-06,6.11e-06,1920801.66,12.12
2018-07-10,DGBBTC,5.67e-06,6.16e-06,5.38e-06,5.9e-06,1390371.41,8.076
2018-07-09,DGBBTC,6.2e-06,6.85e-06,5.53e-06,5.67e-06,2795195.2,17.72
2018-07-08,DGBBTC,5.41e-06,6.25e-06,5.28e-06,6.2e-06,2158110.72,12.45
2018-07-07,DGBBTC,4.97e-06,5.41e-06,4.74e-06,5.41e-06,971990.08,4.893
2018-07-06,DGBBTC,4.59e-06,5.0e-06,4.43e-06,4.97e-06,772013.32,3.596
2018-07-05,DGBBTC,4.56e-06,4.68e-06,4.43e-06,4.59e-06,695245.58,3.172
2018-07-04,DGBBTC,4.49e-06,4.66e-06,4.34e-06,4.56e-06,956134.63,4.317
2018-07-03,DGBBTC,4.27e-06,4.67e-06,4.18e-06,4.49e-06,1084458.35,4.769
2018-07-02,DGBBTC,4.01e-06,4.32e-06,3.93e-06,4.27e-06,693318.62,2.871
2018-07-01,DGBBTC,4.07e-06,4.1e-06,3.65e-06,4.01e-06,387900.48,1.544
2018-06-30,DGBBTC,3.93e-06,4.1e-06,3.92e-06,4.07e-06,498921.55,1.988
2018-06-29,DGBBTC,3.88e-06,4.03e-06,3.71e-06,3.93e-06,587703.67,2.253
2018-06-28,DGBBTC,3.74e-06,4.22e-06,3.73e-06,3.88e-06,981249.41,3.955
2018-06-27,DGBBTC,3.31e-06,3.97e-06,3.27e-06,3.74e-06,631702.93,2.3
2018-06-26,DGBBTC,3.44e-06,3.56e-06,3.21e-06,3.31e-06,557789.76,1.868
2018-06-25,DGBBTC,3.23e-06,3.8e-06,3.22e-06,3.44e-06,695858.69,2.351
2018-06-24,DGBBTC,3.45e-06,3.49e-06,3.01e-06,3.23e-06,570951.39,1.801
2018-06-23,DGBBTC,3.59e-06,3.61e-06,3.4e-06,3.45e-06,279847.86,0.9896
2018-06-22,DGBBTC,3.86e-06,3.91e-06,3.49e-06,3.59e-06,372069.29,1.36
2018-06-21,DGBBTC,3.95e-06,4.12e-06,3.84e-06,3.86e-06,573107.28,2.262
2018-06-20,DGBBTC,4.12e-06,4.13e-06,3.84e-06,3.95e-06,518902.68,2.043
2018-06-19,DGBBTC,4.13e-06,4.19e-06,4.05e-06,4.12e-06,214357.34,0.8849
2018-06-18,DGBBTC,4.17e-06,4.25e-06,4.0e-06,4.13e-06,455140.48,1.876
2018-06-17,DGBBTC,4.2e-06,4.28e-06,4.14e-06,4.17e-06,209692.74,0.8788
2018-06-16,DGBBTC,4.22e-06,4.31e-06,4.15e-06,4.2e-06,174586.11,0.7324
2018-06-15,DGBBTC,4.28e-06,4.33e-06,4.11e-06,4.22e-06,308671.64,1.297
2018-06-14,DGBBTC,4.04e-06,4.4e-06,4.0e-06,4.28e-06,427814.09,1.803
2018-06-13,DGBBTC,4.35e-06,4.41e-06,3.95e-06,4.04e-06,582379.6,2.418
2018-06-12,DGBBTC,4.81e-06,4.82e-06,4.3e-06,4.35e-06,419639.85,1.911
2018-06-11,DGBBTC,4.62e-06,4.83e-06,4.5e-06,4.81e-06,170860.43,0.8015
2018-06-10,DGBBTC,4.84e-06,5.02e-06,4.51e-06,4.62e-06,556372.33,2.673
2018-06-09,DGBBTC,4.75e-06,4.99e-06,4.73e-06,4.84e-06,535621.95,2.616
2018-06-08,DGBBTC,4.54e-06,4.85e-06,4.41e-06,4.75e-06,449103.95,2.058
2018-06-07,DGBBTC,4.5e-06,4.6e-06,4.42e-06,4.54e-06,378274.8,1.705
2018-06-06,DGBBTC,4.46e-06,4.57e-06,4.3e-06,4.5e-06,443277.35,1.977
2018-06-05,DGBBTC,4.41e-06,4.59e-06,4.34e-06,4.46e-06,581943.1,2.575
2018-06-04,DGBBTC,4.66e-06,4.67e-06,4.35e-06,4.41e-06,471109.42,2.108
2018-06-03,DGBBTC,4.57e-06,4.72e-06,4.48e-06,4.66e-06,334102.12,1.547
2018-06-02,DGBBTC,4.43e-06,4.59e-06,4.41e-06,4.57e-06,245746.06,1.106
2018-06-01,DGBBTC,4.37e-06,4.66e-06,4.37e-06,4.43e-06,301142.86,1.348
2018-05-31,DGBBTC,4.28e-06,4.6e-06,4.17e-06,4.37e-06,507508.26,2.218
2018-05-30,DGBBTC,4.44e-06,4.47e-06,4.23e-06,4.28e-06,371102.21,1.622
2018-05-29,DGBBTC,4.53e-06,4.66e-06,4.19e-06,4.44e-06,694764.79,3.035
2018-05-28,DGBBTC,4.48e-06,4.58e-06,4.18e-06,4.53e-06,529948.09,2.321
2018-05-27,DGBBTC,4.64e-06,4.72e-06,4.4e-06,4.48e-06,288946.98,1.324
2018-05-26,DGBBTC,4.63e-06,4.72e-06,4.55e-06,4.64e-06,245651.87,1.136
2018-05-25,DGBBTC,4.8e-06,4.8e-06,4.55e-06,4.63e-06,293252.21,1.371
2018-05-24,DGBBTC,4.65e-06,4.8e-06,4.49e-06,4.8e-06,483236.56,2.259
2018-05-23,DGBBTC,4.78e-06,4.87e-06,4.41e-06,4.65e-06,775669.26,3.622
2018-05-22,DGBBTC,4.85e-06,4.9e-06,4.63e-06,4.78e-06,617783.62,2.949
2018-05-21,DGBBTC,4.77e-06,4.89e-06,4.6e-06,4.85e-06,452225.11,2.145
2018-05-20,DGBBTC,4.56e-06,4.89e-06,4.44e-06,4.77e-06,431224.84,2.012
2018-05-19,DGBBTC,4.4e-06,4.65e-06,4.22e-06,4.56e-06,318288.71,1.416
2018-05-18,DGBBTC,4.18e-06,4.44e-06,4.1e-06,4.4e-06,474621.38,2.02
2018-05-17,DGBBTC,4.51e-06,4.64e-06,4.16e-06,4.18e-06,568008.03,2.505
2018-05-16,DGBBTC,4.68e-06,4.7e-06,4.47e-06,4.51e-06,351363.02,1.614
2018-05-15,DGBBTC,4.85e-06,5.0e-06,4.65e-06,4.68e-06,382436.59,1.846
2018-05-14,DGBBTC,5.02e-06,5.06e-06,4.76e-06,4.85e-06,477027.93,2.341
2018-05-13,DGBBTC,4.79e-06,5.09e-06,4.5e-06,5.02e-06,536603.48,2.617
2018-05-12,DGBBTC,4.43e-06,4.8e-06,4.2e-06,4.79e-06,764873.74,3.387
2018-05-11,DGBBTC,4.8e-06,4.9e-06,4.27e-06,4.43e-06,910136.84,4.109
2018-05-10,DGBBTC,5.17e-06,5.2e-06,4.76e-06,4.8e-06,702883.0,3.533
2018-05-09,DGBBTC,5.0e-06,5.22e-06,4.81e-06,5.17e-06,598287.82,3.008
2018-05-08,DGBBTC,4.71e-06,5.0e-06,4.71e-06,5.0e-06,837955.16,4.098
2018-05-07,DGBBTC,4.8e-06,4.89e-06,4.63e-06,4.71e-06,481410.21,2.281
2018-05-06,DGBBTC,4.91e-06,4.93e-06,4.57e-06,4.8e-06,1763664.13,8.319
2018-05-05,DGBBTC,5.02e-06,5.12e-06,4.83e-06,4.91e-06,536925.4,2.665
2018-05-04,DGBBTC,4.93e-06,5.9e-06,4.89e-06,5.02e-06,1883245.63,9.681
2018-05-03,DGBBTC,5.2e-06,5.25e-06,4.8e-06,4.93e-06,934764.1,4.735
2018-05-02,DGBBTC,4.71e-06,5.2e-06,4.7e-06,5.2e-06,1450581.44,7.203
2018-05-01,DGBBTC,4.43e-06,4.83e-06,4.3e-06,4.71e-06,1295314.42,5.844
2018-04-30,DGBBTC,4.64e-06,4.71e-06,4.4e-06,4.43e-06,511412.68,2.322
2018-04-29,DGBBTC,4.74e-06,4.8e-06,4.53e-06,4.64e-06,725541.93,3.378
2018-04-28,DGBBTC,4.8e-06,4.95e-06,4.63e-06,4.74e-06,524344.73,2.517
2018-04-27,DGBBTC,4.29e-06,4.92e-06,4.21e-06,4.8e-06,2061057.13,9.88
2018-04-26,DGBBTC,3.88e-06,4.45e-06,3.83e-06,4.29e-06,2198102.52,9.027
2018-04-25,DGBBTC,4.14e-06,4.15e-06,3.63e-06,3.88e-06,798377.68,3.122
2018-04-24,DGBBTC,3.94e-06,4.22e-06,3.84e-06,4.14e-06,1177328.05,4.735
2018-04-23,DGBBTC,3.87e-06,4.0e-06,3.72e-06,3.94e-06,1294452.77,5.02
2018-04-22,DGBBTC,3.69e-06,3.96e-06,3.6e-06,3.87e-06,964906.15,3.688
2018-04-21,DGBBTC,3.92e-06,4.01e-06,3.69e-06,3.69e-06,1104585.65,4.238
2018-04-20,DGBBTC,4.11e-06,4.18e-06,3.92e-06,3.92e-06,1222666.25,4.954
2018-04-19,DGBBTC,4.1e-06,4.35e-06,4.0e-06,4.11e-06,2042883.81,8.496
2018-04-18,DGBBTC,3.69e-06,4.3e-06,3.68e-06,4.1e-06,1966093.09,7.878
2018-04-17,DGBBTC,3.58e-06,3.81e-06,3.5e-06,3.69e-06,2693188.84,9.809
2018-04-16,DGBBTC,3.73e-06,3.74e-06,3.49e-06,3.58e-06,1092014.88,3.904
2018-04-15,DGBBTC,3.52e-06,3.81e-06,3.38e-06,3.73e-06,1058550.11,3.86
2018-04-14,DGBBTC,3.53e-06,3.84e-06,3.15e-06,3.52e-06,3674668.58,12.72
2018-04-13,DGBBTC,3.18e-06,3.84e-06,3.14e-06,3.53e-06,2589415.3,9.082
2018-04-12,DGBBTC,3.33e-06,3.34e-06,2.89e-06,3.18e-06,1213874.58,3.774
2018-04-11,DGBBTC,2.96e-06,3.44e-06,2.88e-06,3.33e-06,2031785.69,6.421
2018-04-10,DGBBTC,2.68e-06,2.96e-06,2.67e-06,2.96e-06,1256415.57,3.549
2018-04-09,DGBBTC,2.7e-06,2.85e-06,2.66e-06,2.68e-06,924690.45,2.541
2018-04-08,DGBBTC,2.61e-06,2.7e-06,2.61e-06,2.7e-06,617626.32,1.646
2018-04-07,DGBBTC,2.6e-06,2.68e-06,2.57e-06,2.61e-06,436726.1,1.146
2018-04-06,DGBBTC,2.7e-06,2.71e-06,2.56e-06,2.6e-06,725844.87,1.912
2018-04-05,DGBBTC,2.66e-06,2.7e-06,2.58e-06,2.7e-06,1059301.45,2.79
2018-04-04,DGBBTC,2.7e-06,2.8e-06,2.63e-06,2.66e-06,1553218.51,4.194
2018-04-03,DGBBTC,2.52e-06,2.76e-06,2.49e-06,2.7e-06,929116.36,2.439
2018-04-02,DGBBTC,2.51e-06,2.62e-06,2.48e-06,2.52e-06,777531.32,1.965
2018-04-01,DGBBTC,2.56e-06,2.58e-06,2.46e-06,2.51e-06,522021.56,1.307
2018-03-31,DGBBTC,2.54e-06,2.66e-06,2.52e-06,2.56e-06,754386.52,1.943
2018-03-30,DGBBTC,2.58e-06,2.59e-06,2.46e-06,2.54e-06,798196.83,2.014
2018-03-29,DGBBTC,2.72e-06,2.75e-06,2.52e-06,2.58e-06,455645.3,1.205
2018-03-28,DGBBTC,2.7e-06,2.75e-06,2.66e-06,2.72e-06,300695.95,0.8129
2018-03-27,DGBBTC,2.71e-06,2.83e-06,2.66e-06,2.7e-06,796900.14,2.17
2018-03-26,DGBBTC,2.9e-06,2.93e-06,2.63e-06,2.71e-06,852562.54,2.343
2018-03-25,DGBBTC,2.62e-06,2.91e-06,2.6e-06,2.9e-06,854243.29,2.36
2018-03-24,DGBBTC,2.61e-06,2.69e-06,2.5e-06,2.62e-06,1500947.02,3.879
2018-03-23,DGBBTC,2.73e-06,2.74e-06,2.53e-06,2.61e-06,756283.73,2.012
2018-03-22,DGBBTC,2.73e-06,2.76e-06,2.62e-06,2.73e-06,1025168.43,2.776
2018-03-21,DGBBTC,2.8e-06,2.87e-06,2.7e-06,2.73e-06,717555.36,1.992
2018-03-20,DGBBTC,2.59e-06,2.85e-06,2.51e-06,2.8e-06,958623.09,2.524
2018-03-19,DGBBTC,2.47e-06,2.66e-06,2.42e-06,2.59e-06,1400529.13,3.599
2018-03-18,DGBBTC,2.55e-06,2.55e-06,2.22e-06,2.47e-06,1025510.07,2.455
2018-03-17,DGBBTC,2.63e-06,2.68e-06,2.43e-06,2.55e-06,674811.69,1.741
2018-03-16,DGBBTC,2.7e-06,2.79e-06,2.6e-06,2.63e-06,456518.15,1.225
2018-03-15,DGBBTC,2.77e-06,2.84e-06,2.57e-06,2.7e-06,1053216.27,2.829
2018-03-14,DGBBTC,2.89e-06,2.95e-06,2.7e-06,2.77e-06,991030.26,2.788
2018-03-13,DGBBTC,3.03e-06,3.03e-06,2.8e-06,2.89e-06,606914.92,1.752
2018-03-12,DGBBTC,2.77e-06,3.14e-06,2.7e-06,3.03e-06,1298232.85,3.891
2018-03-11,DGBBTC,2.81e-06,2.83e-06,2.66e-06,2.77e-06,823721.52,2.259
2018-03-10,DGBBTC,2.78e-06,2.88e-06,2.74e-06,2.81e-06,663088.27,1.871
2018-03-09,DGBBTC,2.85e-06,2.91e-06,2.72e-06,2.78e-06,899417.76,2.528
2018-03-08,DGBBTC,2.81e-06,2.93e-06,2.8e-06,2.85e-06,542313.25,1.552
2018-03-07,DGBBTC,2.89e-06,3.0e-06,2.7e-06,2.81e-06,627755.79,1.805
2018-03-06,DGBBTC,2.97e-06,3.01e-06,2.85e-06,2.89e-06,620924.67,1.821
2018-03-05,DGBBTC,3.1e-06,3.21e-06,2.95e-06,2.97e-06,1328019.51,4.087
2018-03-04,DGBBTC,3.1e-06,3.22e-06,2.95e-06,3.1e-06,603980.2,1.872
2018-03-03,DGBBTC,3.28e-06,3.28e-06,2.94e-06,3.1e-06,766204.85,2.392
2018-03-02,DGBBTC,3.31e-06,3.47e-06,3.23e-06,3.28e-06,468627.49,1.56
2018-03-01,DGBBTC,3.14e-06,3.45e-06,3.13e-06,3.31e-06,712025.89,2.335
2018-02-28,DGBBTC,3.36e-06,3.44e-06,3.11e-06,3.14e-06,745359.27,2.44
2018-02-27,DGBBTC,3.48e-06,3.57e-06,3.35e-06,3.36e-06,1036296.9,3.571
2018-02-26,DGBBTC,3.52e-06,3.67e-06,3.38e-06,3.48e-06,519650.28,1.802
2018-02-25,DGBBTC,3.28e-06,3.67e-06,3.26e-06,3.52e-06,726894.05,2.494
2018-02-24,DGBBTC,3.34e-06,3.4e-06,3.2e-06,3.28e-06,922583.73,3.032
2018-02-23,DGBBTC,3.35e-06,3.55e-06,3.22e-06,3.34e-06,1418242.88,4.785
2018-02-22,DGBBTC,3.5e-06,3.69e-06,3.27e-06,3.35e-06,1366061.95,4.667
2018-02-21,DGBBTC,3.47e-06,3.73e-06,3.38e-06,3.5e-06,1099654.75,3.876
2018-02-20,DGBBTC,3.97e-06,4.05e-06,3.47e-06,3.47e-06,2165682.44,8.075
2018-02-19,DGBBTC,4.21e-06,4.37e-06,3.88e-06,3.97e-06,1084906.13,4.438
2018-02-18,DGBBTC,4.39e-06,4.58e-06,4.1e-06,4.21e-06,1138441.48,4.897
2018-02-17,DGBBTC,4.31e-06,4.5e-06,4.18e-06,4.39e-06,1226017.07,5.303
